forecast_id,corridor_id,forecast_date,forecast_goods_trains,peak_period,confidence_pct
GTF001084,C00020,2025-06-22,7,Normal,84
GTF001085,C00024,2025-06-27,10,Normal,95
GTF001086,C00074,2025-06-23,5,Peak,93
GTF001087,C00015,2025-06-02,4,Normal,84
GTF001088,C00096,2025-06-11,6,Off-Peak,90
GTF001089,C00030,2025-06-13,1,Normal,83
GTF001090,C00060,2025-06-14,3,Normal,74
GTF001091,C00037,2025-06-21,8,Peak,74
GTF001092,C00093,2025-06-22,6,Normal,71
GTF001093,C00033,2025-06-09,7,Off-Peak,92
GTF001094,C00094,2025-06-22,5,Off-Peak,89
GTF001095,C00054,2025-06-13,5,Off-Peak,83
GTF001096,C00014,2025-06-19,5,Off-Peak,84
GTF001097,C00048,2025-06-20,2,Off-Peak,95
GTF001098,C00005,2025-06-14,2,Off-Peak,84
GTF001099,C00061,2025-06-08,3,Normal,76
GTF001100,C00076,2025-06-22,7,Off-Peak,74
GTF001101,C00082,2025-06-17,7,Normal,76
GTF001102,C00055,2025-06-19,0,Normal,71
GTF001103,C00079,2025-06-22,5,Normal,86
GTF001104,C00036,2025-06-09,1,Normal,74
GTF001105,C00033,2025-06-03,5,Peak,83
GTF001106,C00088,2025-06-09,8,Peak,83
GTF001107,C00028,2025-06-09,6,Normal,73
GTF001108,C00035,2025-06-06,4,Normal,71
GTF001109,C00087,2025-06-10,8,Off-Peak,85
GTF001110,C00038,2025-06-19,7,Peak,92
GTF001111,C00077,2025-06-20,4,Normal,78
GTF001112,C00031,2025-06-22,3,Normal,79
GTF001113,C00062,2025-06-24,4,Normal,95
GTF001114,C00012,2025-06-21,3,Off-Peak,71
GTF001115,C00006,2025-06-03,4,Off-Peak,91
GTF001116,C00007,2025-06-23,5,Off-Peak,92
GTF001117,C00035,2025-06-03,3,Off-Peak,94
GTF001118,C00044,2025-06-28,5,Off-Peak,93
GTF001119,C00021,2025-06-08,7,Off-Peak,76
GTF001120,C00052,2025-06-25,9,Off-Peak,80
GTF001121,C00095,2025-06-02,6,Peak,91
GTF001122,C00017,2025-06-22,2,Normal,82
GTF001123,C00091,2025-06-04,5,Peak,93
GTF001124,C00047,2025-06-11,10,Peak,84
GTF001125,C00002,2025-06-28,7,Normal,82
GTF001126,C00077,2025-06-30,1,Normal,88
GTF001127,C00030,2025-06-14,9,Normal,74
GTF001128,C00080,2025-06-29,2,Normal,79
GTF001129,C00002,2025-06-18,5,Normal,75
GTF001130,C00021,2025-06-29,6,Normal,70
GTF001131,C00092,2025-06-19,0,Normal,78
GTF001132,C00022,2025-06-10,7,Normal,91
GTF001133,C00062,2025-06-29,3,Off-Peak,91
GTF001134,C00045,2025-06-05,6,Normal,91
GTF001135,C00031,2025-06-10,5,Peak,85
GTF001136,C00089,2025-06-21,8,Off-Peak,87
GTF001137,C00006,2025-06-26,5,Normal,81
GTF001138,C00056,2025-06-11,3,Off-Peak,73
GTF001139,C00075,2025-06-05,11,Normal,88
GTF001140,C00058,2025-06-20,4,Off-Peak,80
GTF001141,C00052,2025-06-26,3,Peak,71
GTF001142,C00046,2025-06-09,6,Normal,95
GTF001143,C00086,2025-06-25,8,Peak,82
GTF001144,C00091,2025-06-10,3,Normal,86
GTF001145,C00044,2025-06-13,3,Normal,75
GTF001146,C00089,2025-06-12,7,Normal,72
GTF001147,C00026,2025-06-03,6,Off-Peak,72
GTF001148,C00067,2025-06-23,7,Normal,91
GTF001149,C00049,2025-06-26,8,Normal,91
GTF001150,C00037,2025-06-01,7,Off-Peak,95
GTF001151,C00089,2025-06-09,4,Off-Peak,84
GTF001152,C00010,2025-06-27,6,Peak,72
GTF001153,C00069,2025-06-29,6,Peak,76
GTF001154,C00036,2025-06-12,4,Off-Peak,91
GTF001155,C00027,2025-06-15,6,Normal,85
GTF001156,C00100,2025-06-06,5,Normal,74
GTF001157,C00096,2025-06-10,6,Peak,79
GTF001158,C00010,2025-06-05,4,Normal,78
GTF001159,C00058,2025-06-24,5,Normal,92
GTF001160,C00053,2025-06-21,11,Off-Peak,85
GTF001161,C00029,2025-06-24,4,Off-Peak,76
GTF001162,C00031,2025-06-26,4,Normal,84
GTF001163,C00098,2025-06-15,4,Peak,85
GTF001164,C00006,2025-06-04,5,Off-Peak,71
GTF001165,C00065,2025-06-24,1,Off-Peak,72
GTF001166,C00028,2025-06-30,1,Off-Peak,90
GTF001167,C00003,2025-06-18,5,Normal,74
GTF001168,C00064,2025-06-07,2,Off-Peak,95
GTF001169,C00093,2025-06-30,2,Off-Peak,82
GTF001170,C00073,2025-06-29,4,Normal,78
GTF001171,C00052,2025-06-16,4,Normal,81
GTF001172,C00077,2025-06-04,3,Off-Peak,86
GTF001173,C00023,2025-06-29,5,Normal,92
GTF001174,C00040,2025-06-02,7,Off-Peak,78
GTF001175,C00075,2025-06-30,5,Peak,83
GTF001176,C00047,2025-06-30,2,Normal,82
GTF001177,C00038,2025-06-15,0,Normal,80
GTF001178,C00047,2025-06-07,1,Off-Peak,73
GTF001179,C00092,2025-06-13,6,Normal,87
GTF001180,C00065,2025-06-28,5,Normal,75
GTF001181,C00019,2025-06-06,10,Peak,80
GTF001182,C00087,2025-06-02,7,Normal,78
GTF001183,C00080,2025-06-16,8,Normal,76
GTF001184,C00006,2025-06-10,4,Normal,86
GTF001185,C00067,2025-06-08,5,Normal,77
GTF001186,C00036,2025-06-30,7,Normal,91
GTF001187,C00077,2025-06-28,9,Normal,91
GTF001188,C00007,2025-06-26,7,Peak,94
GTF001189,C00002,2025-06-11,3,Normal,88
GTF001190,C00019,2025-06-23,4,Peak,71
GTF001191,C00013,2025-06-11,2,Normal,80
GTF001192,C00038,2025-06-10,1,Normal,90
GTF001193,C00080,2025-06-07,7,Normal,85
GTF001194,C00079,2025-06-08,4,Peak,77
GTF001195,C00021,2025-06-06,7,Normal,87
GTF001196,C00099,2025-06-16,5,Off-Peak,76
GTF001197,C00044,2025-06-23,5,Normal,82
GTF001198,C00008,2025-06-06,7,Normal,78
GTF001199,C00033,2025-06-14,9,Off-Peak,86
GTF001200,C00053,2025-06-27,7,Normal,74
GTF001201,C00026,2025-06-27,2,Off-Peak,95
GTF001202,C00017,2025-06-30,2,Off-Peak,74
GTF001203,C00027,2025-06-01,3,Normal,91
GTF001204,C00088,2025-06-29,5,Normal,75
GTF001205,C00060,2025-06-08,6,Peak,93
GTF001206,C00048,2025-06-25,2,Normal,93
GTF001207,C00022,2025-06-23,11,Normal,93
GTF001208,C00083,2025-06-25,5,Off-Peak,77
GTF001209,C00080,2025-06-08,3,Normal,73
GTF001210,C00046,2025-06-23,3,Peak,86
GTF001211,C00057,2025-06-14,5,Off-Peak,81
GTF001212,C00016,2025-06-24,6,Off-Peak,83
GTF001213,C00078,2025-06-30,6,Off-Peak,81
GTF001214,C00090,2025-06-07,8,Off-Peak,93
GTF001215,C00056,2025-06-25,2,Normal,93
GTF001216,C00061,2025-06-26,9,Normal,93
GTF001217,C00033,2025-06-25,6,Off-Peak,73
GTF001218,C00086,2025-06-15,8,Off-Peak,94
GTF001219,C00038,2025-06-01,7,Normal,71
GTF001220,C00048,2025-06-02,7,Normal,70
GTF001221,C00002,2025-06-03,1,Peak,75
GTF001222,C00079,2025-06-01,7,Off-Peak,83
GTF001223,C00074,2025-06-14,7,Normal,73
GTF001224,C00028,2025-06-29,4,Normal,79
GTF001225,C00093,2025-06-05,5,Off-Peak,72
GTF001226,C00015,2025-06-29,5,Normal,93
GTF001227,C00052,2025-06-10,1,Normal,82
GTF001228,C00068,2025-06-17,4,Normal,73
GTF001229,C00004,2025-06-14,9,Off-Peak,76
GTF001230,C00066,2025-06-21,4,Peak,78
GTF001231,C00052,2025-06-24,3,Peak,72
GTF001232,C00015,2025-06-29,4,Normal,84
GTF001233,C00048,2025-06-20,7,Normal,78
GTF001234,C00022,2025-06-07,2,Normal,84
GTF001235,C00040,2025-06-17,6,Normal,77
GTF001236,C00006,2025-06-13,5,Normal,85
GTF001237,C00094,2025-06-28,4,Peak,83
GTF001238,C00037,2025-06-16,4,Normal,90
GTF001239,C00069,2025-06-29,6,Peak,84
GTF001240,C00030,2025-06-24,3,Peak,73
GTF001241,C00040,2025-06-18,5,Peak,78
GTF001242,C00100,2025-06-02,6,Peak,95
GTF001243,C00090,2025-06-16,5,Peak,83
GTF001244,C00098,2025-06-24,5,Off-Peak,83
GTF001245,C00024,2025-06-19,5,Normal,76
GTF001246,C00083,2025-06-18,5,Normal,88
GTF001247,C00003,2025-06-15,3,Normal,70
GTF001248,C00054,2025-06-21,6,Normal,71
GTF001249,C00063,2025-06-19,3,Off-Peak,86
GTF001250,C00096,2025-06-01,5,Normal,80
GTF001251,C00022,2025-06-26,8,Normal,77
GTF001252,C00027,2025-06-21,7,Off-Peak,81
GTF001253,C00036,2025-06-16,4,Normal,71
GTF001254,C00089,2025-06-03,7,Normal,76
GTF001255,C00006,2025-06-27,7,Off-Peak,82
GTF001256,C00072,2025-06-04,7,Normal,94
GTF001257,C00010,2025-06-04,8,Normal,86
GTF001258,C00065,2025-06-20,3,Off-Peak,75
GTF001259,C00002,2025-06-16,3,Normal,75
GTF001260,C00071,2025-06-07,4,Normal,71
GTF001261,C00100,2025-06-14,7,Normal,71
GTF001262,C00035,2025-06-09,6,Normal,79
GTF001263,C00007,2025-06-03,5,Off-Peak,81
GTF001264,C00009,2025-06-23,6,Peak,80
GTF001265,C00045,2025-06-16,4,Normal,70
GTF001266,C00001,2025-06-14,6,Normal,83
GTF001267,C00040,2025-06-30,4,Normal,77
GTF001268,C00015,2025-06-24,7,Peak,83
GTF001269,C00022,2025-06-04,3,Normal,94
GTF001270,C00054,2025-06-13,4,Normal,71
GTF001271,C00090,2025-06-15,8,Normal,85
GTF001272,C00070,2025-06-02,3,Peak,71
GTF001273,C00012,2025-06-10,3,Off-Peak,85
GTF001274,C00025,2025-06-25,7,Normal,80
GTF001275,C00007,2025-06-16,5,Peak,86
GTF001276,C00025,2025-06-09,7,Normal,71
GTF001277,C00014,2025-06-14,8,Off-Peak,91
GTF001278,C00050,2025-06-15,4,Normal,95
GTF001279,C00030,2025-06-27,5,Peak,73
GTF001280,C00046,2025-06-22,5,Off-Peak,84
GTF001281,C00079,2025-06-01,3,Off-Peak,90
GTF001282,C00027,2025-06-20,4,Normal,82
GTF001283,C00059,2025-06-02,9,Normal,72
GTF001284,C00076,2025-06-03,4,Normal,89
GTF001285,C00014,2025-06-02,4,Normal,71
GTF001286,C00096,2025-06-13,3,Normal,74
GTF001287,C00058,2025-06-05,9,Peak,94
GTF001288,C00041,2025-06-08,6,Off-Peak,83
GTF001289,C00033,2025-06-14,4,Normal,95
GTF001290,C00070,2025-06-21,5,Peak,93
GTF001291,C00070,2025-06-25,2,Normal,88
GTF001292,C00058,2025-06-23,4,Normal,90
GTF001293,C00040,2025-06-01,3,Normal,84
GTF001294,C00010,2025-06-14,9,Normal,78
GTF001295,C00009,2025-06-04,6,Normal,79
GTF001296,C00076,2025-06-12,4,Normal,81
GTF001297,C00013,2025-06-21,2,Peak,85
GTF001298,C00011,2025-06-08,5,Normal,90
GTF001299,C00086,2025-06-22,6,Normal,89
GTF001300,C00053,2025-06-11,4,Off-Peak,94
GTF001301,C00096,2025-06-19,5,Normal,90
GTF001302,C00034,2025-06-11,4,Normal,82
GTF001303,C00006,2025-06-20,3,Normal,88
GTF001304,C00042,2025-06-23,1,Normal,81
GTF001305,C00021,2025-06-15,6,Normal,92
GTF001306,C00083,2025-06-02,3,Normal,93
GTF001307,C00051,2025-06-29,9,Peak,76
GTF001308,C00054,2025-06-27,7,Off-Peak,71
GTF001309,C00044,2025-06-03,4,Peak,87
GTF001310,C00047,2025-06-11,2,Peak,80
GTF001311,C00062,2025-06-09,4,Normal,74
GTF001312,C00065,2025-06-22,2,Peak,79
GTF001313,C00003,2025-06-03,6,Off-Peak,74
GTF001314,C00022,2025-06-03,5,Normal,94
GTF001315,C00089,2025-06-17,2,Off-Peak,77
GTF001316,C00023,2025-06-27,1,Normal,79
GTF001317,C00051,2025-06-28,2,Peak,70
GTF001318,C00010,2025-06-15,6,Normal,76
GTF001319,C00089,2025-06-08,2,Normal,81
GTF001320,C00038,2025-06-30,3,Normal,91
GTF001321,C00098,2025-06-29,5,Peak,81
GTF001322,C00076,2025-06-25,7,Peak,95
GTF001323,C00043,2025-06-23,9,Normal,74
GTF001324,C00071,2025-06-19,2,Normal,76
GTF001325,C00077,2025-06-13,3,Off-Peak,82
GTF001326,C00027,2025-06-17,6,Normal,95
GTF001327,C00027,2025-06-30,5,Off-Peak,85
GTF001328,C00036,2025-06-09,5,Peak,72
GTF001329,C00096,2025-06-01,6,Peak,88
GTF001330,C00025,2025-06-02,7,Normal,72
GTF001331,C00007,2025-06-09,3,Normal,73
GTF001332,C00066,2025-06-06,8,Peak,90
GTF001333,C00015,2025-06-03,10,Normal,85
GTF001334,C00048,2025-06-17,2,Off-Peak,74
GTF001335,C00067,2025-06-24,1,Peak,82
GTF001336,C00043,2025-06-30,7,Off-Peak,73
GTF001337,C00008,2025-06-11,6,Off-Peak,71
GTF001338,C00017,2025-06-10,9,Normal,95
GTF001339,C00004,2025-06-17,9,Normal,82
GTF001340,C00068,2025-06-02,2,Normal,77
GTF001341,C00089,2025-06-09,4,Normal,90
GTF001342,C00010,2025-06-02,4,Off-Peak,70
GTF001343,C00069,2025-06-12,4,Normal,75
GTF001344,C00059,2025-06-22,4,Normal,79
GTF001345,C00057,2025-06-06,7,Normal,75
GTF001346,C00024,2025-06-17,8,Peak,84
GTF001347,C00066,2025-06-25,11,Normal,70
GTF001348,C00016,2025-06-14,5,Normal,85
GTF001349,C00093,2025-06-30,1,Off-Peak,88
GTF001350,C00065,2025-06-01,6,Normal,73
GTF001351,C00098,2025-06-12,7,Peak,88
GTF001352,C00001,2025-06-09,5,Normal,80
GTF001353,C00014,2025-06-22,4,Normal,77
GTF001354,C00081,2025-06-01,4,Normal,88
GTF001355,C00078,2025-06-05,3,Normal,77
GTF001356,C00005,2025-06-22,2,Normal,81
GTF001357,C00029,2025-06-13,9,Off-Peak,87
GTF001358,C00041,2025-06-20,3,Off-Peak,74
GTF001359,C00094,2025-06-09,8,Peak,86
GTF001360,C00043,2025-06-29,3,Normal,94
GTF001361,C00073,2025-06-04,4,Normal,94
GTF001362,C00092,2025-06-20,5,Off-Peak,90
GTF001363,C00077,2025-06-16,8,Off-Peak,72
GTF001364,C00020,2025-06-28,1,Peak,79
GTF001365,C00081,2025-06-04,3,Normal,89
GTF001366,C00066,2025-06-25,2,Normal,89
GTF001367,C00027,2025-06-09,6,Normal,90
GTF001368,C00083,2025-06-12,3,Off-Peak,78
GTF001369,C00047,2025-06-16,3,Normal,84
GTF001370,C00071,2025-06-26,2,Normal,80
GTF001371,C00093,2025-06-18,6,Off-Peak,87
GTF001372,C00081,2025-06-18,2,Normal,80
GTF001373,C00098,2025-06-11,5,Off-Peak,74
GTF001374,C00071,2025-06-26,7,Peak,84
GTF001375,C00098,2025-06-15,4,Off-Peak,79
GTF001376,C00025,2025-06-02,2,Peak,72
GTF001377,C00067,2025-06-02,6,Normal,92
GTF001378,C00034,2025-06-13,7,Normal,85
GTF001379,C00070,2025-06-30,7,Normal,77
GTF001380,C00062,2025-06-20,3,Normal,72
GTF001381,C00005,2025-06-02,6,Normal,75
GTF001382,C00065,2025-06-15,4,Normal,75
GTF001383,C00010,2025-06-16,9,Peak,92
GTF001384,C00010,2025-06-16,9,Normal,84
GTF001385,C00082,2025-06-11,3,Normal,90
GTF001386,C00059,2025-06-01,3,Normal,72
GTF001387,C00063,2025-06-26,6,Normal,77
GTF001388,C00053,2025-06-26,5,Normal,72
GTF001389,C00034,2025-06-04,3,Normal,84
GTF001390,C00077,2025-06-24,2,Normal,85
GTF001391,C00077,2025-06-22,4,Peak,94
GTF001392,C00006,2025-06-15,9,Off-Peak,79
GTF001393,C00057,2025-06-25,7,Normal,82
GTF001394,C00043,2025-06-05,3,Normal,80
GTF001395,C00080,2025-06-30,4,Normal,78
GTF001396,C00024,2025-06-25,2,Normal,94
GTF001397,C00084,2025-06-23,3,Normal,87
GTF001398,C00024,2025-06-08,9,Normal,85
GTF001399,C00072,2025-06-11,6,Off-Peak,86
GTF001400,C00087,2025-06-28,1,Normal,71
GTF001401,C00025,2025-06-10,5,Off-Peak,71
GTF001402,C00067,2025-06-20,5,Normal,77
GTF001403,C00057,2025-06-06,4,Off-Peak,75
GTF001404,C00051,2025-06-28,3,Normal,88
GTF001405,C00050,2025-06-02,3,Off-Peak,78
GTF001406,C00015,2025-06-24,3,Normal,88
GTF001407,C00097,2025-06-20,4,Normal,83
GTF001408,C00062,2025-06-04,5,Normal,84
GTF001409,C00077,2025-06-20,3,Peak,93
GTF001410,C00007,2025-06-26,4,Normal,93
GTF001411,C00035,2025-06-09,4,Off-Peak,89
GTF001412,C00065,2025-06-19,10,Off-Peak,95
GTF001413,C00055,2025-06-03,3,Normal,95
GTF001414,C00072,2025-06-26,7,Normal,91
GTF001415,C00040,2025-06-04,8,Off-Peak,89
GTF001416,C00054,2025-06-01,7,Off-Peak,93
GTF001417,C00023,2025-06-21,6,Normal,82
GTF001418,C00079,2025-06-11,7,Normal,89
GTF001419,C00090,2025-06-27,5,Normal,85
GTF001420,C00013,2025-06-27,4,Normal,89
GTF001421,C00085,2025-06-11,4,Normal,92
GTF001422,C00056,2025-06-30,11,Peak,85
GTF001423,C00087,2025-06-03,4,Normal,84
GTF001424,C00071,2025-06-20,5,Normal,93
GTF001425,C00096,2025-06-27,7,Peak,73
GTF001426,C00006,2025-06-28,4,Normal,84
GTF001427,C00030,2025-06-02,5,Normal,85
GTF001428,C00078,2025-06-08,2,Normal,79
GTF001429,C00073,2025-06-17,4,Normal,81
GTF001430,C00072,2025-06-14,3,Peak,85
GTF001431,C00077,2025-06-18,2,Normal,90
GTF001432,C00042,2025-06-27,7,Normal,77
GTF001433,C00030,2025-06-23,8,Off-Peak,81
GTF001434,C00083,2025-06-16,8,Normal,81
GTF001435,C00024,2025-06-10,5,Normal,81
GTF001436,C00064,2025-06-23,7,Off-Peak,87
GTF001437,C00017,2025-06-12,8,Peak,90
GTF001438,C00024,2025-06-27,1,Off-Peak,82
GTF001439,C00058,2025-06-10,10,Off-Peak,79
GTF001440,C00099,2025-06-01,6,Normal,90
GTF001441,C00088,2025-06-16,6,Peak,74
GTF001442,C00020,2025-06-02,4,Normal,76
GTF001443,C00074,2025-06-06,4,Off-Peak,95
GTF001444,C00004,2025-06-20,4,Normal,95
GTF001445,C00093,2025-06-12,4,Off-Peak,82
GTF001446,C00032,2025-06-10,5,Normal,81
GTF001447,C00016,2025-06-30,3,Peak,87
GTF001448,C00037,2025-06-06,10,Off-Peak,74
GTF001449,C00009,2025-06-06,8,Off-Peak,90
GTF001450,C00034,2025-06-02,5,Normal,79
GTF001451,C00096,2025-06-07,5,Normal,73
GTF001452,C00064,2025-06-24,5,Off-Peak,77
GTF001453,C00088,2025-06-24,7,Peak,94
GTF001454,C00012,2025-06-14,4,Normal,79
GTF001455,C00016,2025-06-29,6,Normal,86
GTF001456,C00094,2025-06-02,5,Normal,75
GTF001457,C00086,2025-06-06,0,Normal,95
GTF001458,C00029,2025-06-24,4,Off-Peak,90
GTF001459,C00077,2025-06-01,7,Off-Peak,78
GTF001460,C00080,2025-06-24,6,Peak,77
GTF001461,C00040,2025-06-27,6,Normal,78
GTF001462,C00089,2025-06-18,4,Peak,84
GTF001463,C00007,2025-06-23,5,Normal,85
GTF001464,C00021,2025-06-26,6,Normal,76
GTF001465,C00004,2025-06-18,2,Peak,90
GTF001466,C00067,2025-06-30,3,Off-Peak,91
GTF001467,C00034,2025-06-25,9,Peak,84
GTF001468,C00010,2025-06-20,3,Normal,87
GTF001469,C00018,2025-06-06,5,Normal,84
GTF001470,C00003,2025-06-06,4,Peak,70
GTF001471,C00033,2025-06-14,8,Normal,71
GTF001472,C00088,2025-06-11,5,Off-Peak,70
GTF001473,C00071,2025-06-18,4,Peak,95
GTF001474,C00075,2025-06-06,5,Normal,85
GTF001475,C00015,2025-06-25,6,Normal,90
GTF001476,C00043,2025-06-22,5,Normal,81
GTF001477,C00004,2025-06-26,3,Peak,73
GTF001478,C00001,2025-06-05,5,Normal,89
GTF001479,C00078,2025-06-25,5,Normal,93
GTF001480,C00049,2025-06-29,5,Peak,85
GTF001481,C00005,2025-06-27,4,Off-Peak,83
GTF001482,C00092,2025-06-29,4,Peak,94
GTF001483,C00067,2025-06-18,8,Off-Peak,82
GTF001484,C00085,2025-06-06,2,Normal,91
GTF001485,C00019,2025-06-03,6,Normal,93
GTF001486,C00072,2025-06-28,2,Peak,83
GTF001487,C00060,2025-06-24,9,Off-Peak,88
GTF001488,C00017,2025-06-22,5,Normal,71
GTF001489,C00061,2025-06-03,4,Normal,75
GTF001490,C00032,2025-06-20,5,Normal,81
GTF001491,C00074,2025-06-16,4,Normal,78
GTF001492,C00038,2025-06-05,4,Peak,83
GTF001493,C00040,2025-06-11,6,Normal,73
GTF001494,C00027,2025-06-22,5,Normal,75
GTF001495,C00066,2025-06-24,5,Normal,87
GTF001496,C00081,2025-06-26,7,Off-Peak,73
GTF001497,C00055,2025-06-04,6,Off-Peak,83
GTF001498,C00071,2025-06-26,4,Off-Peak,72
GTF001499,C00011,2025-06-10,4,Normal,79
GTF001500,C00043,2025-06-02,3,Normal,74
GTF001501,C00026,2025-06-11,6,Normal,72
GTF001502,C00015,2025-06-01,4,Normal,84
GTF001503,C00012,2025-06-29,5,Peak,94
GTF001504,C00038,2025-06-16,8,Normal,89
GTF001505,C00009,2025-06-29,4,Normal,88
GTF001506,C00002,2025-06-04,4,Off-Peak,94
GTF001507,C00069,2025-06-14,1,Off-Peak,76
GTF001508,C00002,2025-06-17,4,Off-Peak,80
GTF001509,C00016,2025-06-21,7,Peak,91
GTF001510,C00074,2025-06-21,8,Peak,80
GTF001511,C00097,2025-06-03,3,Normal,91
GTF001512,C00056,2025-06-25,7,Normal,76
GTF001513,C00043,2025-06-13,2,Off-Peak,73
GTF001514,C00050,2025-06-24,4,Normal,73
GTF001515,C00072,2025-06-01,5,Normal,84
GTF001516,C00092,2025-06-23,7,Off-Peak,80
GTF001517,C00040,2025-06-01,8,Normal,86
GTF001518,C00055,2025-06-23,6,Peak,95
GTF001519,C00099,2025-06-25,8,Normal,82
GTF001520,C00006,2025-06-24,6,Normal,79
GTF001521,C00052,2025-06-22,4,Normal,85
GTF001522,C00030,2025-06-19,11,Off-Peak,71
GTF001523,C00004,2025-06-01,8,Normal,84
GTF001524,C00088,2025-06-23,3,Off-Peak,86
GTF001525,C00082,2025-06-07,5,Normal,87
GTF001526,C00001,2025-06-15,3,Normal,82
GTF001527,C00029,2025-06-04,5,Normal,95
GTF001528,C00061,2025-06-29,4,Normal,87
GTF001529,C00096,2025-06-01,4,Normal,70
GTF001530,C00006,2025-06-10,8,Normal,70
GTF001531,C00092,2025-06-19,5,Normal,80
GTF001532,C00047,2025-06-23,3,Off-Peak,76
GTF001533,C00083,2025-06-04,5,Peak,78
GTF001534,C00022,2025-06-04,3,Peak,76
GTF001535,C00067,2025-06-09,3,Normal,72
GTF001536,C00065,2025-06-14,7,Normal,87
GTF001537,C00007,2025-06-14,2,Normal,85
GTF001538,C00068,2025-06-05,5,Normal,81
GTF001539,C00024,2025-06-05,2,Peak,88
GTF001540,C00031,2025-06-12,3,Off-Peak,75
GTF001541,C00009,2025-06-28,2,Normal,70
GTF001542,C00093,2025-06-29,4,Normal,82
GTF001543,C00059,2025-06-16,5,Normal,71
GTF001544,C00057,2025-06-08,7,Normal,92
GTF001545,C00008,2025-06-06,3,Peak,93
GTF001546,C00095,2025-06-23,5,Normal,86
GTF001547,C00083,2025-06-11,4,Peak,92
GTF001548,C00096,2025-06-10,3,Normal,81
GTF001549,C00060,2025-06-26,7,Normal,78
GTF001550,C00045,2025-06-12,7,Normal,88
GTF001551,C00041,2025-06-20,6,Normal,84
GTF001552,C00095,2025-06-12,4,Peak,90
GTF001553,C00075,2025-06-26,4,Off-Peak,94
GTF001554,C00079,2025-06-29,4,Peak,94
GTF001555,C00060,2025-06-05,5,Normal,88
GTF001556,C00002,2025-06-04,8,Peak,87
GTF001557,C00026,2025-06-26,7,Peak,79
GTF001558,C00037,2025-06-05,4,Normal,74
GTF001559,C00085,2025-06-07,4,Normal,90
GTF001560,C00064,2025-06-22,8,Normal,82
GTF001561,C00095,2025-06-22,5,Off-Peak,78
GTF001562,C00032,2025-06-09,8,Normal,74
GTF001563,C00061,2025-06-30,10,Normal,84
GTF001564,C00065,2025-06-24,4,Normal,88
GTF001565,C00081,2025-06-29,3,Off-Peak,83
GTF001566,C00012,2025-06-05,5,Normal,82
GTF001567,C00081,2025-06-07,7,Off-Peak,89
GTF001568,C00028,2025-06-12,4,Normal,87
GTF001569,C00032,2025-06-16,4,Peak,90
GTF001570,C00059,2025-06-20,5,Off-Peak,94
GTF001571,C00085,2025-06-24,6,Peak,94
GTF001572,C00082,2025-06-18,2,Normal,81
GTF001573,C00060,2025-06-05,2,Off-Peak,77
GTF001574,C00040,2025-06-26,11,Normal,78
GTF001575,C00012,2025-06-11,4,Normal,77
GTF001576,C00099,2025-06-02,8,Normal,80
GTF001577,C00031,2025-06-24,6,Normal,77
GTF001578,C00044,2025-06-08,2,Normal,86
GTF001579,C00063,2025-06-11,7,Normal,94
GTF001580,C00012,2025-06-05,6,Peak,92
GTF001581,C00023,2025-06-14,5,Off-Peak,92
GTF001582,C00037,2025-06-30,5,Normal,86
GTF001583,C00098,2025-06-11,8,Off-Peak,78
GTF001584,C00066,2025-06-07,9,Peak,76
GTF001585,C00039,2025-06-23,3,Normal,72
GTF001586,C00020,2025-06-19,8,Off-Peak,88
GTF001587,C00089,2025-06-23,4,Peak,79
GTF001588,C00053,2025-06-17,6,Normal,94
GTF001589,C00014,2025-06-04,7,Normal,87
GTF001590,C00021,2025-06-29,5,Off-Peak,95
GTF001591,C00020,2025-06-20,4,Off-Peak,71
GTF001592,C00051,2025-06-29,4,Normal,88
GTF001593,C00004,2025-06-07,5,Off-Peak,87
GTF001594,C00055,2025-06-08,3,Normal,75
GTF001595,C00099,2025-06-10,4,Off-Peak,91
GTF001596,C00027,2025-06-28,6,Peak,89
GTF001597,C00031,2025-06-01,4,Normal,85
GTF001598,C00056,2025-06-03,9,Off-Peak,71
GTF001599,C00008,2025-06-29,3,Normal,78
GTF001600,C00076,2025-06-06,4,Off-Peak,81
GTF001601,C00048,2025-06-04,2,Normal,81
GTF001602,C00083,2025-06-27,3,Normal,93
GTF001603,C00018,2025-06-22,3,Off-Peak,79
GTF001604,C00073,2025-06-26,4,Normal,73
GTF001605,C00035,2025-06-07,7,Off-Peak,84
GTF001606,C00050,2025-06-07,6,Normal,95
GTF001607,C00037,2025-06-19,7,Peak,94
GTF001608,C00029,2025-06-01,5,Peak,73
GTF001609,C00039,2025-06-21,5,Normal,75
GTF001610,C00010,2025-06-14,4,Off-Peak,84
GTF001611,C00020,2025-06-26,7,Normal,81
GTF001612,C00078,2025-06-04,3,Off-Peak,82
GTF001613,C00065,2025-06-29,4,Off-Peak,92
GTF001614,C00006,2025-06-05,3,Normal,75
GTF001615,C00005,2025-06-04,7,Peak,72
GTF001616,C00024,2025-06-05,6,Normal,71
GTF001617,C00031,2025-06-22,7,Peak,72
GTF001618,C00035,2025-06-26,8,Off-Peak,86
GTF001619,C00021,2025-06-28,4,Normal,71
GTF001620,C00077,2025-06-19,2,Normal,92
GTF001621,C00048,2025-06-05,4,Off-Peak,86
GTF001622,C00094,2025-06-23,2,Peak,75
GTF001623,C00006,2025-06-11,2,Normal,93
GTF001624,C00099,2025-06-25,4,Normal,85
