historical_plan_id,block_request_id,corridor_id,planned_date,planned_start_time,planned_duration_min,planning_method,conflict_count,utilization_pct,status
HP001794,BR001207,C00074,2025-06-18,07:07,185,Manual,0,75,Completed
HP001795,BR003060,C00023,2025-06-06,19:37,123,Manual,1,68,Completed
HP001796,BR003495,C00035,2025-06-20,17:55,271,Manual,0,75,Completed
HP001797,BR001559,C00059,2025-06-16,17:58,175,Manual,2,78,Completed
HP001798,BR004067,C00064,2025-06-30,07:51,220,Manual,0,72,Completed
HP001799,BR004029,C00063,2025-06-25,09:34,184,Manual,1,78,Completed
HP001800,BR005431,C00056,2025-06-30,06:30,52,Manual,3,74,Completed
HP001801,BR002463,C00071,2025-06-29,19:00,205,Manual,2,53,Completed
HP001802,BR001265,C00022,2025-06-15,15:55,291,Manual,2,76,Completed
HP001803,BR003955,C00087,2025-06-08,07:24,211,Manual,5,77,Completed
HP001804,BR000769,C00071,2025-06-03,02:38,153,Manual,5,72,Completed
HP001805,BR001141,C00016,2025-06-20,14:01,114,Manual,1,48,Completed
HP001806,BR000039,C00079,2025-06-16,13:47,281,Manual,0,48,Completed
HP001807,BR000946,C00014,2025-06-06,07:22,250,Manual,2,52,Completed
HP001808,BR002976,C00050,2025-06-09,05:36,58,Manual,0,67,Completed
HP001809,BR003906,C00065,2025-06-06,07:41,170,Manual,0,72,Completed
HP001810,BR001606,C00007,2025-06-21,09:26,137,Manual,1,65,Completed
HP001811,BR004950,C00095,2025-06-17,01:08,85,Manual,3,82,Completed
HP001812,BR002812,C00022,2025-06-05,10:43,137,Manual,2,65,Completed
HP001813,BR000826,C00047,2025-06-13,04:34,127,Manual,2,78,Completed
HP001814,BR002633,C00033,2025-06-01,06:44,169,Manual,3,46,Completed
HP001815,BR002852,C00072,2025-06-22,12:30,173,Manual,2,45,Completed
HP001816,BR005186,C00069,2025-06-28,05:42,145,Manual,5,47,Completed
HP001817,BR005811,C00037,2025-06-03,13:39,98,Manual,1,53,Completed
HP001818,BR005962,C00096,2025-06-12,16:04,91,Manual,4,67,Completed
HP001819,BR005333,C00056,2025-06-18,02:29,175,Manual,1,47,Completed
HP001820,BR001951,C00010,2025-06-25,17:56,42,Manual,2,66,Completed
HP001821,BR000830,C00025,2025-06-05,03:41,336,Manual,2,63,Completed
HP001822,BR002829,C00039,2025-06-29,06:57,247,Manual,2,84,Completed
HP001823,BR000644,C00014,2025-06-06,11:48,236,Manual,0,55,Completed
HP001824,BR005797,C00040,2025-06-30,09:24,160,Manual,1,70,Completed
HP001825,BR005656,C00079,2025-06-24,19:58,209,Manual,0,55,Completed
HP001826,BR000604,C00091,2025-06-17,12:44,72,Manual,2,79,Completed
HP001827,BR004864,C00091,2025-06-20,08:47,96,Manual,1,83,Completed
HP001828,BR005283,C00048,2025-06-19,07:29,115,Manual,2,65,Completed
HP001829,BR003802,C00061,2025-06-16,18:21,206,Manual,2,59,Completed
HP001830,BR000670,C00017,2025-06-29,07:52,43,Manual,2,60,Completed
HP001831,BR003209,C00092,2025-06-17,14:10,88,Manual,3,70,Completed
HP001832,BR001738,C00024,2025-06-24,01:17,38,Manual,3,62,Completed
HP001833,BR002030,C00007,2025-06-01,12:57,124,Manual,3,49,Completed
HP001834,BR000354,C00096,2025-06-15,13:38,65,Manual,3,78,Completed
HP001835,BR005621,C00023,2025-06-13,16:32,52,Manual,2,63,Completed
HP001836,BR001870,C00030,2025-06-19,01:33,169,Manual,2,62,Completed
HP001837,BR000426,C00016,2025-06-10,00:13,139,Manual,1,85,Completed
HP001838,BR003379,C00063,2025-06-23,17:37,240,Manual,3,57,Completed
HP001839,BR001174,C00088,2025-06-05,03:14,221,Manual,1,72,Completed
HP001840,BR004744,C00011,2025-06-14,06:40,84,Manual,3,49,Completed
HP001841,BR002208,C00017,2025-06-23,10:50,111,Manual,6,63,Completed
HP001842,BR004817,C00033,2025-06-19,01:51,174,Manual,0,71,Completed
HP001843,BR005902,C00038,2025-06-09,17:48,222,Manual,2,57,Completed
HP001844,BR001330,C00003,2025-06-19,05:52,130,Manual,0,46,Completed
HP001845,BR003264,C00018,2025-06-07,15:50,124,Manual,3,68,Completed
HP001846,BR005605,C00092,2025-06-04,12:34,228,Manual,0,80,Completed
HP001847,BR000408,C00005,2025-06-07,19:53,217,Manual,2,55,Completed
HP001848,BR004807,C00050,2025-06-08,09:32,52,Manual,2,82,Completed
HP001849,BR004352,C00070,2025-06-17,07:30,181,Manual,0,80,Completed
HP001850,BR001057,C00032,2025-06-15,11:20,103,Manual,2,51,Completed
HP001851,BR000227,C00034,2025-06-11,12:52,47,Manual,1,61,Completed
HP001852,BR003593,C00058,2025-06-22,06:02,189,Manual,0,54,Completed
HP001853,BR002704,C00034,2025-06-16,11:04,39,Manual,0,67,Completed
HP001854,BR003729,C00028,2025-06-11,13:58,154,Manual,1,46,Completed
HP001855,BR005295,C00011,2025-06-18,16:35,150,Manual,3,76,Completed
HP001856,BR001997,C00008,2025-06-12,13:56,131,Manual,2,82,Completed
HP001857,BR002106,C00077,2025-06-26,11:15,189,Manual,2,80,Completed
HP001858,BR001270,C00036,2025-06-22,07:44,58,Manual,3,48,Completed
HP001859,BR000847,C00041,2025-06-13,11:08,135,Manual,0,85,Completed
HP001860,BR004782,C00051,2025-06-07,00:57,135,Manual,2,45,Completed
HP001861,BR000431,C00069,2025-06-07,17:15,183,Manual,1,71,Completed
HP001862,BR003111,C00100,2025-06-24,10:21,232,Manual,1,75,Completed
HP001863,BR001474,C00040,2025-06-19,11:45,85,Manual,2,45,Completed
HP001864,BR001510,C00017,2025-06-02,03:47,180,Manual,1,54,Completed
HP001865,BR001102,C00035,2025-06-17,18:51,148,Manual,3,64,Completed
HP001866,BR003167,C00016,2025-06-22,06:15,136,Manual,0,73,Completed
HP001867,BR002179,C00081,2025-06-14,10:17,104,Manual,3,61,Completed
HP001868,BR000415,C00092,2025-06-14,02:20,243,Manual,1,64,Completed
HP001869,BR000907,C00011,2025-06-17,11:22,207,Manual,1,75,Completed
HP001870,BR003795,C00007,2025-06-29,07:10,175,Manual,1,84,Completed
HP001871,BR000932,C00084,2025-06-03,07:33,216,Manual,1,80,Completed
HP001872,BR001514,C00006,2025-06-13,08:11,128,Manual,2,71,Completed
HP001873,BR005780,C00023,2025-06-21,16:30,81,Manual,3,74,Completed
HP001874,BR000633,C00010,2025-06-08,08:33,160,Manual,0,68,Completed
HP001875,BR003453,C00062,2025-06-20,17:35,224,Manual,3,73,Completed
HP001876,BR004741,C00097,2025-06-19,12:54,91,Manual,0,53,Completed
HP001877,BR003969,C00088,2025-06-07,03:09,83,Manual,3,50,Completed
HP001878,BR000337,C00001,2025-06-08,12:41,247,Manual,2,52,Completed
HP001879,BR002715,C00024,2025-06-09,09:29,281,Manual,1,71,Completed
HP001880,BR002902,C00082,2025-06-24,14:48,57,Manual,0,65,Completed
HP001881,BR004530,C00095,2025-06-15,11:15,90,Manual,3,75,Completed
HP001882,BR004566,C00071,2025-06-28,10:26,157,Manual,1,51,Completed
HP001883,BR002121,C00057,2025-06-23,09:12,104,Manual,3,63,Completed
HP001884,BR002177,C00059,2025-06-29,15:14,148,Manual,1,57,Completed
HP001885,BR002311,C00058,2025-06-02,07:24,156,Manual,7,61,Completed
HP001886,BR005967,C00008,2025-06-24,06:11,101,Manual,0,46,Completed
HP001887,BR003349,C00053,2025-06-05,06:20,71,Manual,4,74,Completed
HP001888,BR005365,C00020,2025-06-21,02:46,66,Manual,2,66,Completed
HP001889,BR003812,C00001,2025-06-29,15:19,151,Manual,0,66,Completed
HP001890,BR002140,C00100,2025-06-02,06:32,48,Manual,2,73,Completed
HP001891,BR002277,C00019,2025-06-24,08:20,100,Manual,0,84,Completed
HP001892,BR002374,C00059,2025-06-11,09:38,132,Manual,1,58,Completed
HP001893,BR004072,C00064,2025-06-28,01:38,54,Manual,0,48,Completed
HP001894,BR001289,C00085,2025-06-24,12:15,65,Manual,0,50,Completed
HP001895,BR000142,C00067,2025-06-14,07:15,236,Manual,2,54,Completed
HP001896,BR001846,C00090,2025-06-24,11:26,200,Manual,4,53,Completed
HP001897,BR003002,C00009,2025-06-03,05:41,106,Manual,1,58,Completed
HP001898,BR005337,C00013,2025-06-26,09:27,86,Manual,1,82,Completed
HP001899,BR003168,C00062,2025-06-07,15:00,55,Manual,5,69,Completed
HP001900,BR005558,C00086,2025-06-30,08:06,225,Manual,1,81,Completed
HP001901,BR003197,C00099,2025-06-04,09:56,72,Manual,0,52,Completed
HP001902,BR000293,C00026,2025-06-20,13:36,254,Manual,2,45,Completed
HP001903,BR003219,C00081,2025-06-19,04:10,296,Manual,1,77,Completed
HP001904,BR005607,C00078,2025-06-29,15:30,62,Manual,1,53,Completed
HP001905,BR003515,C00051,2025-06-23,06:26,71,Manual,5,54,Completed
HP001906,BR000281,C00049,2025-06-16,02:43,180,Manual,0,61,Completed
HP001907,BR001952,C00001,2025-06-30,01:51,67,Manual,0,81,Completed
HP001908,BR002625,C00045,2025-06-11,04:46,124,Manual,2,69,Completed
HP001909,BR002301,C00055,2025-06-21,17:22,238,Manual,1,62,Completed
HP001910,BR000372,C00018,2025-06-23,00:27,110,Manual,1,76,Completed
HP001911,BR005022,C00066,2025-06-10,09:12,62,Manual,3,74,Completed
HP001912,BR004404,C00033,2025-06-05,11:51,164,Manual,0,61,Completed
HP001913,BR003364,C00050,2025-06-10,01:38,78,Manual,1,51,Completed
HP001914,BR002572,C00075,2025-06-24,18:31,226,Manual,3,45,Completed
HP001915,BR002454,C00034,2025-06-10,08:07,77,Manual,2,83,Completed
HP001916,BR004137,C00014,2025-06-08,00:55,45,Manual,2,50,Completed
HP001917,BR004051,C00028,2025-06-21,19:30,164,Manual,1,81,Completed
HP001918,BR001360,C00077,2025-06-07,04:57,228,Manual,3,70,Completed
HP001919,BR005436,C00064,2025-06-22,02:47,136,Manual,1,64,Completed
HP001920,BR001120,C00081,2025-06-30,00:06,231,Manual,2,49,Completed
HP001921,BR004263,C00089,2025-06-09,19:16,61,Manual,2,85,Completed
HP001922,BR000103,C00064,2025-06-12,15:01,190,Manual,1,48,Completed
HP001923,BR001800,C00070,2025-06-30,18:27,285,Manual,4,84,Completed
HP001924,BR002459,C00084,2025-06-02,00:35,202,Manual,1,48,Completed
HP001925,BR005756,C00064,2025-06-16,03:58,177,Manual,2,57,Completed
HP001926,BR004809,C00068,2025-06-10,15:49,158,Manual,2,58,Completed
HP001927,BR001707,C00040,2025-06-15,08:00,244,Manual,2,83,Completed
HP001928,BR001166,C00007,2025-06-21,12:36,107,Manual,3,45,Completed
HP001929,BR005679,C00081,2025-06-19,16:18,150,Manual,3,69,Completed
HP001930,BR003220,C00100,2025-06-29,14:43,152,Manual,4,53,Completed
HP001931,BR003874,C00053,2025-06-23,06:04,46,Manual,2,47,Completed
HP001932,BR001431,C00091,2025-06-26,16:14,121,Manual,1,61,Completed
HP001933,BR002901,C00097,2025-06-30,04:07,102,Manual,2,71,Completed
HP001934,BR003493,C00005,2025-06-08,17:41,60,Manual,1,58,Completed
HP001935,BR005261,C00097,2025-06-28,15:22,96,Manual,0,76,Completed
HP001936,BR004770,C00095,2025-06-21,07:30,76,Manual,2,68,Completed
HP001937,BR003215,C00038,2025-06-20,15:55,136,Manual,1,64,Completed
HP001938,BR000412,C00028,2025-06-30,02:24,94,Manual,3,70,Completed
HP001939,BR000406,C00039,2025-06-22,16:47,256,Manual,1,78,Completed
HP001940,BR000852,C00081,2025-06-01,04:55,153,Manual,1,47,Completed
HP001941,BR003800,C00089,2025-06-19,14:43,225,Manual,0,68,Completed
HP001942,BR000288,C00032,2025-06-03,15:12,238,Manual,1,63,Completed
HP001943,BR000454,C00023,2025-06-30,15:58,230,Manual,2,67,Completed
HP001944,BR004022,C00068,2025-06-29,12:25,158,Manual,1,73,Completed
HP001945,BR004964,C00098,2025-06-20,13:37,71,Manual,0,49,Completed
HP001946,BR000504,C00061,2025-06-09,14:03,66,Manual,4,81,Completed
HP001947,BR003574,C00012,2025-06-19,02:56,146,Manual,2,69,Completed
HP001948,BR001176,C00012,2025-06-13,19:14,80,Manual,2,54,Completed
HP001949,BR000665,C00015,2025-06-05,16:07,229,Manual,2,57,Completed
HP001950,BR000768,C00090,2025-06-07,04:02,327,Manual,3,56,Completed
HP001951,BR000788,C00017,2025-06-18,09:23,87,Manual,6,84,Completed
HP001952,BR000185,C00066,2025-06-27,02:15,266,Manual,2,63,Completed
HP001953,BR002965,C00080,2025-06-11,01:16,51,Manual,2,50,Completed
HP001954,BR004976,C00046,2025-06-26,07:55,96,Manual,3,50,Completed
HP001955,BR002377,C00048,2025-06-03,13:07,130,Manual,2,57,Completed
HP001956,BR003750,C00013,2025-06-02,13:44,216,Manual,2,82,Completed
HP001957,BR000794,C00067,2025-06-01,19:23,194,Manual,2,46,Completed
HP001958,BR001775,C00085,2025-06-02,03:47,194,Manual,1,61,Completed
HP001959,BR000775,C00068,2025-06-26,17:11,158,Manual,1,73,Completed
HP001960,BR003266,C00044,2025-06-11,18:28,150,Manual,2,66,Completed
HP001961,BR000386,C00083,2025-06-02,19:37,65,Manual,4,65,Completed
HP001962,BR003313,C00091,2025-06-09,07:35,281,Manual,4,49,Completed
HP001963,BR003985,C00063,2025-06-11,00:03,119,Manual,1,54,Completed
HP001964,BR000628,C00006,2025-06-23,08:40,127,Manual,4,50,Completed
HP001965,BR005490,C00003,2025-06-17,13:28,213,Manual,1,85,Completed
HP001966,BR004881,C00035,2025-06-20,09:29,68,Manual,1,71,Completed
HP001967,BR002589,C00044,2025-06-13,06:05,161,Manual,3,65,Completed
HP001968,BR001068,C00042,2025-06-08,01:11,121,Manual,2,69,Completed
HP001969,BR001918,C00055,2025-06-27,12:49,113,Manual,1,65,Completed
HP001970,BR001004,C00019,2025-06-28,15:59,149,Manual,2,64,Completed
HP001971,BR002247,C00081,2025-06-14,10:07,69,Manual,2,58,Completed
HP001972,BR001837,C00069,2025-06-28,06:41,109,Manual,2,84,Completed
HP001973,BR004725,C00008,2025-06-21,02:39,236,Manual,1,54,Completed
HP001974,BR005061,C00054,2025-06-22,09:34,169,Manual,2,77,Completed
HP001975,BR000436,C00066,2025-06-24,19:00,159,Manual,2,52,Completed
HP001976,BR005641,C00055,2025-06-19,04:56,58,Manual,1,69,Completed
HP001977,BR005256,C00014,2025-06-11,18:31,138,Manual,1,63,Completed
HP001978,BR003051,C00048,2025-06-25,01:12,182,Manual,1,53,Completed
HP001979,BR001263,C00014,2025-06-24,04:44,74,Manual,3,70,Completed
HP001980,BR003739,C00012,2025-06-05,08:04,143,Manual,1,67,Completed
HP001981,BR002170,C00088,2025-06-01,00:56,174,Manual,1,73,Completed
HP001982,BR003204,C00020,2025-06-19,13:10,144,Manual,1,54,Completed
HP001983,BR002763,C00014,2025-06-09,02:59,152,Manual,3,71,Completed
HP001984,BR001675,C00079,2025-06-21,09:14,175,Manual,0,78,Completed
HP001985,BR000268,C00067,2025-06-18,11:04,216,Manual,1,57,Completed
HP001986,BR000010,C00033,2025-06-24,17:51,182,Manual,1,45,Completed
HP001987,BR002611,C00064,2025-06-22,03:04,96,Manual,2,78,Completed
HP001988,BR000065,C00096,2025-06-27,10:16,118,Manual,1,55,Completed
HP001989,BR001898,C00045,2025-06-14,12:31,307,Manual,1,55,Completed
HP001990,BR004619,C00007,2025-06-18,07:58,87,Manual,1,59,Completed
HP001991,BR002390,C00050,2025-06-15,05:31,76,Manual,3,62,Completed
HP001992,BR005189,C00068,2025-06-25,03:35,196,Manual,1,85,Completed
HP001993,BR000159,C00041,2025-06-07,01:36,208,Manual,2,47,Completed
HP001994,BR004639,C00032,2025-06-10,16:38,106,Manual,1,56,Completed
HP001995,BR002893,C00098,2025-06-26,12:23,102,Manual,3,72,Completed
HP001996,BR004603,C00019,2025-06-10,10:09,213,Manual,1,65,Completed
HP001997,BR002313,C00068,2025-06-08,02:06,170,Manual,4,56,Completed
HP001998,BR001127,C00004,2025-06-19,00:59,100,Manual,2,45,Completed
HP001999,BR001492,C00087,2025-06-07,07:05,96,Manual,2,73,Completed
HP002000,BR003807,C00100,2025-06-07,12:09,54,Manual,0,77,Completed
HP002001,BR000609,C00080,2025-06-01,06:18,198,Manual,1,74,Completed
HP002002,BR005824,C00038,2025-06-04,13:47,142,Manual,2,58,Completed
HP002003,BR004563,C00100,2025-06-27,06:29,158,Manual,1,78,Completed
HP002004,BR005913,C00081,2025-06-29,09:37,132,Manual,0,57,Completed
HP002005,BR003177,C00052,2025-06-11,00:57,127,Manual,1,60,Completed
HP002006,BR003644,C00017,2025-06-26,05:35,101,Manual,0,82,Completed
HP002007,BR005453,C00037,2025-06-19,17:13,144,Manual,1,79,Completed
HP002008,BR005706,C00072,2025-06-02,09:20,143,Manual,0,78,Completed
HP002009,BR005252,C00033,2025-06-25,01:46,44,Manual,3,83,Completed
HP002010,BR004730,C00003,2025-06-02,04:32,137,Manual,2,76,Completed
HP002011,BR001796,C00024,2025-06-04,19:15,191,Manual,3,80,Completed
HP002012,BR005977,C00035,2025-06-19,03:18,163,Manual,3,83,Completed
HP002013,BR005264,C00092,2025-06-11,03:45,165,Manual,1,45,Completed
HP002014,BR003471,C00013,2025-06-29,10:11,188,Manual,5,73,Completed
HP002015,BR000028,C00041,2025-06-09,15:55,226,Manual,2,56,Completed
HP002016,BR002415,C00064,2025-06-04,03:07,155,Manual,0,68,Completed
HP002017,BR000097,C00007,2025-06-07,07:15,115,Manual,1,78,Completed
HP002018,BR001959,C00016,2025-06-22,08:16,217,Manual,0,49,Completed
HP002019,BR003869,C00038,2025-06-03,17:09,130,Manual,2,78,Completed
HP002020,BR001758,C00027,2025-06-27,03:05,220,Manual,1,46,Completed
HP002021,BR002842,C00094,2025-06-19,01:57,202,Manual,0,67,Completed
HP002022,BR000808,C00048,2025-06-29,19:04,47,Manual,1,58,Completed
HP002023,BR001622,C00007,2025-06-07,02:27,145,Manual,1,68,Completed
HP002024,BR002193,C00087,2025-06-15,05:42,199,Manual,3,61,Completed
HP002025,BR005392,C00030,2025-06-02,16:23,37,Manual,1,61,Completed
HP002026,BR000253,C00063,2025-06-04,06:39,298,Manual,1,61,Completed
HP002027,BR003447,C00047,2025-06-09,14:54,128,Manual,1,72,Completed
HP002028,BR002669,C00027,2025-06-24,08:06,166,Manual,2,49,Completed
HP002029,BR003715,C00016,2025-06-17,16:04,220,Manual,0,70,Completed
HP002030,BR004354,C00006,2025-06-24,15:17,82,Manual,0,78,Completed
HP002031,BR005822,C00030,2025-06-07,12:20,120,Manual,0,46,Completed
HP002032,BR004550,C00016,2025-06-12,17:35,134,Manual,3,72,Completed
HP002033,BR002413,C00027,2025-06-13,06:32,199,Manual,1,83,Completed
HP002034,BR000773,C00039,2025-06-16,02:08,108,Manual,1,80,Completed
HP002035,BR004266,C00030,2025-06-11,02:19,86,Manual,2,75,Completed
HP002036,BR002212,C00074,2025-06-26,15:31,177,Manual,2,66,Completed
HP002037,BR005177,C00038,2025-06-24,15:45,124,Manual,2,79,Completed
HP002038,BR004635,C00088,2025-06-03,18:59,222,Manual,1,46,Completed
HP002039,BR004980,C00092,2025-06-19,09:52,138,Manual,2,51,Completed
HP002040,BR000736,C00093,2025-06-29,08:19,176,Manual,1,83,Completed
HP002041,BR003331,C00023,2025-06-29,08:11,175,Manual,2,65,Completed
HP002042,BR002129,C00009,2025-06-13,04:46,120,Manual,0,74,Completed
HP002043,BR004040,C00035,2025-06-03,07:20,223,Manual,2,85,Completed
HP002044,BR005474,C00007,2025-06-27,10:07,79,Manual,3,69,Completed
HP002045,BR004660,C00031,2025-06-03,01:02,91,Manual,0,75,Completed
HP002046,BR005808,C00068,2025-06-11,07:52,215,Manual,2,64,Completed
HP002047,BR000777,C00013,2025-06-29,09:16,55,Manual,1,77,Completed
HP002048,BR005836,C00061,2025-06-13,18:33,109,Manual,1,59,Completed
HP002049,BR004749,C00045,2025-06-28,16:38,162,Manual,1,64,Completed
HP002050,BR004117,C00086,2025-06-19,02:22,237,Manual,2,72,Completed
HP002051,BR002056,C00009,2025-06-01,07:00,49,Manual,0,68,Completed
HP002052,BR001278,C00067,2025-06-14,18:46,85,Manual,3,85,Completed
HP002053,BR001704,C00086,2025-06-26,08:46,93,Manual,3,45,Completed
HP002054,BR004665,C00005,2025-06-19,00:52,169,Manual,1,71,Completed
HP002055,BR003253,C00052,2025-06-24,03:57,90,Manual,3,78,Completed
HP002056,BR003049,C00035,2025-06-22,10:11,79,Manual,1,46,Completed
HP002057,BR000238,C00027,2025-06-02,06:47,175,Manual,3,69,Completed
HP002058,BR000342,C00002,2025-06-09,02:10,125,Manual,2,51,Completed
HP002059,BR002660,C00061,2025-06-04,16:25,126,Manual,0,81,Completed
HP002060,BR005366,C00055,2025-06-05,14:47,131,Manual,2,50,Completed
HP002061,BR004372,C00032,2025-06-20,18:10,44,Manual,1,70,Completed
HP002062,BR001353,C00020,2025-06-23,01:54,240,Manual,2,74,Completed
HP002063,BR004314,C00018,2025-06-06,03:29,108,Manual,2,71,Completed
HP002064,BR002927,C00008,2025-06-30,06:34,254,Manual,6,56,Completed
HP002065,BR004102,C00067,2025-06-23,17:21,176,Manual,2,56,Completed
HP002066,BR003540,C00066,2025-06-24,03:29,133,Manual,2,77,Completed
HP002067,BR005281,C00052,2025-06-29,19:39,82,Manual,2,59,Completed
HP002068,BR003356,C00011,2025-06-04,08:16,129,Manual,4,72,Completed
HP002069,BR002973,C00051,2025-06-22,08:32,77,Manual,0,55,Completed
HP002070,BR000063,C00065,2025-06-18,09:21,75,Manual,2,80,Completed
HP002071,BR002372,C00035,2025-06-02,12:19,166,Manual,1,73,Completed
HP002072,BR000351,C00015,2025-06-20,09:22,189,Manual,2,51,Completed
HP002073,BR005976,C00008,2025-06-13,18:01,45,Manual,0,55,Completed
HP002074,BR003557,C00010,2025-06-30,08:28,68,Manual,1,84,Completed
HP002075,BR004056,C00045,2025-06-08,10:02,288,Manual,2,45,Completed
HP002076,BR001254,C00018,2025-06-08,17:16,184,Manual,2,76,Completed
HP002077,BR002949,C00011,2025-06-18,07:26,181,Manual,2,62,Completed
HP002078,BR003423,C00069,2025-06-30,01:48,97,Manual,2,51,Completed
HP002079,BR002770,C00092,2025-06-07,02:12,96,Manual,3,76,Completed
HP002080,BR003642,C00018,2025-06-22,11:40,167,Manual,0,56,Completed
HP002081,BR005188,C00076,2025-06-06,09:00,149,Manual,4,56,Completed
HP002082,BR002359,C00085,2025-06-19,11:02,68,Manual,0,76,Completed
HP002083,BR000867,C00022,2025-06-15,01:12,201,Manual,1,67,Completed
HP002084,BR002958,C00036,2025-06-22,18:26,125,Manual,3,83,Completed
HP002085,BR005594,C00098,2025-06-04,17:41,197,Manual,3,67,Completed
HP002086,BR002197,C00083,2025-06-19,06:30,186,Manual,1,61,Completed
HP002087,BR000403,C00054,2025-06-04,15:53,151,Manual,1,58,Completed
HP002088,BR005129,C00072,2025-06-21,16:17,118,Manual,2,82,Completed
HP002089,BR004477,C00058,2025-06-02,06:23,104,Manual,5,75,Completed
HP002090,BR000710,C00044,2025-06-29,05:52,53,Manual,0,81,Completed
HP002091,BR001488,C00018,2025-06-13,09:33,95,Manual,3,70,Completed
HP002092,BR005507,C00007,2025-06-28,06:42,67,Manual,2,70,Completed
HP002093,BR004535,C00050,2025-06-01,07:11,128,Manual,3,79,Completed
HP002094,BR000317,C00037,2025-06-21,08:02,173,Manual,1,78,Completed
HP002095,BR000110,C00008,2025-06-10,16:10,73,Manual,1,48,Completed
HP002096,BR003279,C00024,2025-06-13,19:17,111,Manual,1,74,Completed
HP002097,BR005071,C00059,2025-06-07,04:16,207,Manual,2,71,Completed
HP002098,BR004351,C00012,2025-06-27,16:46,171,Manual,2,81,Completed
HP002099,BR002398,C00074,2025-06-21,14:36,168,Manual,2,52,Completed
HP002100,BR003606,C00091,2025-06-04,01:18,55,Manual,1,68,Completed
HP002101,BR005277,C00021,2025-06-02,06:57,77,Manual,1,60,Completed
HP002102,BR002502,C00012,2025-06-11,16:14,216,Manual,3,71,Completed
HP002103,BR003194,C00091,2025-06-26,10:05,164,Manual,2,69,Completed
HP002104,BR000417,C00003,2025-06-26,00:48,122,Manual,3,67,Completed
HP002105,BR002537,C00067,2025-06-09,09:41,169,Manual,1,73,Completed
HP002106,BR004361,C00026,2025-06-04,15:41,106,Manual,1,69,Completed
HP002107,BR005459,C00078,2025-06-23,09:11,99,Manual,1,62,Completed
HP002108,BR000048,C00039,2025-06-19,09:50,255,Manual,2,62,Completed
HP002109,BR003829,C00003,2025-06-13,17:07,204,Manual,0,45,Completed
HP002110,BR000327,C00039,2025-06-20,10:04,171,Manual,0,66,Completed
HP002111,BR001769,C00083,2025-06-25,14:33,97,Manual,1,72,Completed
HP002112,BR004425,C00082,2025-06-11,12:42,191,Manual,1,69,Completed
HP002113,BR004206,C00095,2025-06-24,12:06,208,Manual,2,82,Completed
HP002114,BR004512,C00047,2025-06-30,08:46,245,Manual,3,82,Completed
HP002115,BR003732,C00037,2025-06-03,01:00,69,Manual,1,79,Completed
HP002116,BR003665,C00061,2025-06-06,12:36,218,Manual,3,58,Completed
HP002117,BR004956,C00054,2025-06-11,19:04,175,Manual,1,60,Completed
HP002118,BR002519,C00075,2025-06-28,06:40,219,Manual,0,66,Completed
HP002119,BR004627,C00011,2025-06-29,01:30,142,Manual,1,69,Completed
HP002120,BR004851,C00018,2025-06-03,13:24,91,Manual,1,52,Completed
HP002121,BR005383,C00033,2025-06-18,02:51,75,Manual,1,78,Completed
HP002122,BR001244,C00041,2025-06-09,16:30,103,Manual,4,82,Completed
HP002123,BR004869,C00066,2025-06-16,14:43,103,Manual,4,79,Completed
HP002124,BR004618,C00096,2025-06-10,06:35,160,Manual,2,45,Completed
HP002125,BR001348,C00012,2025-06-13,16:05,62,Manual,3,64,Completed
HP002126,BR005414,C00034,2025-06-28,15:07,116,Manual,1,82,Completed
HP002127,BR000374,C00071,2025-06-21,05:55,75,Manual,2,61,Completed
HP002128,BR005128,C00084,2025-06-08,19:01,64,Manual,1,67,Completed
HP002129,BR004728,C00050,2025-06-27,06:04,117,Manual,2,50,Completed
HP002130,BR004377,C00086,2025-06-29,16:47,34,Manual,2,48,Completed
HP002131,BR000781,C00080,2025-06-24,19:27,309,Manual,0,58,Completed
HP002132,BR003196,C00031,2025-06-23,05:27,155,Manual,2,59,Completed
HP002133,BR001448,C00083,2025-06-18,17:43,142,Manual,1,64,Completed
HP002134,BR003691,C00058,2025-06-29,05:41,63,Manual,1,67,Completed
HP002135,BR002353,C00014,2025-06-06,17:59,170,Manual,0,50,Completed
HP002136,BR004218,C00027,2025-06-05,16:09,144,Manual,2,70,Completed
HP002137,BR000889,C00068,2025-06-30,09:33,40,Manual,2,54,Completed
HP002138,BR002749,C00063,2025-06-13,13:22,93,Manual,3,74,Completed
HP002139,BR001817,C00032,2025-06-01,18:07,231,Manual,3,82,Completed
HP002140,BR001812,C00070,2025-06-20,09:19,266,Manual,2,79,Completed
HP002141,BR001276,C00048,2025-06-02,03:49,151,Manual,1,75,Completed
HP002142,BR002903,C00095,2025-06-05,15:37,131,Manual,3,53,Completed
HP002143,BR004580,C00008,2025-06-24,00:39,232,Manual,2,59,Completed
HP002144,BR001928,C00051,2025-06-07,03:14,61,Manual,1,70,Completed
HP002145,BR000433,C00028,2025-06-13,11:38,206,Manual,1,49,Completed
HP002146,BR001493,C00045,2025-06-19,04:12,242,Manual,3,60,Completed
HP002147,BR005616,C00080,2025-06-01,06:24,62,Manual,0,72,Completed
HP002148,BR002883,C00042,2025-06-22,02:10,119,Manual,0,81,Completed
HP002149,BR001352,C00097,2025-06-23,08:52,277,Manual,3,76,Completed
HP002150,BR003141,C00092,2025-06-04,15:01,81,Manual,3,83,Completed
