task_id,asset_id,asset_type,corridor_id,location_km,equipment_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,power_isolation_required,possession_required,status
TDMS002288,AST010631,Section Insulator,C00061,41.8,Section Insulator,Section insulator wear,Medium,2,2,2,2025-06-07,2025-06-20,0,168,4,Preventive,Yes,Yes,Completed
TDMS002289,AST010410,Section Insulator,C00035,58.7,Section Insulator,Section insulator wear,Medium,3,3,3,2025-05-31,2025-06-20,11,135,3,Preventive,Yes,Yes,Open
TDMS002290,AST011846,Transformer,C00041,3.6,Traction Transformer,Transformer inspection,Critical,4,5,4,2025-05-28,2025-05-31,31,234,4,Inspection,Yes,Yes,In Progress
TDMS002291,AST008758,Section Insulator,C00097,8.4,Section Insulator,Section insulator wear,Medium,4,2,1,2025-04-13,2025-05-02,60,55,2,Preventive,No,Yes,Deferred
TDMS002292,AST010250,Insulator,C00003,57.9,Insulator,Insulator defect,Medium,3,2,1,2025-06-19,2025-07-07,0,106,2,Preventive,Yes,Yes,Completed
TDMS002293,AST010505,Section Insulator,C00035,83.6,Section Insulator,Section insulator wear,Low,2,3,2,2025-06-01,2025-07-04,0,129,1,Preventive,No,Yes,Deferred
TDMS002294,AST008774,Feeder,C00082,121.6,Feeder Line,Feeder fault,High,3,4,3,2025-06-26,2025-07-08,0,167,3,Corrective,No,Yes,Open
TDMS002295,AST010339,Transformer,C00062,36.8,Traction Transformer,Transformer inspection,Low,3,4,2,2025-04-13,2025-05-20,0,266,3,Inspection,Yes,No,Completed
TDMS002296,AST009346,Pantograph Interaction Zone,C00038,101.1,Pantograph Interaction Zone,OHE wear,Low,2,3,2,2025-06-21,2025-08-05,0,190,2,Preventive,Yes,Yes,Completed
TDMS002297,AST010750,Jumper,C00022,24.4,Jumper Wire,Loose jumper,High,3,4,3,2025-06-28,2025-07-09,0,135,3,Corrective,Yes,Yes,In Progress
TDMS002298,AST011761,Pantograph Interaction Zone,C00033,82.6,Pantograph Interaction Zone,OHE wear,Medium,3,4,3,2025-06-22,2025-07-16,0,210,5,Preventive,Yes,Yes,Deferred
TDMS002299,AST008933,Transformer,C00063,11.1,Traction Transformer,Transformer inspection,Medium,4,3,2,2025-05-28,2025-06-18,13,110,2,Inspection,Yes,Yes,Scheduled
TDMS002300,AST011551,Pantograph Interaction Zone,C00048,74.8,Pantograph Interaction Zone,OHE wear,Medium,3,3,1,2025-06-08,2025-07-01,0,134,3,Preventive,Yes,Yes,In Progress
TDMS002301,AST011692,Catenary,C00065,16.1,Catenary Wire,Catenary sag,Low,1,2,1,2025-04-06,2025-05-26,36,217,6,Preventive,Yes,Yes,Scheduled
TDMS002302,AST009347,Mast,C00098,2.4,OHE Mast,Mast defect,Medium,2,3,1,2025-06-20,2025-07-06,0,68,3,Preventive,No,Yes,Scheduled
TDMS002303,AST009786,Transformer,C00011,202.4,Traction Transformer,Transformer inspection,Low,2,1,2,2025-04-04,2025-05-08,54,262,5,Inspection,Yes,Yes,Open
TDMS002304,AST009390,Pantograph Interaction Zone,C00030,46.9,Pantograph Interaction Zone,OHE wear,Medium,2,3,2,2025-04-18,2025-05-09,53,128,3,Preventive,Yes,Yes,Scheduled
TDMS002305,AST009118,Transformer,C00093,7.9,Traction Transformer,Transformer inspection,Medium,3,2,2,2025-03-21,2025-04-06,86,258,6,Inspection,Yes,Yes,In Progress
TDMS002306,AST010924,Section Insulator,C00006,4.0,Section Insulator,Section insulator wear,Critical,3,5,4,2025-05-21,2025-05-22,40,179,4,Corrective,Yes,No,Open
TDMS002307,AST008826,Catenary,C00072,59.1,Catenary Wire,Catenary sag,Critical,3,4,4,2025-05-30,2025-06-03,28,249,4,Corrective,Yes,Yes,In Progress
TDMS002308,AST010005,Transformer,C00057,35.8,Traction Transformer,Transformer inspection,Low,2,1,1,2025-04-19,2025-06-01,30,184,4,Inspection,Yes,Yes,Open
TDMS002309,AST010839,Feeder,C00054,10.4,Feeder Line,Feeder fault,Medium,1,2,2,2025-06-18,2025-07-15,0,134,5,Preventive,Yes,Yes,Open
TDMS002310,AST011329,Insulator,C00065,44.8,Insulator,Insulator defect,Medium,1,3,1,2025-05-06,2025-06-01,30,69,2,Preventive,Yes,No,In Progress
TDMS002311,AST011521,Jumper,C00062,44.2,Jumper Wire,Loose jumper,Low,2,1,3,2025-06-30,2025-08-02,0,69,4,Preventive,Yes,Yes,Scheduled
TDMS002312,AST011848,Catenary,C00070,14.8,Catenary Wire,Catenary sag,Low,2,1,2,2025-03-31,2025-05-02,60,226,3,Preventive,No,Yes,Scheduled
TDMS002313,AST011927,Feeder,C00016,62.3,Feeder Line,Feeder fault,Medium,4,4,2,2025-06-29,2025-07-16,0,147,5,Preventive,Yes,Yes,Scheduled
TDMS002314,AST011735,Catenary,C00052,154.6,Catenary Wire,Catenary sag,Low,2,2,1,2025-06-24,2025-08-03,0,183,4,Preventive,Yes,Yes,Completed
TDMS002315,AST008908,OHE,C00095,45.1,Overhead Equipment,Preventive OHE maintenance,Medium,2,3,3,2025-06-26,2025-07-21,0,136,4,Preventive,Yes,No,Scheduled
TDMS002316,AST010644,OHE,C00092,58.0,Overhead Equipment,Preventive OHE maintenance,Low,2,1,2,2025-06-28,2025-08-06,0,86,4,Preventive,Yes,Yes,In Progress
TDMS002317,AST011355,Catenary,C00018,86.9,Catenary Wire,Catenary sag,Low,1,2,2,2025-06-18,2025-08-03,0,197,4,Preventive,Yes,Yes,Open
TDMS002318,AST009734,Catenary,C00003,80.4,Catenary Wire,Catenary sag,Low,4,2,2,2025-03-04,2025-04-20,0,117,3,Preventive,Yes,No,Completed
TDMS002319,AST011937,Feeder,C00017,0.9,Feeder Line,Feeder fault,Medium,3,2,3,2025-05-28,2025-06-21,10,119,3,Preventive,Yes,Yes,Scheduled
TDMS002320,AST009421,Mast,C00067,65.5,OHE Mast,Mast defect,Medium,3,2,1,2025-06-23,2025-07-13,0,55,1,Preventive,No,Yes,Open
TDMS002321,AST010067,Mast,C00020,16.5,OHE Mast,Mast defect,Medium,3,4,2,2025-06-30,2025-07-22,0,168,2,Preventive,No,Yes,Completed
TDMS002322,AST009983,Section Insulator,C00017,4.5,Section Insulator,Section insulator wear,High,2,3,2,2025-06-30,2025-07-11,0,161,3,Corrective,Yes,No,Scheduled
TDMS002323,AST011169,Feeder,C00093,71.9,Feeder Line,Feeder fault,High,3,3,3,2025-03-07,2025-03-16,107,131,1,Corrective,Yes,Yes,Open
TDMS002324,AST009977,Insulator,C00047,56.9,Insulator,Insulator defect,Medium,2,4,2,2025-06-24,2025-07-13,0,104,5,Preventive,Yes,No,Completed
TDMS002325,AST009277,Pantograph Interaction Zone,C00074,9.5,Pantograph Interaction Zone,OHE wear,Low,4,1,2,2025-06-19,2025-08-06,0,162,4,Preventive,Yes,Yes,Open
TDMS002326,AST010617,Section Insulator,C00030,6.3,Section Insulator,Section insulator wear,High,3,3,1,2025-06-25,2025-07-04,0,55,2,Corrective,Yes,Yes,In Progress
TDMS002327,AST009764,Pantograph Interaction Zone,C00001,439.6,Pantograph Interaction Zone,OHE wear,High,2,4,4,2025-04-23,2025-05-01,61,143,3,Corrective,Yes,Yes,Open
TDMS002328,AST010443,Jumper,C00013,86.3,Jumper Wire,Loose jumper,High,4,3,3,2025-06-21,2025-07-01,0,44,3,Corrective,Yes,Yes,Completed
TDMS002329,AST010382,Transformer,C00100,8.7,Traction Transformer,Transformer inspection,High,5,4,2,2025-05-17,2025-05-28,34,228,2,Inspection,Yes,No,Scheduled
TDMS002330,AST011935,Feeder,C00043,10.5,Feeder Line,Feeder fault,Critical,4,5,3,2025-06-17,2025-06-22,0,177,5,Corrective,Yes,Yes,Completed
TDMS002331,AST009312,Insulator,C00040,77.7,Insulator,Insulator defect,Medium,3,2,3,2025-05-31,2025-06-20,0,139,3,Preventive,Yes,Yes,Completed
TDMS002332,AST011623,Catenary,C00018,89.5,Catenary Wire,Catenary sag,Critical,5,5,2,2025-06-30,2025-07-04,0,256,4,Corrective,Yes,Yes,Completed
TDMS002333,AST009227,OHE,C00014,30.5,Overhead Equipment,OHE wear,Low,2,2,2,2025-03-29,2025-05-10,52,204,3,Preventive,Yes,Yes,Open
TDMS002334,AST011708,OHE,C00022,120.2,Overhead Equipment,OHE wear,High,2,3,4,2025-06-28,2025-07-07,0,172,5,Corrective,Yes,Yes,Deferred
TDMS002335,AST008778,Transformer,C00048,75.0,Traction Transformer,Transformer inspection,High,4,4,3,2025-05-21,2025-05-30,32,261,5,Inspection,Yes,Yes,Open
TDMS002336,AST011559,Catenary,C00097,17.2,Catenary Wire,Catenary sag,Low,2,1,1,2025-06-21,2025-08-01,0,172,3,Preventive,Yes,Yes,Open
TDMS002337,AST008868,Pantograph Interaction Zone,C00100,5.3,Pantograph Interaction Zone,OHE wear,Medium,3,4,2,2025-05-18,2025-06-08,0,100,5,Preventive,No,Yes,Completed
TDMS002338,AST008997,Transformer,C00086,53.5,Traction Transformer,Transformer inspection,Medium,2,2,2,2025-06-20,2025-07-06,0,211,5,Inspection,Yes,Yes,Open
TDMS002339,AST011114,Catenary,C00054,23.8,Catenary Wire,Catenary sag,Critical,3,4,4,2025-05-07,2025-05-10,0,241,2,Corrective,Yes,Yes,Completed
TDMS002340,AST009929,Transformer,C00025,58.4,Traction Transformer,Transformer inspection,Low,4,3,2,2025-04-28,2025-06-11,20,246,4,Inspection,Yes,Yes,Open
TDMS002341,AST008704,Insulator,C00042,5.0,Insulator,Insulator defect,High,2,3,3,2025-03-26,2025-04-05,87,85,1,Corrective,Yes,Yes,Deferred
TDMS002342,AST009525,Section Insulator,C00037,35.4,Section Insulator,Section insulator wear,High,5,3,2,2025-06-17,2025-06-28,0,137,2,Corrective,Yes,Yes,Completed
TDMS002343,AST011877,Transformer,C00043,12.5,Traction Transformer,Transformer inspection,Medium,3,3,2,2025-06-10,2025-07-08,0,184,4,Inspection,Yes,Yes,Deferred
TDMS002344,AST011872,Section Insulator,C00085,231.9,Section Insulator,Section insulator wear,Medium,3,3,2,2025-05-29,2025-06-15,16,146,2,Preventive,Yes,Yes,Open
TDMS002345,AST009372,Catenary,C00091,111.5,Catenary Wire,Catenary sag,Medium,3,4,2,2025-06-19,2025-07-15,0,216,4,Preventive,Yes,Yes,Open
TDMS002346,AST010796,Mast,C00028,27.1,OHE Mast,Mast defect,Low,4,1,1,2025-05-03,2025-06-17,14,140,3,Preventive,No,Yes,Scheduled
TDMS002347,AST010986,Mast,C00019,54.4,OHE Mast,Mast defect,Critical,4,5,4,2025-06-16,2025-06-20,11,134,4,Corrective,No,Yes,Open
TDMS002348,AST010030,Section Insulator,C00040,105.6,Section Insulator,Section insulator wear,Medium,2,3,3,2025-04-29,2025-05-23,39,110,3,Preventive,Yes,Yes,Scheduled
TDMS002349,AST009692,Jumper,C00093,27.0,Jumper Wire,Loose jumper,High,4,3,2,2025-04-30,2025-05-06,56,93,2,Corrective,Yes,Yes,Open
TDMS002350,AST011294,Mast,C00071,14.0,OHE Mast,Mast defect,Medium,4,3,2,2025-05-29,2025-06-19,12,167,3,Preventive,No,Yes,Deferred
TDMS002351,AST009202,Transformer,C00040,13.5,Traction Transformer,Transformer inspection,Low,1,2,2,2025-05-17,2025-06-24,0,228,5,Inspection,Yes,Yes,Completed
TDMS002352,AST010947,Transformer,C00059,190.1,Traction Transformer,Transformer inspection,Medium,4,3,3,2025-05-24,2025-06-10,21,216,5,Inspection,No,Yes,Scheduled
TDMS002353,AST011633,OHE,C00066,22.2,Overhead Equipment,Preventive OHE maintenance,Low,2,2,1,2025-06-09,2025-07-18,0,145,6,Preventive,Yes,Yes,Scheduled
TDMS002354,AST010537,Mast,C00098,1.4,OHE Mast,Mast defect,Critical,5,4,4,2025-06-27,2025-06-30,1,171,2,Corrective,No,Yes,Scheduled
TDMS002355,AST009059,Mast,C00072,2.9,OHE Mast,Mast defect,High,3,5,2,2025-06-12,2025-06-26,5,132,2,Corrective,No,Yes,Scheduled
TDMS002356,AST010150,Insulator,C00037,58.0,Insulator,Insulator defect,Low,3,1,2,2025-06-22,2025-08-10,0,147,4,Preventive,Yes,Yes,Open
TDMS002357,AST011788,Transformer,C00094,171.3,Traction Transformer,Transformer inspection,Medium,2,2,1,2025-06-18,2025-07-06,0,179,4,Inspection,Yes,No,In Progress
TDMS002358,AST010923,Feeder,C00095,12.7,Feeder Line,Feeder fault,Critical,5,5,4,2025-06-28,2025-07-01,0,260,4,Corrective,Yes,Yes,Open
TDMS002359,AST010096,Transformer,C00032,1.6,Traction Transformer,Transformer inspection,Critical,4,5,2,2025-05-29,2025-05-31,31,279,3,Inspection,Yes,Yes,Open
TDMS002360,AST010139,Catenary,C00091,13.8,Catenary Wire,Catenary sag,Low,3,2,1,2025-06-24,2025-08-07,0,197,2,Preventive,No,Yes,Scheduled
TDMS002361,AST010970,Transformer,C00050,46.9,Traction Transformer,Transformer inspection,High,4,3,3,2025-06-23,2025-07-02,0,239,3,Inspection,Yes,Yes,Open
TDMS002362,AST009833,OHE,C00038,39.5,Overhead Equipment,Preventive OHE maintenance,High,4,4,3,2025-06-16,2025-06-25,6,107,4,Preventive,Yes,No,Deferred
TDMS002363,AST009996,Mast,C00020,9.4,OHE Mast,Mast defect,Medium,3,2,1,2025-05-18,2025-06-04,27,175,4,Preventive,No,Yes,In Progress
TDMS002364,AST010132,Pantograph Interaction Zone,C00080,10.9,Pantograph Interaction Zone,OHE wear,Medium,1,3,3,2025-05-17,2025-06-07,24,156,3,Preventive,Yes,Yes,In Progress
TDMS002365,AST009693,Jumper,C00100,6.0,Jumper Wire,Loose jumper,Medium,2,3,2,2025-05-19,2025-06-09,22,94,2,Preventive,Yes,Yes,In Progress
TDMS002366,AST008675,OHE,C00019,94.2,Overhead Equipment,OHE wear,Low,2,1,1,2025-06-18,2025-07-24,0,134,5,Preventive,No,Yes,Deferred
TDMS002367,AST010741,OHE,C00004,60.3,Overhead Equipment,OHE wear,High,3,3,3,2025-06-02,2025-06-10,21,167,2,Corrective,Yes,Yes,Scheduled
TDMS002368,AST008992,OHE,C00077,28.3,Overhead Equipment,OHE wear,Low,3,2,1,2025-05-17,2025-06-24,7,159,2,Preventive,Yes,Yes,Open
TDMS002369,AST009627,Catenary,C00075,70.4,Catenary Wire,Catenary sag,Medium,2,2,2,2025-03-21,2025-04-07,85,218,4,Preventive,No,Yes,Open
TDMS002370,AST011455,Insulator,C00033,5.2,Insulator,Insulator defect,High,4,3,3,2025-06-22,2025-06-28,3,89,3,Corrective,Yes,Yes,Deferred
TDMS002371,AST010761,Transformer,C00082,38.5,Traction Transformer,Transformer inspection,High,4,4,1,2025-06-29,2025-07-07,0,242,2,Inspection,Yes,Yes,Completed
TDMS002372,AST008670,Pantograph Interaction Zone,C00064,110.9,Pantograph Interaction Zone,OHE wear,Low,3,1,2,2025-06-22,2025-08-02,0,179,4,Preventive,Yes,Yes,Scheduled
TDMS002373,AST011139,Transformer,C00009,25.5,Traction Transformer,Transformer inspection,Critical,4,4,2,2025-06-11,2025-06-13,18,283,3,Inspection,Yes,Yes,In Progress
TDMS002374,AST010744,Catenary,C00066,44.6,Catenary Wire,Catenary sag,Medium,3,3,2,2025-05-16,2025-06-07,0,158,3,Preventive,No,Yes,Completed
TDMS002375,AST011566,Mast,C00082,121.4,OHE Mast,Mast defect,High,3,3,3,2025-06-12,2025-06-22,9,206,5,Corrective,No,Yes,Scheduled
TDMS002376,AST008669,Jumper,C00035,86.3,Jumper Wire,Loose jumper,Critical,4,4,5,2025-04-17,2025-04-21,71,99,3,Corrective,Yes,Yes,Open
TDMS002377,AST010154,Feeder,C00098,2.4,Feeder Line,Feeder fault,Low,3,1,3,2025-05-24,2025-07-03,0,152,2,Preventive,Yes,Yes,Open
TDMS002378,AST010661,Feeder,C00036,3.3,Feeder Line,Feeder fault,High,4,3,3,2025-06-26,2025-07-04,0,127,1,Corrective,Yes,Yes,In Progress
TDMS002379,AST011927,Feeder,C00016,62.3,Feeder Line,Feeder fault,Medium,3,3,2,2025-06-27,2025-07-15,0,105,1,Preventive,Yes,Yes,Completed
TDMS002380,AST008939,Feeder,C00007,40.9,Feeder Line,Feeder fault,Medium,2,4,2,2025-04-02,2025-04-20,72,102,3,Preventive,Yes,Yes,Open
TDMS002381,AST011530,Insulator,C00090,65.2,Insulator,Insulator defect,High,5,3,4,2025-06-29,2025-07-08,0,51,2,Corrective,Yes,Yes,Completed
TDMS002382,AST008870,OHE,C00061,50.2,Overhead Equipment,Preventive OHE maintenance,High,2,4,3,2025-06-19,2025-06-28,0,123,3,Preventive,Yes,Yes,Completed
TDMS002383,AST011472,Feeder,C00060,16.2,Feeder Line,Feeder fault,Medium,3,3,2,2025-06-07,2025-06-22,9,136,2,Preventive,Yes,Yes,Deferred
TDMS002384,AST010458,Insulator,C00043,10.4,Insulator,Insulator defect,Critical,2,4,3,2025-06-17,2025-06-20,0,198,4,Corrective,Yes,Yes,Completed
TDMS002385,AST010663,Feeder,C00090,50.0,Feeder Line,Feeder fault,Medium,2,3,2,2025-04-04,2025-04-19,0,119,3,Preventive,Yes,Yes,Completed
TDMS002386,AST011074,OHE,C00040,82.3,Overhead Equipment,OHE wear,High,5,4,4,2025-03-14,2025-03-27,96,219,4,Corrective,Yes,Yes,In Progress
TDMS002387,AST011674,Mast,C00032,23.7,OHE Mast,Mast defect,Medium,4,2,2,2025-06-07,2025-07-03,0,146,4,Preventive,No,Yes,In Progress
TDMS002388,AST008823,Jumper,C00019,86.7,Jumper Wire,Loose jumper,High,3,5,2,2025-06-09,2025-06-20,11,117,4,Corrective,Yes,Yes,Scheduled
TDMS002389,AST009765,OHE,C00087,105.2,Overhead Equipment,OHE wear,Critical,3,4,3,2025-06-10,2025-06-13,18,166,4,Corrective,Yes,No,Open
TDMS002390,AST010804,OHE,C00011,289.5,Overhead Equipment,OHE wear,Medium,4,2,3,2025-04-06,2025-04-25,67,135,3,Preventive,Yes,Yes,Open
TDMS002391,AST008797,OHE,C00001,214.0,Overhead Equipment,OHE wear,Medium,4,2,1,2025-06-24,2025-07-06,0,241,3,Preventive,No,Yes,Open
TDMS002392,AST009648,Jumper,C00029,27.6,Jumper Wire,Loose jumper,Medium,2,1,3,2025-04-15,2025-05-09,53,91,2,Preventive,Yes,Yes,Open
TDMS002393,AST008912,Transformer,C00051,10.9,Traction Transformer,Transformer inspection,Low,3,3,1,2025-06-17,2025-07-26,0,279,6,Inspection,Yes,Yes,Open
TDMS002394,AST009828,Catenary,C00035,90.3,Catenary Wire,Catenary sag,Low,2,3,2,2025-05-25,2025-06-30,1,212,4,Preventive,No,Yes,Open
TDMS002395,AST011935,Feeder,C00043,10.5,Feeder Line,Feeder fault,Medium,2,3,1,2025-06-12,2025-07-04,0,171,4,Preventive,Yes,Yes,In Progress
TDMS002396,AST011207,OHE,C00069,301.4,Overhead Equipment,Preventive OHE maintenance,Critical,3,3,1,2025-05-23,2025-05-27,35,171,4,Preventive,No,Yes,Scheduled
TDMS002397,AST011113,Catenary,C00059,152.1,Catenary Wire,Catenary sag,Medium,2,2,2,2025-05-23,2025-06-19,0,218,3,Preventive,Yes,Yes,Completed
TDMS002398,AST009903,Jumper,C00024,4.3,Jumper Wire,Loose jumper,Medium,5,2,1,2025-06-30,2025-07-20,0,84,1,Preventive,Yes,Yes,Completed
TDMS002399,AST010891,Mast,C00052,64.0,OHE Mast,Mast defect,Medium,3,2,2,2025-03-23,2025-04-14,78,129,3,Preventive,No,Yes,Scheduled
TDMS002400,AST010930,Section Insulator,C00024,61.6,Section Insulator,Section insulator wear,High,3,4,3,2025-05-31,2025-06-10,21,145,3,Corrective,Yes,No,In Progress
TDMS002401,AST010851,Catenary,C00088,32.5,Catenary Wire,Catenary sag,Medium,3,3,2,2025-05-11,2025-06-02,0,156,3,Preventive,Yes,Yes,Completed
TDMS002402,AST011500,Section Insulator,C00095,56.4,Section Insulator,Section insulator wear,Medium,5,3,3,2025-06-17,2025-07-10,0,99,2,Preventive,Yes,Yes,Completed
TDMS002403,AST010092,Mast,C00018,94.3,OHE Mast,Mast defect,High,2,3,2,2025-06-21,2025-06-29,0,186,3,Corrective,No,No,Completed
TDMS002404,AST008939,Feeder,C00007,40.9,Feeder Line,Feeder fault,Critical,4,5,3,2025-06-25,2025-06-27,0,237,5,Corrective,Yes,Yes,Completed
TDMS002405,AST011285,Catenary,C00018,16.2,Catenary Wire,Catenary sag,Medium,3,2,3,2025-06-18,2025-07-08,0,173,4,Preventive,No,Yes,Open
TDMS002406,AST011167,Jumper,C00099,12.6,Jumper Wire,Loose jumper,Low,3,1,2,2025-06-28,2025-08-11,0,50,4,Preventive,Yes,Yes,Open
TDMS002407,AST011768,Pantograph Interaction Zone,C00097,14.3,Pantograph Interaction Zone,OHE wear,Medium,3,2,3,2025-05-18,2025-06-12,19,160,1,Preventive,Yes,Yes,Open
TDMS002408,AST008877,Feeder,C00094,42.7,Feeder Line,Feeder fault,Low,2,2,2,2025-06-11,2025-07-15,0,71,3,Preventive,Yes,Yes,Scheduled
TDMS002409,AST011029,Transformer,C00085,190.7,Traction Transformer,Transformer inspection,Low,2,2,1,2025-05-07,2025-06-25,6,169,3,Inspection,Yes,Yes,Open
TDMS002410,AST010571,Insulator,C00035,113.2,Insulator,Insulator defect,Critical,4,3,3,2025-06-21,2025-06-24,7,110,4,Corrective,Yes,Yes,In Progress
TDMS002411,AST011218,Mast,C00055,19.9,OHE Mast,Mast defect,Medium,4,3,1,2025-06-13,2025-06-30,0,104,4,Preventive,No,Yes,Completed
TDMS002412,AST011072,Mast,C00071,17.2,OHE Mast,Mast defect,High,4,4,2,2025-05-08,2025-05-14,48,164,2,Corrective,No,Yes,Open
TDMS002413,AST011762,Feeder,C00052,120.0,Feeder Line,Feeder fault,High,4,3,3,2025-05-25,2025-06-05,26,232,3,Corrective,No,No,Scheduled
TDMS002414,AST010342,Transformer,C00085,157.6,Traction Transformer,Transformer inspection,Medium,3,3,2,2025-06-05,2025-06-27,4,261,4,Inspection,Yes,No,Scheduled
TDMS002415,AST008879,Insulator,C00010,27.2,Insulator,Insulator defect,Low,3,2,1,2025-05-14,2025-06-27,4,54,3,Preventive,No,Yes,Scheduled
TDMS002416,AST010088,Feeder,C00010,74.1,Feeder Line,Feeder fault,Critical,4,5,3,2025-04-21,2025-04-26,66,200,3,Corrective,Yes,Yes,Open
TDMS002417,AST008737,Transformer,C00051,21.6,Traction Transformer,Transformer inspection,Medium,4,2,2,2025-03-15,2025-03-31,92,212,4,Inspection,Yes,Yes,Scheduled
TDMS002418,AST009040,Transformer,C00065,14.7,Traction Transformer,Transformer inspection,Low,2,2,1,2025-05-24,2025-07-08,0,139,2,Inspection,Yes,Yes,Completed
TDMS002419,AST009234,OHE,C00041,24.3,Overhead Equipment,OHE wear,Critical,4,5,5,2025-06-23,2025-06-26,0,185,3,Corrective,Yes,No,Completed
TDMS002420,AST011828,Mast,C00083,3.1,OHE Mast,Mast defect,Medium,1,3,1,2025-06-14,2025-07-09,0,122,2,Preventive,Yes,Yes,Open
TDMS002421,AST011469,Pantograph Interaction Zone,C00092,70.3,Pantograph Interaction Zone,OHE wear,Medium,4,2,3,2025-06-30,2025-07-22,0,137,3,Preventive,Yes,Yes,Open
TDMS002422,AST011394,Mast,C00099,5.6,OHE Mast,Mast defect,Medium,2,2,2,2025-04-01,2025-04-21,0,131,2,Preventive,No,No,Completed
TDMS002423,AST011714,Transformer,C00080,1.2,Traction Transformer,Transformer inspection,High,4,3,2,2025-05-10,2025-05-18,44,261,4,Inspection,Yes,Yes,Scheduled
TDMS002424,AST011265,Catenary,C00001,9.9,Catenary Wire,Catenary sag,Medium,3,2,2,2025-06-02,2025-06-16,15,186,3,Preventive,Yes,Yes,Scheduled
TDMS002425,AST009419,Catenary,C00079,26.8,Catenary Wire,Catenary sag,Medium,5,3,2,2025-04-08,2025-05-04,58,278,6,Preventive,No,Yes,Scheduled
TDMS002426,AST010527,Jumper,C00066,31.4,Jumper Wire,Loose jumper,Medium,3,2,2,2025-03-18,2025-03-31,92,72,4,Preventive,Yes,Yes,Scheduled
TDMS002427,AST011479,Feeder,C00063,107.7,Feeder Line,Feeder fault,Low,3,1,1,2025-05-09,2025-06-10,21,137,2,Preventive,Yes,Yes,In Progress
TDMS002428,AST010482,Insulator,C00096,36.1,Insulator,Insulator defect,Medium,2,3,4,2025-06-16,2025-07-09,0,105,2,Preventive,Yes,No,Deferred
TDMS002429,AST010033,Pantograph Interaction Zone,C00007,116.1,Pantograph Interaction Zone,OHE wear,Low,3,1,1,2025-05-22,2025-06-18,0,175,5,Preventive,Yes,Yes,Completed
TDMS002430,AST011694,Catenary,C00025,275.2,Catenary Wire,Catenary sag,High,3,4,3,2025-03-22,2025-03-30,93,245,3,Corrective,Yes,Yes,In Progress
TDMS002431,AST010419,OHE,C00015,162.3,Overhead Equipment,Preventive OHE maintenance,Low,3,1,3,2025-06-07,2025-07-14,0,70,4,Preventive,No,No,Open
TDMS002432,AST010468,Jumper,C00089,86.2,Jumper Wire,Loose jumper,Low,2,2,1,2025-06-18,2025-07-28,0,133,4,Preventive,Yes,Yes,Deferred
TDMS002433,AST011092,Pantograph Interaction Zone,C00099,12.9,Pantograph Interaction Zone,OHE wear,Medium,4,2,1,2025-06-23,2025-07-09,0,196,3,Preventive,Yes,No,Open
TDMS002434,AST009741,Jumper,C00013,105.9,Jumper Wire,Loose jumper,Low,2,2,2,2025-05-26,2025-07-13,0,149,4,Preventive,Yes,Yes,Deferred
TDMS002435,AST011300,Section Insulator,C00100,8.7,Section Insulator,Section insulator wear,High,2,3,2,2025-06-25,2025-07-08,0,134,3,Corrective,Yes,Yes,Open
TDMS002436,AST010132,Pantograph Interaction Zone,C00080,10.9,Pantograph Interaction Zone,OHE wear,Medium,2,3,2,2025-06-27,2025-07-22,0,126,4,Preventive,Yes,Yes,Deferred
TDMS002437,AST010248,Section Insulator,C00099,7.7,Section Insulator,Section insulator wear,Medium,3,3,2,2025-05-18,2025-06-05,0,113,3,Preventive,Yes,Yes,Completed
TDMS002438,AST011651,Catenary,C00071,9.8,Catenary Wire,Catenary sag,Low,3,1,1,2025-06-03,2025-07-10,0,235,4,Preventive,Yes,No,Open
TDMS002439,AST009898,Jumper,C00066,19.4,Jumper Wire,Loose jumper,Medium,2,2,1,2025-05-25,2025-06-15,16,34,2,Preventive,Yes,Yes,In Progress
TDMS002440,AST008927,Transformer,C00022,37.6,Traction Transformer,Transformer inspection,Critical,3,4,5,2025-06-08,2025-06-11,20,275,5,Inspection,No,Yes,Scheduled
TDMS002441,AST008821,Insulator,C00040,105.0,Insulator,Insulator defect,Low,2,2,3,2025-03-23,2025-05-02,60,127,1,Preventive,Yes,Yes,In Progress
TDMS002442,AST008786,Insulator,C00049,89.8,Insulator,Insulator defect,Low,1,3,2,2025-05-29,2025-07-18,0,167,3,Preventive,Yes,No,Completed
TDMS002443,AST010825,Feeder,C00043,4.1,Feeder Line,Feeder fault,Low,3,1,1,2025-06-18,2025-07-24,0,154,3,Preventive,Yes,Yes,Open
TDMS002444,AST008793,Insulator,C00040,28.8,Insulator,Insulator defect,Medium,3,3,3,2025-06-23,2025-07-07,0,73,1,Preventive,Yes,Yes,Scheduled
TDMS002445,AST009606,Pantograph Interaction Zone,C00067,48.2,Pantograph Interaction Zone,OHE wear,High,3,4,2,2025-05-24,2025-06-04,27,199,3,Corrective,No,No,Open
TDMS002446,AST009124,Catenary,C00013,0.5,Catenary Wire,Catenary sag,Low,2,2,2,2025-06-29,2025-08-01,0,86,3,Preventive,Yes,No,Open
