task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
SMMS002342,Signal & Telecom,AST008530,Optical Fiber,C00043,1.8,Cable fault,Low,2,2,2,0,131,3,Yes,Corrective,Open,5.0,31.8,40,28.7
SMMS002343,Signal & Telecom,AST005695,Track Circuit,C00033,68.9,Track circuit fault,Medium,2,3,3,53,169,2,No,Preventive,Open,91.5,51.0,24,54.3
SMMS002344,Signal & Telecom,AST007118,Point Machine,C00002,1.4,Point machine fault,Medium,2,2,1,0,123,2,Yes,Preventive,Open,12.0,37.0,34,26.6
SMMS002345,Signal & Telecom,AST006195,Signal,C00034,8.6,Signal failure,High,3,3,3,74,151,4,Yes,Preventive,Open,100.0,60.8,48,65.9
SMMS002346,Signal & Telecom,AST007563,Telecom Cable,C00100,4.5,Cable fault,High,3,3,3,15,95,2,No,Preventive,Open,47.5,60.8,32,47.1
SMMS002347,Signal & Telecom,AST007954,Axle Counter,C00098,1.9,Axle counter fault,Low,2,2,2,0,125,3,No,Preventive,Open,5.0,31.8,38,28.9
SMMS002348,Signal & Telecom,AST008060,Signal,C00028,61.7,Signal lamp/equipment replacement,Low,2,2,2,0,117,2,No,Preventive,In Progress,5.0,31.8,28,26.3
SMMS002349,Signal & Telecom,AST008220,Axle Counter,C00089,41.1,Axle counter fault,Medium,3,4,2,0,105,3,No,Corrective,Scheduled,12.0,65.0,54,46.2
SMMS002350,Signal & Telecom,AST007866,Relay,C00090,21.2,Relay degradation,Low,3,2,3,0,78,2,Yes,Corrective,Deferred,5.0,31.8,54,35.7
SMMS002351,Signal & Telecom,AST008216,Level Crossing Signal,C00023,23.6,Signal failure,Low,2,2,1,0,119,2,No,Inspection,Open,5.0,31.8,50,28.9
SMMS002352,Signal & Telecom,AST007877,Relay,C00048,86.6,Relay degradation,Critical,4,5,2,118,66,1,Yes,Corrective,Scheduled,100.0,100.0,64,83.2
SMMS002353,Signal & Telecom,AST008587,Optical Fiber,C00027,117.9,Cable fault,Medium,3,1,2,0,149,3,No,Corrective,Open,12.0,23.0,50,28.0
SMMS002354,Signal & Telecom,AST008104,Optical Fiber,C00069,14.8,Cable fault,Low,3,2,3,0,187,2,No,Inspection,In Progress,5.0,31.8,44,33.1
SMMS002355,Signal & Telecom,AST006988,Optical Fiber,C00072,71.7,Cable fault,High,2,4,3,0,209,3,No,Preventive,Completed,25.0,74.8,26,46.3
SMMS002356,Signal & Telecom,AST007464,Point Machine,C00023,37.3,Point machine fault,High,4,4,3,6,146,3,Yes,Corrective,Open,34.0,74.8,72,59.9
SMMS002357,Signal & Telecom,AST007404,Telecom Cable,C00054,13.9,Cable fault,Low,2,1,2,0,179,4,Yes,Corrective,Completed,5.0,17.8,56,27.1
SMMS002358,Signal & Telecom,AST007810,Signal,C00058,24.8,Signal failure,Medium,3,3,1,0,154,2,No,Corrective,Scheduled,12.0,51.0,64,39.8
SMMS002359,Signal & Telecom,AST007629,Optical Fiber,C00089,41.7,Cable fault,Medium,2,3,2,0,135,2,No,Preventive,Deferred,12.0,51.0,36,35.4
SMMS002360,Signal & Telecom,AST007965,Point Machine,C00050,13.2,Point machine fault,Medium,3,2,2,0,111,3,No,Preventive,In Progress,12.0,37.0,54,34.8
SMMS002361,Signal & Telecom,AST008058,Relay,C00023,30.7,Relay degradation,Critical,2,4,3,9,115,2,No,Preventive,Open,53.5,86.0,34,56.0
SMMS002362,Signal & Telecom,AST007000,Track Circuit,C00089,25.4,Track circuit fault,High,2,4,3,0,206,4,Yes,Corrective,Completed,25.0,74.8,34,48.5
SMMS002363,Signal & Telecom,AST008540,Interlocking,C00053,118.6,Interlocking inspection,Critical,4,4,4,0,300,4,Yes,Inspection,Completed,40.0,86.0,44,58.6
SMMS002364,Signal & Telecom,AST007608,Telecom Cable,C00038,188.0,Cable fault,High,3,4,3,72,195,4,No,Corrective,Open,100.0,74.8,52,73.3
SMMS002365,Signal & Telecom,AST005686,Telecom Cable,C00047,24.1,Cable fault,High,5,3,2,5,120,2,Yes,Corrective,Scheduled,32.5,60.8,48,44.6
SMMS002366,Signal & Telecom,AST006125,Optical Fiber,C00086,123.7,Cable fault,Medium,3,3,2,26,124,3,No,Preventive,Open,51.0,51.0,58,50.3
SMMS002367,Signal & Telecom,AST008636,Track Circuit,C00059,15.6,Track circuit fault,Critical,1,5,2,66,164,2,No,Preventive,Scheduled,100.0,100.0,26,73.8
SMMS002368,Signal & Telecom,AST006822,Signal,C00029,25.6,Signal failure,Low,2,1,1,19,76,4,Yes,Inspection,Scheduled,33.5,17.8,44,27.4
SMMS002369,Signal & Telecom,AST005465,Interlocking,C00068,3.1,Interlocking inspection,Low,3,2,1,0,193,4,Yes,Inspection,Open,5.0,31.8,56,30.1
SMMS002370,Signal & Telecom,AST008430,Relay,C00059,204.1,Relay degradation,Medium,5,2,2,7,109,3,Yes,Preventive,Scheduled,22.5,37.0,54,37.1
SMMS002371,Signal & Telecom,AST005906,Axle Counter,C00087,72.5,Axle counter fault,High,3,4,1,0,150,3,No,Corrective,Open,25.0,74.8,38,43.3
SMMS002372,Signal & Telecom,AST007394,Level Crossing Signal,C00048,70.6,Signal failure,Medium,3,3,3,29,93,2,Yes,Corrective,Open,55.5,51.0,52,52.5
SMMS002373,Signal & Telecom,AST008616,Relay,C00065,21.0,Relay degradation,Medium,2,3,2,24,84,3,No,Corrective,Scheduled,48.0,51.0,24,41.6
SMMS002374,Signal & Telecom,AST007913,Signal,C00065,17.9,Signal lamp/equipment replacement,Critical,4,4,4,0,78,1,No,Preventive,Completed,40.0,86.0,62,62.8
SMMS002375,Signal & Telecom,AST006432,Interlocking,C00030,106.2,Interlocking inspection,Low,1,1,1,12,248,5,No,Inspection,Scheduled,23.0,17.8,54,27.1
SMMS002376,Signal & Telecom,AST006752,Interlocking,C00051,32.4,Interlocking inspection,Low,2,2,2,0,165,4,Yes,Inspection,Completed,5.0,31.8,32,27.1
SMMS002377,Signal & Telecom,AST007931,Optical Fiber,C00079,31.1,Cable fault,High,2,3,3,1,201,4,No,Preventive,Deferred,26.5,60.8,34,42.8
SMMS002378,Signal & Telecom,AST007311,Signal,C00058,62.6,Signal failure,Low,3,2,1,0,101,3,Yes,Corrective,Open,5.0,31.8,56,30.1
SMMS002379,Signal & Telecom,AST008568,Level Crossing Signal,C00091,216.2,Signal failure,High,4,5,1,54,153,3,Yes,Corrective,Open,100.0,88.8,64,74.3
SMMS002380,Signal & Telecom,AST005576,Interlocking,C00060,33.1,Interlocking inspection,Critical,3,4,3,0,192,3,No,Inspection,Scheduled,40.0,86.0,30,52.2
SMMS002381,Signal & Telecom,AST006785,Axle Counter,C00021,33.0,Axle counter fault,Medium,1,2,2,0,100,3,No,Preventive,Scheduled,12.0,37.0,16,25.4
SMMS002382,Signal & Telecom,AST005432,Signal,C00065,62.4,Signal lamp/equipment replacement,Low,1,2,1,29,57,3,Yes,Preventive,Open,48.5,31.8,44,36.2
SMMS002383,Signal & Telecom,AST005622,Level Crossing Signal,C00090,78.7,Signal failure,Low,4,2,3,0,68,2,Yes,Corrective,Completed,5.0,31.8,48,33.9
SMMS002384,Signal & Telecom,AST005864,Point Machine,C00065,18.9,Point machine fault,Low,2,2,2,0,200,4,No,Preventive,Open,5.0,31.8,56,33.1
SMMS002385,Signal & Telecom,AST007822,Axle Counter,C00050,6.5,Axle counter fault,Medium,3,2,2,0,143,4,No,Corrective,In Progress,12.0,37.0,54,34.8
SMMS002386,Signal & Telecom,AST007344,Axle Counter,C00028,68.3,Axle counter fault,High,4,4,3,3,125,3,Yes,Corrective,Scheduled,29.5,74.8,42,51.7
SMMS002387,Signal & Telecom,AST007422,Signal,C00053,89.0,Signal lamp/equipment replacement,Low,3,1,1,66,38,2,Yes,Corrective,Open,100.0,17.8,36,39.5
SMMS002388,Signal & Telecom,AST006069,Point Machine,C00079,54.0,Point machine fault,Medium,3,3,2,0,162,5,No,Corrective,In Progress,12.0,51.0,36,36.0
SMMS002389,Signal & Telecom,AST006138,Point Machine,C00099,5.0,Point machine fault,Medium,3,3,2,0,170,4,Yes,Preventive,Deferred,12.0,51.0,26,34.0
SMMS002390,Signal & Telecom,AST006575,Point Machine,C00085,106.2,Point machine fault,Medium,2,3,2,22,156,3,Yes,Preventive,Open,45.0,51.0,40,44.1
SMMS002391,Signal & Telecom,AST007550,Point Machine,C00042,54.9,Point machine fault,Medium,2,3,1,0,107,5,Yes,Corrective,Open,12.0,51.0,18,28.8
SMMS002392,Signal & Telecom,AST007170,Telecom Cable,C00097,10.5,Cable fault,High,3,4,4,46,153,3,Yes,Preventive,Scheduled,94.0,74.8,52,71.6
SMMS002393,Signal & Telecom,AST006133,Axle Counter,C00057,36.4,Axle counter fault,High,2,5,1,105,139,2,No,Preventive,Open,100.0,88.8,34,68.5
SMMS002394,Signal & Telecom,AST006521,Optical Fiber,C00097,25.1,Cable fault,High,4,4,2,0,106,4,Yes,Corrective,Deferred,25.0,74.8,60,51.3
SMMS002395,Signal & Telecom,AST008432,Axle Counter,C00062,48.8,Axle counter fault,Low,1,2,3,0,71,2,No,Corrective,Completed,5.0,31.8,12,25.5
SMMS002396,Signal & Telecom,AST007082,Signal,C00082,82.1,Signal lamp/equipment replacement,Low,3,2,2,0,61,1,Yes,Preventive,Completed,5.0,31.8,60,34.5
SMMS002397,Signal & Telecom,AST007430,Signal,C00087,69.3,Signal lamp/equipment replacement,High,4,3,2,6,111,2,No,Preventive,Scheduled,34.0,60.8,56,47.1
SMMS002398,Signal & Telecom,AST006808,Point Machine,C00072,65.2,Point machine fault,High,3,4,3,30,184,4,Yes,Preventive,Open,70.0,74.8,38,59.3
SMMS002399,Signal & Telecom,AST008315,Level Crossing Signal,C00057,64.7,Signal failure,Low,3,2,1,3,202,4,No,Corrective,Deferred,9.5,31.8,30,24.7
SMMS002400,Signal & Telecom,AST006802,Relay,C00022,161.1,Relay degradation,Critical,2,4,4,6,130,2,Yes,Corrective,Scheduled,49.0,86.0,22,55.0
SMMS002401,Signal & Telecom,AST006645,Telecom Cable,C00057,120.5,Cable fault,Medium,2,1,2,1,178,2,No,Corrective,Scheduled,13.5,23.0,36,24.3
SMMS002402,Signal & Telecom,AST006032,Signal,C00087,47.3,Signal failure,Critical,3,5,2,66,136,3,Yes,Corrective,Deferred,100.0,100.0,16,71.8
SMMS002403,Signal & Telecom,AST007886,Track Circuit,C00064,5.6,Track circuit fault,Medium,2,3,3,0,186,4,No,Preventive,Open,12.0,51.0,50,42.4
SMMS002404,Signal & Telecom,AST005351,Relay,C00047,48.7,Relay degradation,Medium,4,2,1,25,86,4,Yes,Preventive,Open,49.5,37.0,44,37.5
SMMS002405,Signal & Telecom,AST005633,Axle Counter,C00071,0.2,Axle counter fault,Critical,4,4,4,3,101,3,Yes,Preventive,Deferred,44.5,86.0,66,64.6
SMMS002406,Signal & Telecom,AST008296,Interlocking,C00051,20.8,Interlocking inspection,High,4,3,3,86,225,3,No,Inspection,In Progress,100.0,60.8,44,65.1
SMMS002407,Signal & Telecom,AST008533,Relay,C00035,84.0,Relay degradation,High,4,3,1,0,104,2,No,Corrective,Completed,25.0,60.8,60,42.9
SMMS002408,Signal & Telecom,AST006191,Relay,C00098,0.3,Relay degradation,Medium,5,1,2,66,114,4,No,Preventive,Scheduled,100.0,23.0,80,54.6
SMMS002409,Signal & Telecom,AST008215,Level Crossing Signal,C00061,54.6,Signal failure,High,2,3,3,68,172,2,Yes,Corrective,In Progress,100.0,60.8,30,61.7
SMMS002410,Signal & Telecom,AST005381,Signal,C00087,27.8,Signal lamp/equipment replacement,Medium,2,3,1,6,42,3,Yes,Corrective,Deferred,21.0,51.0,42,36.2
SMMS002411,Signal & Telecom,AST007763,Relay,C00029,8.0,Relay degradation,Medium,4,2,3,16,66,4,No,Preventive,In Progress,36.0,37.0,50,41.7
SMMS002412,Signal & Telecom,AST005839,Level Crossing Signal,C00027,77.4,Signal failure,Critical,4,5,4,36,105,5,Yes,Corrective,Scheduled,94.0,100.0,48,77.4
SMMS002413,Signal & Telecom,AST006725,Interlocking,C00031,82.5,Interlocking inspection,Medium,2,4,3,0,247,4,Yes,Inspection,Scheduled,12.0,65.0,32,44.2
SMMS002414,Signal & Telecom,AST005864,Point Machine,C00065,18.9,Point machine fault,Low,3,2,2,0,121,2,Yes,Corrective,In Progress,5.0,31.8,56,33.1
SMMS002415,Signal & Telecom,AST006156,Optical Fiber,C00070,18.7,Cable fault,Medium,3,2,2,0,127,2,No,Corrective,Open,12.0,37.0,48,33.0
SMMS002416,Signal & Telecom,AST005661,Telecom Cable,C00076,93.1,Cable fault,Medium,1,3,3,0,167,3,No,Corrective,Completed,12.0,51.0,28,37.4
SMMS002417,Signal & Telecom,AST007071,Level Crossing Signal,C00066,43.0,Signal failure,High,3,4,3,20,107,2,No,Preventive,Deferred,55.0,74.8,20,51.8
SMMS002418,Signal & Telecom,AST008342,Signal,C00013,117.6,Signal failure,Medium,2,2,2,19,95,2,Yes,Preventive,Scheduled,40.5,37.0,30,35.1
SMMS002419,Signal & Telecom,AST006124,Track Circuit,C00047,37.3,Track circuit fault,Critical,4,5,3,6,117,5,Yes,Corrective,Scheduled,49.0,100.0,32,60.6
SMMS002420,Signal & Telecom,AST006462,Track Circuit,C00078,25.7,Track circuit fault,Low,2,2,2,0,98,2,No,Inspection,Completed,5.0,31.8,40,28.7
SMMS002421,Signal & Telecom,AST008263,Optical Fiber,C00091,17.7,Cable fault,Medium,3,2,1,0,144,2,No,Preventive,Open,12.0,37.0,60,33.6
SMMS002422,Signal & Telecom,AST006724,Relay,C00072,17.8,Relay degradation,Medium,3,2,2,0,52,3,Yes,Corrective,Deferred,12.0,37.0,28,28.4
SMMS002423,Signal & Telecom,AST007851,Signal,C00028,121.6,Signal failure,High,2,3,4,45,88,2,Yes,Corrective,Open,92.5,60.8,28,58.7
SMMS002424,Signal & Telecom,AST006058,Interlocking,C00037,29.6,Interlocking inspection,Low,3,1,1,0,203,5,Yes,Inspection,Scheduled,5.0,17.8,54,23.7
SMMS002425,Signal & Telecom,AST008301,Point Machine,C00026,247.0,Point machine fault,Medium,3,2,2,0,184,2,Yes,Preventive,Open,12.0,37.0,50,33.4
SMMS002426,Signal & Telecom,AST008562,Axle Counter,C00059,196.2,Axle counter fault,High,4,4,3,1,47,2,No,Preventive,Deferred,26.5,74.8,32,48.4
SMMS002427,Signal & Telecom,AST007363,Signal,C00003,52.2,Signal lamp/equipment replacement,Medium,3,1,2,15,85,3,Yes,Corrective,Scheduled,34.5,23.0,54,33.8
SMMS002428,Signal & Telecom,AST006810,Signal,C00015,1.3,Signal failure,Medium,3,1,3,0,84,2,Yes,Corrective,Open,12.0,23.0,52,31.4
SMMS002429,Signal & Telecom,AST006450,Optical Fiber,C00014,1.2,Cable fault,Medium,3,2,3,0,173,4,No,Corrective,Completed,12.0,37.0,60,39.0
SMMS002430,Signal & Telecom,AST006575,Point Machine,C00085,106.2,Point machine fault,High,1,4,3,60,174,5,Yes,Corrective,Scheduled,100.0,74.8,40,69.7
SMMS002431,Signal & Telecom,AST008245,Optical Fiber,C00088,30.4,Cable fault,Critical,5,4,4,0,128,4,Yes,Corrective,Completed,40.0,86.0,58,62.0
SMMS002432,Signal & Telecom,AST005672,Telecom Cable,C00079,42.9,Cable fault,High,4,4,2,36,122,3,No,Corrective,Scheduled,79.0,74.8,36,57.9
SMMS002433,Signal & Telecom,AST005437,Telecom Cable,C00065,29.2,Cable fault,Critical,3,4,4,9,175,4,No,Corrective,Open,53.5,86.0,40,60.8
SMMS002434,Signal & Telecom,AST008148,Interlocking,C00040,14.3,Interlocking inspection,Low,2,2,2,0,174,2,No,Inspection,Open,5.0,31.8,42,29.1
SMMS002435,Signal & Telecom,AST005715,Interlocking,C00009,19.5,Interlocking inspection,Low,3,2,1,77,185,4,No,Inspection,In Progress,100.0,31.8,62,51.9
SMMS002436,Signal & Telecom,AST005987,Relay,C00094,64.5,Relay degradation,High,2,3,1,0,91,4,Yes,Preventive,In Progress,25.0,60.8,50,40.3
SMMS002437,Signal & Telecom,AST007389,Axle Counter,C00030,106.5,Axle counter fault,High,4,4,2,0,98,3,No,Corrective,Completed,25.0,74.8,50,49.9
SMMS002438,Signal & Telecom,AST006617,Level Crossing Signal,C00024,66.2,Signal failure,Medium,3,2,2,0,107,1,Yes,Preventive,Open,12.0,37.0,42,31.8
SMMS002439,Signal & Telecom,AST007434,Track Circuit,C00012,60.0,Track circuit fault,High,3,4,2,10,180,3,No,Preventive,Scheduled,40.0,74.8,42,51.0
SMMS002440,Signal & Telecom,AST008272,Signal,C00049,62.8,Signal lamp/equipment replacement,Medium,3,3,2,14,85,3,No,Preventive,In Progress,33.0,51.0,52,45.1
SMMS002441,Signal & Telecom,AST007805,Relay,C00024,57.4,Relay degradation,Medium,2,2,3,0,115,3,Yes,Corrective,In Progress,12.0,37.0,54,37.8
SMMS002442,Signal & Telecom,AST005480,Axle Counter,C00098,1.8,Axle counter fault,Medium,2,2,2,56,126,2,Yes,Corrective,In Progress,96.0,37.0,44,50.9
SMMS002443,Signal & Telecom,AST005877,Relay,C00042,27.8,Relay degradation,High,3,4,3,0,151,4,Yes,Preventive,Open,25.0,74.8,40,50.3
SMMS002444,Signal & Telecom,AST005930,Signal,C00044,56.6,Signal lamp/equipment replacement,Medium,2,2,3,15,38,3,Yes,Preventive,In Progress,34.5,37.0,58,43.6
SMMS002445,Signal & Telecom,AST005870,Relay,C00093,78.3,Relay degradation,Low,3,1,2,0,79,2,Yes,Inspection,Open,5.0,17.8,58,27.5
SMMS002446,Signal & Telecom,AST007379,Relay,C00073,85.4,Relay degradation,Medium,2,3,3,0,42,3,Yes,Preventive,Scheduled,12.0,51.0,44,41.2
SMMS002447,Signal & Telecom,AST006011,Interlocking,C00084,277.8,Interlocking inspection,Medium,1,3,1,0,256,4,Yes,Inspection,Open,12.0,51.0,56,38.2
SMMS002448,Signal & Telecom,AST005822,Axle Counter,C00053,80.4,Axle counter fault,Medium,2,2,2,50,60,3,No,Preventive,Scheduled,87.0,37.0,34,46.3
SMMS002449,Signal & Telecom,AST006992,Level Crossing Signal,C00070,17.6,Signal failure,High,3,4,3,0,96,4,No,Corrective,Completed,25.0,74.8,34,48.5
SMMS002450,Signal & Telecom,AST008530,Optical Fiber,C00043,1.8,Cable fault,High,4,4,2,69,151,3,No,Corrective,Open,100.0,74.8,40,66.7
SMMS002451,Signal & Telecom,AST006955,Level Crossing Signal,C00083,44.5,Signal failure,Medium,3,4,2,0,119,1,Yes,Preventive,Scheduled,12.0,65.0,38,43.0
SMMS002452,Signal & Telecom,AST007429,Point Machine,C00079,15.4,Point machine fault,Low,3,2,1,0,152,4,No,Inspection,Open,5.0,31.8,50,27.7
SMMS002453,Signal & Telecom,AST006475,Point Machine,C00054,38.0,Point machine fault,High,2,4,2,32,228,3,Yes,Preventive,Deferred,73.0,74.8,14,51.6
SMMS002454,Signal & Telecom,AST007585,Axle Counter,C00005,1.8,Axle counter fault,Low,2,2,2,0,155,5,No,Inspection,Open,5.0,31.8,48,30.9
SMMS002455,Signal & Telecom,AST007541,Track Circuit,C00012,57.6,Track circuit fault,High,3,3,2,17,43,2,No,Preventive,Open,50.5,60.8,24,43.2
SMMS002456,Signal & Telecom,AST005627,Signal,C00058,29.8,Signal failure,Medium,1,3,1,9,167,4,Yes,Corrective,Scheduled,25.5,51.0,34,35.6
SMMS002457,Signal & Telecom,AST005626,Track Circuit,C00049,57.9,Track circuit fault,Medium,3,2,2,0,66,1,Yes,Preventive,Completed,12.0,37.0,66,37.8
SMMS002458,Signal & Telecom,AST008124,Optical Fiber,C00011,288.3,Cable fault,Critical,4,5,2,1,122,2,Yes,Preventive,Open,41.5,100.0,56,61.9
SMMS002459,Signal & Telecom,AST008094,Level Crossing Signal,C00078,117.8,Signal failure,Medium,3,4,2,0,118,3,No,Corrective,Completed,12.0,65.0,44,44.2
SMMS002460,Signal & Telecom,AST007681,Relay,C00078,59.6,Relay degradation,High,2,5,1,0,102,2,Yes,Preventive,In Progress,25.0,88.8,20,45.1
SMMS002461,Signal & Telecom,AST006302,Signal,C00024,80.2,Signal failure,Medium,3,2,1,0,143,4,Yes,Corrective,Completed,12.0,37.0,50,30.4
SMMS002462,Signal & Telecom,AST007843,Relay,C00100,3.2,Relay degradation,Critical,4,4,4,0,102,4,No,Preventive,Completed,40.0,86.0,48,58.8
SMMS002463,Signal & Telecom,AST008414,Interlocking,C00059,25.7,Interlocking inspection,Medium,1,1,2,15,155,3,Yes,Inspection,Open,34.5,23.0,30,27.8
SMMS002464,Signal & Telecom,AST007256,Signal,C00040,105.7,Signal failure,Low,2,3,3,54,70,4,Yes,Preventive,Deferred,86.0,45.8,54,59.1
SMMS002465,Signal & Telecom,AST006402,Track Circuit,C00044,14.7,Track circuit fault,Medium,4,2,1,45,130,3,No,Preventive,In Progress,79.5,37.0,50,45.4
SMMS002466,Signal & Telecom,AST007342,Optical Fiber,C00071,1.9,Cable fault,Low,2,2,2,21,111,4,Yes,Inspection,Open,36.5,31.8,32,34.1
SMMS002467,Signal & Telecom,AST006754,Level Crossing Signal,C00035,4.2,Signal failure,Medium,4,4,2,35,98,2,Yes,Preventive,Open,64.5,65.0,58,59.3
SMMS002468,Signal & Telecom,AST005387,Axle Counter,C00044,59.3,Axle counter fault,Critical,4,3,4,12,63,2,Yes,Corrective,Scheduled,58.0,72.0,38,55.4
SMMS002469,Signal & Telecom,AST007735,Telecom Cable,C00054,28.5,Cable fault,Medium,2,2,2,58,109,2,No,Corrective,Scheduled,99.0,37.0,32,48.5
SMMS002470,Signal & Telecom,AST006991,Point Machine,C00027,95.4,Point machine fault,High,4,4,3,0,179,3,Yes,Preventive,Completed,25.0,74.8,44,51.1
SMMS002471,Signal & Telecom,AST006777,Optical Fiber,C00053,6.5,Cable fault,Medium,2,4,2,0,184,2,No,Preventive,Scheduled,12.0,65.0,52,46.4
SMMS002472,Signal & Telecom,AST006182,Signal,C00029,29.4,Signal lamp/equipment replacement,Medium,3,2,2,0,83,2,Yes,Corrective,Deferred,12.0,37.0,42,31.8
SMMS002473,Signal & Telecom,AST007933,Level Crossing Signal,C00063,103.5,Signal failure,High,3,4,1,0,164,1,No,Corrective,Completed,25.0,74.8,34,42.5
SMMS002474,Signal & Telecom,AST006529,Level Crossing Signal,C00052,173.5,Signal failure,Medium,3,2,2,25,100,4,Yes,Corrective,Open,49.5,37.0,58,43.9
SMMS002475,Signal & Telecom,AST007695,Interlocking,C00010,78.6,Interlocking inspection,High,3,4,2,0,248,3,Yes,Inspection,Open,25.0,74.8,38,46.9
SMMS002476,Signal & Telecom,AST006078,Signal,C00017,2.5,Signal failure,Medium,2,5,2,0,97,2,No,Corrective,In Progress,12.0,79.0,44,50.2
SMMS002477,Signal & Telecom,AST008344,Point Machine,C00037,57.8,Point machine fault,Medium,2,2,3,0,171,3,No,Corrective,In Progress,12.0,37.0,40,34.4
SMMS002478,Signal & Telecom,AST007478,Optical Fiber,C00087,116.5,Cable fault,Medium,4,2,1,0,140,3,No,Preventive,Completed,12.0,37.0,60,33.0
SMMS002479,Signal & Telecom,AST007184,Interlocking,C00016,66.2,Interlocking inspection,Low,1,1,3,0,228,3,Yes,Inspection,Open,5.0,17.8,40,26.3
SMMS002480,Signal & Telecom,AST005671,Signal,C00023,27.1,Signal lamp/equipment replacement,Low,2,1,2,0,67,2,Yes,Inspection,Scheduled,5.0,17.8,54,26.7
SMMS002481,Signal & Telecom,AST006320,Point Machine,C00048,118.1,Point machine fault,High,3,4,2,0,184,1,No,Corrective,Completed,25.0,74.8,46,48.5
SMMS002482,Signal & Telecom,AST005335,Axle Counter,C00044,23.5,Axle counter fault,Low,2,2,2,9,122,3,No,Corrective,Scheduled,18.5,31.8,58,36.5
SMMS002483,Signal & Telecom,AST007548,Point Machine,C00004,38.2,Point machine fault,Low,3,2,2,0,79,4,No,Corrective,Completed,5.0,31.8,52,32.3
SMMS002484,Signal & Telecom,AST008416,Signal,C00082,60.6,Signal lamp/equipment replacement,Critical,5,4,4,6,77,2,No,Preventive,Open,49.0,86.0,66,66.2
SMMS002485,Signal & Telecom,AST006731,Telecom Cable,C00095,38.1,Cable fault,Medium,3,4,2,0,118,4,Yes,Corrective,Completed,12.0,65.0,54,46.8
SMMS002486,Signal & Telecom,AST008557,Optical Fiber,C00090,89.5,Cable fault,Low,3,2,2,7,169,2,No,Corrective,In Progress,15.5,31.8,68,38.4
SMMS002487,Signal & Telecom,AST006052,Telecom Cable,C00005,24.1,Cable fault,Medium,4,2,2,0,187,5,No,Corrective,Deferred,12.0,37.0,62,36.4
SMMS002488,Signal & Telecom,AST005979,Track Circuit,C00006,18.3,Track circuit fault,Low,2,2,3,0,55,4,Yes,Preventive,Scheduled,5.0,31.8,56,35.5
SMMS002489,Signal & Telecom,AST008005,Relay,C00044,0.3,Relay degradation,High,3,3,2,0,183,2,Yes,Corrective,Open,25.0,60.8,36,39.9
SMMS002490,Signal & Telecom,AST008611,Level Crossing Signal,C00097,0.6,Signal failure,High,3,4,4,7,173,4,Yes,Corrective,Deferred,35.5,74.8,50,57.6
SMMS002491,Signal & Telecom,AST007975,Axle Counter,C00064,168.8,Axle counter fault,Low,3,2,1,0,115,4,No,Preventive,Open,5.0,31.8,52,29.3
SMMS002492,Signal & Telecom,AST008062,Axle Counter,C00047,41.5,Axle counter fault,Medium,3,4,3,0,114,1,No,Corrective,Completed,12.0,65.0,18,40.8
SMMS002493,Signal & Telecom,AST006745,Telecom Cable,C00051,28.8,Cable fault,High,2,3,4,39,197,6,No,Preventive,Open,83.5,60.8,26,56.3
SMMS002494,Signal & Telecom,AST005732,Level Crossing Signal,C00088,28.7,Signal failure,Medium,2,3,1,0,136,2,No,Corrective,Scheduled,12.0,51.0,42,34.8
SMMS002495,Signal & Telecom,AST006507,Axle Counter,C00034,2.5,Axle counter fault,Medium,2,3,2,0,93,2,Yes,Corrective,Completed,12.0,51.0,58,41.0
SMMS002496,Signal & Telecom,AST005851,Optical Fiber,C00079,1.4,Cable fault,Medium,3,2,1,0,220,3,Yes,Corrective,Open,12.0,37.0,50,30.4
SMMS002497,Signal & Telecom,AST006373,Interlocking,C00018,31.9,Interlocking inspection,Medium,1,2,1,0,235,4,Yes,Inspection,Deferred,12.0,37.0,40,27.8
SMMS002498,Signal & Telecom,AST005972,Interlocking,C00003,69.0,Interlocking inspection,High,3,4,2,6,153,2,No,Inspection,Open,34.0,74.8,54,52.1
SMMS002499,Signal & Telecom,AST005392,Optical Fiber,C00018,96.5,Cable fault,Low,2,2,2,0,156,2,No,Inspection,Open,5.0,31.8,52,32.3
SMMS002500,Signal & Telecom,AST007965,Point Machine,C00050,13.2,Point machine fault,Critical,4,4,3,0,74,3,Yes,Corrective,Completed,40.0,86.0,54,58.2
SMMS002501,Signal & Telecom,AST006365,Signal,C00097,22.8,Signal lamp/equipment replacement,High,4,3,2,0,42,3,No,Corrective,Completed,25.0,60.8,48,42.9
SMMS002502,Signal & Telecom,AST007043,Axle Counter,C00002,46.8,Axle counter fault,Low,1,2,1,0,107,3,No,Inspection,Open,5.0,31.8,56,29.5
SMMS002503,Signal & Telecom,AST006029,Level Crossing Signal,C00008,133.4,Signal failure,Low,2,1,1,0,92,2,Yes,Inspection,Completed,5.0,17.8,30,17.7
SMMS002504,Signal & Telecom,AST006538,Interlocking,C00057,75.7,Interlocking inspection,High,4,5,3,0,202,5,No,Inspection,Completed,25.0,88.8,42,56.7
