asset_id,asset_type,department,corridor_id,location_km,installation_year,asset_age_years,condition_score_1_5,criticality_1_5,last_maintenance_date,next_due_date,failure_history_count,availability_pct,operational_dependency,active_status
AST005868,Point Machine,Signal & Telecom,C00011,220.1,2010,15,5,4,2025-05-29,2026-02-13,0,98.4,High,Active
AST005869,Signal,Signal & Telecom,C00094,77.7,2020,5,4,4,2025-05-07,2026-02-24,4,98.4,High,Active
AST005870,Relay,Signal & Telecom,C00093,78.3,2008,17,3,4,2025-03-30,2025-09-02,5,95.8,High,Active
AST005871,Relay,Signal & Telecom,C00054,4.6,2009,16,3,3,2025-04-23,2026-03-01,5,95.4,Medium,Active
AST005872,Point Machine,Signal & Telecom,C00067,123.7,2019,6,4,4,2025-01-25,2025-09-01,1,97.6,High,Active
AST005873,Optical Fiber,Signal & Telecom,C00065,31.1,2008,17,4,2,2025-05-21,2026-02-17,2,96.8,Low,Active
AST005874,Level Crossing Signal,Signal & Telecom,C00087,75.3,2008,17,3,4,2024-10-16,2025-05-16,5,94.4,High,Active
AST005875,Optical Fiber,Signal & Telecom,C00020,83.0,2003,22,4,2,2025-04-20,2026-04-09,5,96.2,Low,Active
AST005876,Signal,Signal & Telecom,C00053,101.5,2010,15,4,4,2024-11-10,2025-08-11,4,97.4,High,Active
AST005877,Relay,Signal & Telecom,C00042,27.8,2011,14,5,3,2025-02-21,2025-12-24,2,97.2,Medium,Active
AST005878,Signal,Signal & Telecom,C00075,45.1,2002,23,4,3,2024-05-25,2025-01-25,7,96.1,Medium,Decommissioned
AST005879,Relay,Signal & Telecom,C00056,0.8,1982,43,4,1,2025-04-16,2026-03-23,8,92.6,Low,Active
AST005880,Track Circuit,Signal & Telecom,C00030,23.5,1994,31,4,2,2025-04-16,2026-04-10,5,95.0,Low,Active
AST005881,Track Circuit,Signal & Telecom,C00020,23.7,1976,49,2,3,2025-02-17,2025-12-01,9,90.9,Medium,Active
AST005882,Relay,Signal & Telecom,C00057,89.8,1977,48,3,2,2025-04-15,2026-02-20,8,92.0,Low,Active
AST005883,Track Circuit,Signal & Telecom,C00029,29.2,1987,38,3,5,2025-05-20,2026-01-09,9,93.4,High,Active
AST005884,Axle Counter,Signal & Telecom,C00032,19.0,2010,15,5,4,2025-03-28,2025-11-07,1,97.9,High,Active
AST005885,Optical Fiber,Signal & Telecom,C00079,24.7,2001,24,4,2,2025-06-03,2026-03-05,5,95.5,Low,Active
AST005886,Axle Counter,Signal & Telecom,C00005,80.7,1982,43,3,4,2025-06-01,2026-01-14,9,92.4,High,Active
AST005887,Axle Counter,Signal & Telecom,C00015,132.3,2023,2,4,3,2024-09-17,2025-07-26,3,98.2,Medium,Active
AST005888,Interlocking,Signal & Telecom,C00087,161.2,2022,3,5,1,2024-12-09,2026-01-12,2,99.0,Low,Active
AST005889,Point Machine,Signal & Telecom,C00023,36.3,2018,7,5,4,2024-10-12,2025-08-06,2,98.6,High,Active
AST005890,Track Circuit,Signal & Telecom,C00020,77.9,2008,17,5,3,2025-05-29,2026-04-07,4,97.0,Medium,Active
AST005891,Axle Counter,Signal & Telecom,C00021,96.8,2023,2,4,3,2025-06-14,2026-03-08,2,97.5,Medium,Active
AST005892,Relay,Signal & Telecom,C00092,52.4,2020,5,4,4,2025-04-07,2025-12-13,4,98.4,High,Active
AST005893,Point Machine,Signal & Telecom,C00023,25.6,2016,9,4,1,2025-04-20,2026-04-24,4,97.6,Low,Active
AST005894,Signal,Signal & Telecom,C00067,89.0,2020,5,5,3,2024-10-30,2025-09-16,1,98.2,Medium,Active
AST005895,Level Crossing Signal,Signal & Telecom,C00077,9.7,2021,4,5,5,2024-11-10,2025-05-06,1,98.0,High,Active
AST005896,Track Circuit,Signal & Telecom,C00099,12.2,2017,8,5,2,2025-04-25,2026-04-13,2,98.5,Low,Active
AST005897,Level Crossing Signal,Signal & Telecom,C00049,108.0,2018,7,4,3,2025-05-25,2026-04-04,2,96.7,Medium,Active
AST005898,Level Crossing Signal,Signal & Telecom,C00021,5.2,2009,16,4,1,2024-06-22,2025-06-20,5,96.9,Low,Active
AST005899,Track Circuit,Signal & Telecom,C00022,107.3,2003,22,4,2,2025-06-03,2026-05-04,5,96.4,Low,Active
AST005900,Track Circuit,Signal & Telecom,C00097,15.6,1981,44,3,2,2025-02-19,2025-11-11,9,92.1,Low,Active
AST005901,Relay,Signal & Telecom,C00061,53.8,2012,13,4,2,2024-04-14,2025-03-13,4,96.6,Low,Active
AST005902,Telecom Cable,Signal & Telecom,C00028,113.2,2011,14,5,1,2025-05-11,2026-05-22,1,98.5,Low,Active
AST005903,Level Crossing Signal,Signal & Telecom,C00042,29.6,1987,38,3,2,2025-01-28,2025-11-28,6,93.1,Low,Active
AST005904,Telecom Cable,Signal & Telecom,C00069,177.2,2018,7,4,2,2025-04-25,2026-02-16,1,96.8,Low,Active
AST005905,Point Machine,Signal & Telecom,C00037,73.8,1987,38,3,4,2025-06-15,2026-03-24,5,93.2,High,Active
AST005906,Axle Counter,Signal & Telecom,C00087,72.5,1991,34,3,2,2024-12-21,2025-09-08,7,92.7,Low,Active
AST005907,Telecom Cable,Signal & Telecom,C00053,91.6,2011,14,4,3,2024-12-06,2025-08-15,4,96.3,Medium,Active
AST005908,Level Crossing Signal,Signal & Telecom,C00090,41.7,1981,44,4,3,2025-04-12,2025-11-27,5,92.5,Medium,Active
AST005909,Level Crossing Signal,Signal & Telecom,C00074,3.9,2023,2,5,1,2025-04-03,2026-05-06,1,99.9,Low,Active
AST005910,Signal,Signal & Telecom,C00060,25.8,2008,17,5,3,2024-10-20,2025-09-28,1,97.1,Medium,Active
AST005911,Signal,Signal & Telecom,C00036,32.3,2020,5,5,3,2025-04-27,2026-04-29,1,99.6,Medium,Active
AST005912,Optical Fiber,Signal & Telecom,C00082,45.6,2018,7,5,4,2025-02-18,2025-09-26,1,99.5,High,Active
AST005913,Relay,Signal & Telecom,C00015,12.0,2003,22,4,2,2024-09-20,2025-08-30,3,95.5,Low,Active
AST005914,Point Machine,Signal & Telecom,C00049,78.0,2017,8,4,5,2024-11-04,2025-06-27,4,97.7,High,Active
AST005915,Signal,Signal & Telecom,C00045,87.9,2015,10,3,2,2025-04-01,2025-12-14,7,95.1,Low,Active
AST005916,Optical Fiber,Signal & Telecom,C00093,21.8,1984,41,2,3,2024-11-03,2025-09-13,5,90.0,Medium,Active
AST005917,Optical Fiber,Signal & Telecom,C00019,53.6,1998,27,2,5,2024-11-28,2025-06-30,5,92.9,High,Active
AST005918,Telecom Cable,Signal & Telecom,C00043,6.4,2000,25,3,2,2025-01-28,2025-12-16,6,95.1,Low,Active
AST005919,Relay,Signal & Telecom,C00070,26.7,1986,39,3,1,2025-05-22,2026-05-23,7,91.7,Low,Active
AST005920,Track Circuit,Signal & Telecom,C00069,25.1,2016,9,5,4,2025-06-09,2025-12-30,0,97.6,High,Active
AST005921,Axle Counter,Signal & Telecom,C00085,61.4,2023,2,5,2,2025-01-11,2025-12-05,3,98.7,Low,Active
AST005922,Level Crossing Signal,Signal & Telecom,C00033,18.5,2009,16,4,2,2024-08-13,2025-06-10,1,96.2,Low,Active
AST005923,Point Machine,Signal & Telecom,C00071,5.1,2010,15,4,3,2025-02-07,2025-10-22,3,95.9,Medium,Active
AST005924,Axle Counter,Signal & Telecom,C00032,17.1,2018,7,4,5,2025-01-29,2025-07-09,4,96.5,High,Active
AST005925,Axle Counter,Signal & Telecom,C00057,2.4,2014,11,5,3,2024-11-12,2025-09-03,1,97.8,Medium,Active
AST005926,Point Machine,Signal & Telecom,C00069,93.2,2022,3,5,3,2024-10-05,2025-08-12,1,98.5,Medium,Active
AST005927,Interlocking,Signal & Telecom,C00024,11.3,2002,23,4,4,2025-04-13,2025-12-31,3,96.2,High,Active
AST005928,Point Machine,Signal & Telecom,C00057,3.2,1977,48,2,2,2024-02-06,2025-01-05,12,90.8,Low,Active
AST005929,Optical Fiber,Signal & Telecom,C00005,80.5,2016,9,4,2,2025-06-08,2026-04-13,2,97.7,Low,Active
AST005930,Signal,Signal & Telecom,C00044,56.6,2004,21,4,4,2025-02-05,2025-10-08,5,96.1,High,Active
AST005931,Track Circuit,Signal & Telecom,C00089,90.4,2014,11,3,2,2024-05-09,2025-01-22,4,95.5,Low,Active
AST005932,Interlocking,Signal & Telecom,C00032,12.7,1998,27,4,4,2025-04-18,2025-10-29,6,94.2,High,Active
AST005933,Optical Fiber,Signal & Telecom,C00033,54.1,2021,4,4,4,2024-11-02,2025-06-27,3,96.9,High,Active
AST005934,Telecom Cable,Signal & Telecom,C00020,84.6,2021,4,4,2,2025-06-12,2026-04-01,3,97.6,Low,Active
AST005935,Relay,Signal & Telecom,C00040,85.3,2015,10,4,3,2025-02-28,2025-12-13,3,97.8,Medium,Active
AST005936,Interlocking,Signal & Telecom,C00049,49.8,2010,15,4,4,2024-05-10,2025-01-20,5,95.5,High,Active
AST005937,Point Machine,Signal & Telecom,C00015,182.2,2004,21,5,3,2025-04-26,2026-02-06,3,97.5,Medium,Active
AST005938,Optical Fiber,Signal & Telecom,C00031,9.0,2006,19,3,1,2024-07-29,2025-06-26,8,95.4,Low,Active
AST005939,Interlocking,Signal & Telecom,C00004,69.4,2018,7,3,2,2025-04-28,2026-04-28,7,95.8,Low,Active
AST005940,Axle Counter,Signal & Telecom,C00054,37.4,2003,22,3,3,2025-04-21,2026-04-04,7,94.5,Medium,Decommissioned
AST005941,Point Machine,Signal & Telecom,C00051,14.2,2013,12,5,2,2024-12-12,2025-10-09,1,98.9,Low,Active
AST005942,Axle Counter,Signal & Telecom,C00062,55.7,1982,43,3,4,2024-10-16,2025-05-09,8,91.5,High,Active
AST005943,Point Machine,Signal & Telecom,C00025,37.1,2015,10,5,4,2024-12-31,2025-08-04,2,98.3,High,Active
AST005944,Level Crossing Signal,Signal & Telecom,C00018,28.0,2020,5,4,2,2025-04-09,2025-12-18,4,98.3,Low,Active
AST005945,Signal,Signal & Telecom,C00066,22.7,1996,29,4,1,2024-11-12,2025-10-14,4,95.6,Low,Active
AST005946,Optical Fiber,Signal & Telecom,C00063,16.2,2005,20,5,1,2024-08-25,2025-07-10,2,97.6,Low,Active
AST005947,Optical Fiber,Signal & Telecom,C00009,60.5,1997,28,3,3,2025-01-11,2025-10-16,9,92.9,Medium,Active
AST005948,Axle Counter,Signal & Telecom,C00095,82.1,1985,40,3,2,2025-05-24,2026-05-06,8,92.3,Low,Active
AST005949,Axle Counter,Signal & Telecom,C00034,19.0,2001,24,3,3,2024-01-22,2024-08-18,6,93.6,Medium,Active
AST005950,Interlocking,Signal & Telecom,C00070,7.1,2013,12,5,3,2024-10-07,2025-05-21,2,98.7,Medium,Active
AST005951,Relay,Signal & Telecom,C00035,72.6,1985,40,4,3,2025-06-02,2026-04-03,5,94.0,Medium,Active
AST005952,Relay,Signal & Telecom,C00028,86.1,2016,9,5,3,2025-01-17,2025-10-18,5,97.9,Medium,Active
AST005953,Telecom Cable,Signal & Telecom,C00016,20.3,1987,38,2,4,2025-06-02,2026-01-28,8,92.0,High,Active
AST005954,Point Machine,Signal & Telecom,C00073,91.5,2023,2,4,3,2024-11-28,2025-08-23,1,98.5,Medium,Active
AST005955,Level Crossing Signal,Signal & Telecom,C00082,40.0,1998,27,4,5,2025-05-10,2025-10-28,6,94.8,High,Active
AST005956,Signal,Signal & Telecom,C00070,15.3,2019,6,5,3,2024-01-27,2024-11-17,2,99.3,Medium,Active
AST005957,Optical Fiber,Signal & Telecom,C00081,8.2,1978,47,1,2,2024-12-24,2025-09-03,10,88.2,Low,Active
AST005958,Level Crossing Signal,Signal & Telecom,C00098,1.8,2015,10,4,1,2024-03-06,2025-01-08,5,96.8,Low,Active
AST005959,Signal,Signal & Telecom,C00004,59.0,2015,10,4,4,2025-06-13,2026-02-14,4,96.5,High,Active
AST005960,Track Circuit,Signal & Telecom,C00090,48.0,2010,15,4,3,2025-01-26,2025-10-01,3,96.3,Medium,Active
AST005961,Relay,Signal & Telecom,C00004,45.9,2019,6,5,2,2025-05-23,2026-02-26,0,98.8,Low,Active
AST005962,Interlocking,Signal & Telecom,C00014,59.0,1986,39,3,4,2024-05-13,2025-02-15,10,93.0,High,Active
AST005963,Point Machine,Signal & Telecom,C00096,2.7,1978,47,3,1,2024-02-28,2025-03-11,9,91.6,Low,Active
AST005964,Axle Counter,Signal & Telecom,C00080,25.8,2007,18,3,3,2025-03-11,2026-01-12,5,94.8,Medium,Active
AST005965,Point Machine,Signal & Telecom,C00072,36.2,2015,10,4,2,2025-03-22,2026-01-08,0,96.2,Low,Active
AST005966,Signal,Signal & Telecom,C00087,34.3,1993,32,3,2,2025-01-13,2025-12-16,8,93.2,Low,Active
AST005967,Track Circuit,Signal & Telecom,C00041,16.2,1998,27,4,4,2024-09-06,2025-06-02,3,94.5,High,Active
AST005968,Relay,Signal & Telecom,C00079,45.6,2019,6,5,2,2025-05-15,2026-03-24,2,99.2,Low,Active
AST005969,Signal,Signal & Telecom,C00056,29.0,1978,47,1,1,2024-10-07,2025-09-10,13,89.5,Low,Active
AST005970,Signal,Signal & Telecom,C00094,73.9,1990,35,3,3,2025-05-18,2025-12-23,5,92.2,Medium,Decommissioned
AST005971,Level Crossing Signal,Signal & Telecom,C00059,65.8,2021,4,5,1,2025-05-24,2026-03-23,1,99.3,Low,Active
AST005972,Interlocking,Signal & Telecom,C00003,69.0,1999,26,3,3,2025-01-30,2025-11-16,9,94.7,Medium,Active
AST005973,Signal,Signal & Telecom,C00013,126.1,2014,11,4,2,2024-12-02,2025-08-27,0,96.4,Low,Active
AST005974,Relay,Signal & Telecom,C00036,26.9,2012,13,4,4,2024-09-22,2025-04-30,3,97.4,High,Active
AST005975,Telecom Cable,Signal & Telecom,C00007,68.4,2015,10,5,4,2024-12-29,2025-10-12,4,98.8,High,Active
AST005976,Point Machine,Signal & Telecom,C00028,134.8,1992,33,3,2,2025-04-08,2026-02-09,8,93.5,Low,Active
AST005977,Axle Counter,Signal & Telecom,C00012,42.3,1994,31,3,3,2025-05-25,2026-03-01,7,92.7,Medium,Active
AST005978,Signal,Signal & Telecom,C00065,58.2,2024,1,5,4,2024-08-03,2025-02-12,0,99.1,High,Active
AST005979,Track Circuit,Signal & Telecom,C00006,18.3,1977,48,2,3,2024-04-10,2024-11-08,10,90.3,Medium,Decommissioned
AST005980,Signal,Signal & Telecom,C00040,30.4,2001,24,4,2,2024-12-17,2026-01-03,4,96.0,Low,Active
AST005981,Level Crossing Signal,Signal & Telecom,C00099,12.3,1984,41,3,2,2024-10-24,2025-10-28,7,92.0,Low,Active
AST005982,Point Machine,Signal & Telecom,C00015,62.0,2015,10,4,4,2025-02-05,2025-11-20,1,97.3,High,Active
AST005983,Axle Counter,Signal & Telecom,C00019,9.4,2014,11,3,4,2025-05-18,2025-11-22,6,96.6,High,Active
AST005984,Relay,Signal & Telecom,C00057,103.2,2019,6,5,3,2025-03-02,2025-10-27,1,99.1,Medium,Active
AST005985,Track Circuit,Signal & Telecom,C00071,5.8,1982,43,3,4,2024-05-30,2025-02-16,10,92.3,High,Active
AST005986,Optical Fiber,Signal & Telecom,C00056,26.8,2022,3,4,2,2024-07-02,2025-05-24,0,97.0,Low,Active
AST005987,Relay,Signal & Telecom,C00094,64.5,1981,44,3,3,2025-04-23,2026-02-27,7,92.8,Medium,Active
AST005988,Optical Fiber,Signal & Telecom,C00077,44.1,2014,11,5,5,2025-06-11,2026-03-04,0,97.3,High,Active
AST005989,Point Machine,Signal & Telecom,C00063,137.4,1978,47,3,2,2025-05-10,2026-03-11,9,92.0,Low,Active
AST005990,Point Machine,Signal & Telecom,C00009,85.4,2008,17,5,2,2025-05-15,2026-04-16,3,96.7,Low,Active
AST005991,Relay,Signal & Telecom,C00020,64.8,2024,1,5,2,2025-05-15,2026-03-07,1,100.1,Low,Active
AST005992,Relay,Signal & Telecom,C00052,114.5,2008,17,5,3,2025-04-19,2026-01-18,1,97.5,Medium,Active
AST005993,Axle Counter,Signal & Telecom,C00005,40.3,2021,4,5,3,2025-04-05,2025-11-04,0,99.0,Medium,Active
AST005994,Interlocking,Signal & Telecom,C00100,6.3,2024,1,4,2,2024-12-11,2025-10-21,2,98.3,Low,Active
AST005995,Point Machine,Signal & Telecom,C00023,17.4,2022,3,5,2,2025-02-25,2025-10-20,0,99.3,Low,Active
AST005996,Track Circuit,Signal & Telecom,C00084,293.6,1998,27,4,4,2024-10-17,2025-06-30,5,94.8,High,Active
AST005997,Telecom Cable,Signal & Telecom,C00013,65.4,2022,3,5,3,2024-03-13,2024-12-19,1,98.3,Medium,Active
AST005998,Point Machine,Signal & Telecom,C00076,128.6,2024,1,5,3,2024-10-07,2025-06-15,3,98.6,Medium,Active
AST005999,Level Crossing Signal,Signal & Telecom,C00095,23.9,2017,8,4,2,2025-06-10,2026-04-08,2,97.2,Low,Active
AST006000,Optical Fiber,Signal & Telecom,C00084,185.1,2005,20,4,4,2025-05-08,2026-03-08,2,96.9,High,Active
AST006001,Signal,Signal & Telecom,C00075,39.8,2023,2,4,1,2024-08-12,2025-07-13,2,97.4,Low,Active
AST006002,Interlocking,Signal & Telecom,C00098,1.3,2007,18,5,3,2025-05-27,2026-02-27,6,97.3,Medium,Active
AST006003,Interlocking,Signal & Telecom,C00033,69.8,2017,8,4,2,2024-02-04,2024-11-06,4,97.9,Low,Active
AST006004,Relay,Signal & Telecom,C00033,46.2,2012,13,4,3,2025-06-08,2026-02-28,2,95.8,Medium,Active
AST006005,Track Circuit,Signal & Telecom,C00088,42.9,2014,11,4,4,2025-04-10,2025-12-20,1,96.0,High,Active
AST006006,Level Crossing Signal,Signal & Telecom,C00025,242.2,2020,5,5,3,2024-10-03,2025-08-06,1,99.2,Medium,Active
AST006007,Telecom Cable,Signal & Telecom,C00008,65.5,2012,13,5,5,2025-06-03,2025-12-10,1,97.3,High,Active
AST006008,Interlocking,Signal & Telecom,C00092,43.3,2014,11,4,4,2024-11-06,2025-06-12,1,96.5,High,Active
AST006009,Track Circuit,Signal & Telecom,C00100,6.5,2020,5,4,4,2025-02-14,2025-10-18,4,96.9,High,Active
AST006010,Signal,Signal & Telecom,C00015,53.8,2022,3,4,2,2024-12-04,2025-10-29,0,98.4,Low,Active
AST006011,Interlocking,Signal & Telecom,C00084,277.8,2007,18,4,4,2024-11-07,2025-06-03,4,96.6,High,Active
AST006012,Track Circuit,Signal & Telecom,C00038,145.0,2014,11,4,2,2024-08-16,2025-07-26,4,96.8,Low,Active
AST006013,Signal,Signal & Telecom,C00006,5.1,2010,15,4,5,2025-03-01,2025-10-14,3,97.0,High,Active
AST006014,Point Machine,Signal & Telecom,C00057,108.3,2023,2,4,3,2024-10-31,2025-08-31,3,98.2,Medium,Active
AST006015,Level Crossing Signal,Signal & Telecom,C00061,48.1,2004,21,5,2,2025-05-27,2026-04-18,1,96.3,Low,Active
AST006016,Point Machine,Signal & Telecom,C00038,97.1,1995,30,3,3,2025-04-30,2026-05-02,7,93.9,Medium,Active
AST006017,Point Machine,Signal & Telecom,C00090,81.1,2007,18,4,2,2024-07-04,2025-05-16,5,95.6,Low,Active
AST006018,Signal,Signal & Telecom,C00100,0.2,1987,38,2,3,2025-04-26,2026-03-11,9,90.5,Medium,Active
AST006019,Track Circuit,Signal & Telecom,C00086,179.1,2000,25,1,4,2024-09-11,2025-04-22,7,91.5,High,Active
AST006020,Axle Counter,Signal & Telecom,C00067,84.0,2009,16,4,2,2025-02-28,2026-01-12,5,96.6,Low,Active
AST006021,Relay,Signal & Telecom,C00053,94.8,2019,6,5,3,2024-10-15,2025-06-21,1,99.7,Medium,Active
AST006022,Optical Fiber,Signal & Telecom,C00017,2.2,2019,6,4,3,2025-02-15,2025-11-26,3,96.7,Medium,Active
AST006023,Axle Counter,Signal & Telecom,C00014,37.0,1975,50,4,2,2024-10-10,2025-10-02,8,92.4,Low,Active
AST006024,Point Machine,Signal & Telecom,C00044,11.5,1997,28,4,1,2024-11-10,2025-10-07,3,94.3,Low,Active
AST006025,Optical Fiber,Signal & Telecom,C00037,0.8,2014,11,4,5,2024-08-15,2025-04-25,1,97.4,High,Active
AST006026,Axle Counter,Signal & Telecom,C00058,29.6,2011,14,4,4,2025-04-17,2026-01-19,5,95.7,High,Active
AST006027,Telecom Cable,Signal & Telecom,C00036,19.3,2008,17,5,4,2024-05-12,2024-10-20,2,96.6,High,Active
AST006028,Interlocking,Signal & Telecom,C00064,12.0,1991,34,3,4,2025-01-02,2025-09-16,4,92.4,High,Active
AST006029,Level Crossing Signal,Signal & Telecom,C00008,133.4,2014,11,4,2,2024-07-31,2025-06-26,3,96.8,Low,Active
AST006030,Point Machine,Signal & Telecom,C00087,80.3,1986,39,2,2,2024-11-06,2025-08-27,8,91.9,Low,Active
AST006031,Telecom Cable,Signal & Telecom,C00092,56.5,2000,25,4,3,2024-10-18,2025-09-02,3,95.5,Medium,Active
AST006032,Signal,Signal & Telecom,C00087,47.3,2007,18,4,1,2025-05-02,2026-01-29,2,97.1,Low,Active
AST006033,Track Circuit,Signal & Telecom,C00006,5.3,2012,13,5,4,2024-10-19,2025-05-01,3,97.5,High,Active
AST006034,Track Circuit,Signal & Telecom,C00052,78.4,2008,17,5,3,2025-05-06,2026-01-19,3,98.0,Medium,Active
AST006035,Signal,Signal & Telecom,C00012,97.8,2016,9,4,2,2024-07-13,2025-04-22,4,97.6,Low,Active
AST006036,Optical Fiber,Signal & Telecom,C00086,137.8,2009,16,5,2,2024-08-23,2025-06-13,4,96.8,Low,Active
AST006037,Signal,Signal & Telecom,C00031,2.7,2016,9,3,4,2024-12-12,2025-05-30,3,96.8,High,Active
AST006038,Relay,Signal & Telecom,C00056,19.8,2015,10,4,3,2025-04-16,2026-04-19,2,96.8,Medium,Active
AST006039,Relay,Signal & Telecom,C00066,37.2,2000,25,4,1,2025-04-17,2026-04-08,6,96.0,Low,Active
AST006040,Optical Fiber,Signal & Telecom,C00059,222.4,1976,49,1,2,2025-06-04,2026-02-21,12,88.8,Low,Active
AST006041,Relay,Signal & Telecom,C00087,182.0,2023,2,5,1,2024-12-14,2026-01-08,3,99.8,Low,Active
AST006042,Axle Counter,Signal & Telecom,C00075,99.4,2010,15,4,2,2025-05-25,2026-05-05,6,96.8,Low,Active
AST006043,Level Crossing Signal,Signal & Telecom,C00008,43.3,2017,8,4,4,2025-03-12,2025-12-14,2,98.3,High,Active
AST006044,Interlocking,Signal & Telecom,C00064,165.2,2019,6,4,4,2025-05-11,2026-02-07,4,97.2,High,Active
AST006045,Signal,Signal & Telecom,C00088,45.1,2021,4,5,4,2025-04-17,2025-11-12,0,98.7,High,Active
AST006046,Level Crossing Signal,Signal & Telecom,C00052,189.8,2019,6,3,2,2024-03-19,2025-02-04,2,96.4,Low,Active
AST006047,Axle Counter,Signal & Telecom,C00085,130.1,1987,38,3,2,2024-11-03,2025-08-08,8,92.8,Low,Active
AST006048,Optical Fiber,Signal & Telecom,C00044,17.3,2002,23,4,2,2025-05-05,2026-03-12,4,96.5,Low,Decommissioned
AST006049,Telecom Cable,Signal & Telecom,C00100,4.0,2023,2,4,3,2025-03-19,2026-01-25,4,98.8,Medium,Active
AST006050,Telecom Cable,Signal & Telecom,C00070,28.7,2016,9,5,3,2024-03-21,2025-02-03,1,99.0,Medium,Active
AST006051,Level Crossing Signal,Signal & Telecom,C00084,57.6,2020,5,4,3,2025-04-13,2026-01-12,2,98.1,Medium,Active
AST006052,Telecom Cable,Signal & Telecom,C00005,24.1,2011,14,4,4,2025-01-24,2025-11-28,7,95.9,High,Decommissioned
AST006053,Optical Fiber,Signal & Telecom,C00095,8.1,2002,23,4,4,2025-01-11,2025-10-04,7,96.2,High,Active
AST006054,Optical Fiber,Signal & Telecom,C00067,106.5,2022,3,4,3,2025-05-12,2026-01-30,2,98.9,Medium,Active
AST006055,Telecom Cable,Signal & Telecom,C00015,41.8,2024,1,5,4,2025-02-05,2025-10-13,3,98.6,High,Active
AST006056,Telecom Cable,Signal & Telecom,C00023,9.0,2021,4,5,3,2025-02-19,2025-12-28,1,99.8,Medium,Decommissioned
AST006057,Axle Counter,Signal & Telecom,C00033,29.6,1986,39,3,2,2025-06-09,2026-01-20,7,92.5,Low,Active
AST006058,Interlocking,Signal & Telecom,C00037,29.6,2020,5,4,4,2025-04-12,2025-12-11,3,98.2,High,Active
AST006059,Telecom Cable,Signal & Telecom,C00042,65.8,2019,6,5,1,2024-09-05,2025-09-19,1,98.3,Low,Active
AST006060,Signal,Signal & Telecom,C00036,47.4,2006,19,4,2,2025-06-09,2026-03-13,4,95.2,Low,Active
AST006061,Point Machine,Signal & Telecom,C00040,104.9,2017,8,5,3,2025-05-09,2026-02-23,1,97.9,Medium,Active
AST006062,Relay,Signal & Telecom,C00023,8.7,2020,5,5,3,2024-11-30,2025-10-31,1,98.6,Medium,Active
AST006063,Signal,Signal & Telecom,C00007,12.1,2014,11,3,3,2024-10-12,2025-06-07,5,96.1,Medium,Active
AST006064,Axle Counter,Signal & Telecom,C00009,28.4,2019,6,5,3,2024-06-11,2025-04-19,1,98.7,Medium,Decommissioned
AST006065,Signal,Signal & Telecom,C00003,61.2,1987,38,3,3,2025-04-10,2025-10-31,9,92.2,Medium,Active
AST006066,Optical Fiber,Signal & Telecom,C00051,7.6,2016,9,5,4,2024-01-03,2024-08-29,1,97.4,High,Active
AST006067,Axle Counter,Signal & Telecom,C00057,63.4,2013,12,4,3,2025-02-28,2025-10-20,2,96.2,Medium,Active
AST006068,Level Crossing Signal,Signal & Telecom,C00051,57.7,2022,3,5,3,2024-01-20,2024-12-02,0,99.5,Medium,Active
AST006069,Point Machine,Signal & Telecom,C00079,54.0,2008,17,3,2,2024-04-23,2025-03-27,6,94.8,Low,Decommissioned
AST006070,Axle Counter,Signal & Telecom,C00033,80.6,2016,9,5,3,2025-05-02,2026-02-05,2,98.7,Medium,Active
AST006071,Telecom Cable,Signal & Telecom,C00084,176.1,2019,6,5,2,2025-05-30,2026-03-26,2,98.5,Low,Active
AST006072,Relay,Signal & Telecom,C00035,87.4,2014,11,5,3,2025-05-03,2026-03-16,1,97.4,Medium,Active
AST006073,Axle Counter,Signal & Telecom,C00098,2.8,2011,14,4,2,2025-05-11,2026-02-26,5,97.0,Low,Active
AST006074,Signal,Signal & Telecom,C00043,16.2,1996,29,2,3,2024-06-05,2025-02-23,6,93.3,Medium,Active
AST006075,Signal,Signal & Telecom,C00019,82.0,2004,21,4,4,2025-05-15,2026-02-08,5,96.7,High,Decommissioned
AST006076,Axle Counter,Signal & Telecom,C00034,19.0,2011,14,5,3,2025-06-05,2026-03-11,2,97.3,Medium,Active
AST006077,Relay,Signal & Telecom,C00097,31.3,2019,6,4,4,2025-05-29,2026-02-02,0,97.3,High,Active
AST006078,Signal,Signal & Telecom,C00017,2.5,2016,9,3,3,2025-01-05,2025-10-07,4,96.3,Medium,Active
AST006079,Optical Fiber,Signal & Telecom,C00055,42.0,2021,4,4,2,2024-04-01,2025-02-21,3,98.3,Low,Active
AST006080,Axle Counter,Signal & Telecom,C00052,102.1,1979,46,2,3,2025-02-08,2025-10-30,10,89.8,Medium,Active
AST006081,Signal,Signal & Telecom,C00016,17.7,2022,3,4,4,2024-08-28,2025-05-01,1,97.2,High,Active
AST006082,Relay,Signal & Telecom,C00073,43.6,1990,35,3,2,2024-11-12,2025-09-06,5,93.0,Low,Active
AST006083,Signal,Signal & Telecom,C00064,67.9,2019,6,5,2,2025-03-14,2026-02-21,1,98.8,Low,Active
AST006084,Track Circuit,Signal & Telecom,C00057,6.9,2010,15,4,3,2024-12-30,2025-08-05,4,96.4,Medium,Active
AST006085,Point Machine,Signal & Telecom,C00043,9.2,2001,24,4,3,2025-03-15,2025-12-13,5,95.7,Medium,Active
