task_id,asset_id,asset_type,corridor_id,location_km,defect_or_task,defect_category,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,weather_sensitive,possession_required,status
TMS002674,AST002648,Crossing,C00090,7.7,Gauge defect,Track Geometry,Medium,2,3,2,2025-05-07,2025-05-24,0,123,2,Preventive,No,Yes,Completed
TMS002675,AST001123,Crossing,C00029,74.3,Track geometry defect,Track Geometry,Medium,3,2,2,2025-06-08,2025-07-03,0,170,2,Preventive,No,Yes,Completed
TMS002676,AST002363,Ballast,C00014,20.6,Scheduled inspection,Inspection,Medium,3,3,1,2025-06-22,2025-07-11,0,66,2,Inspection,No,Yes,Open
TMS002677,AST000225,Track,C00048,44.7,Preventive maintenance,Preventive,Low,3,1,2,2025-05-30,2025-07-02,0,49,4,Preventive,No,Yes,In Progress
TMS002678,AST003748,Track,C00056,8.8,Gauge defect,Track Geometry,Medium,2,2,1,2025-03-28,2025-04-17,75,187,4,Preventive,No,Yes,Scheduled
TMS002679,AST000825,Switch,C00026,252.4,Weld defect,Rail Defect,High,3,2,1,2025-06-30,2025-07-11,0,103,2,Corrective,No,Yes,Scheduled
TMS002680,AST004025,Track,C00092,62.4,Rail wear,Rail Defect,High,4,5,2,2025-05-23,2025-05-31,31,163,3,Corrective,No,No,Open
TMS002681,AST000377,Switch,C00092,3.9,Sleeper damage,Sleeper Defect,High,4,3,1,2025-05-23,2025-06-01,30,140,3,Corrective,No,Yes,Open
TMS002682,AST004791,Switch,C00081,30.7,Sleeper damage,Sleeper Defect,Medium,3,2,2,2025-05-18,2025-06-12,19,74,3,Preventive,Yes,Yes,In Progress
TMS002683,AST003168,Rail,C00079,20.0,Preventive maintenance,Preventive,Medium,4,3,2,2025-04-12,2025-05-05,0,72,3,Preventive,No,Yes,Completed
TMS002684,AST002933,Turnout,C00023,7.8,Sleeper damage,Sleeper Defect,Low,1,1,1,2025-02-09,2025-03-18,105,97,3,Preventive,No,Yes,Open
TMS002685,AST003746,Bridge,C00062,7.8,Drainage issue,Drainage,Medium,1,4,2,2025-03-30,2025-04-22,0,112,3,Preventive,Yes,No,Completed
TMS002686,AST001465,Switch,C00046,11.3,Drainage issue,Drainage,Critical,3,5,4,2025-06-23,2025-06-27,0,136,3,Corrective,Yes,Yes,Completed
TMS002687,AST004565,Crossing,C00035,64.6,Weld defect,Rail Defect,Low,4,1,1,2025-06-29,2025-08-26,0,118,3,Preventive,No,Yes,Open
TMS002688,AST000835,Crossing,C00070,5.9,Track geometry defect,Track Geometry,Medium,3,2,2,2025-05-10,2025-06-05,26,187,4,Preventive,Yes,No,Open
TMS002689,AST003446,Sleeper,C00083,66.7,Drainage issue,Drainage,Medium,2,2,3,2025-02-15,2025-03-12,111,51,2,Preventive,No,Yes,Scheduled
TMS002690,AST004544,Ballast,C00028,70.7,Alignment defect,Track Geometry,Medium,2,3,3,2025-05-21,2025-06-10,21,213,4,Preventive,Yes,Yes,Open
TMS002691,AST004980,Crossing,C00010,27.0,Turnout wear,Turnout/Switch Defect,Low,1,2,1,2025-05-17,2025-06-16,15,267,4,Preventive,No,Yes,Deferred
TMS002692,AST004260,Ballast,C00033,12.9,Weld defect,Rail Defect,High,4,4,2,2025-02-01,2025-02-15,136,135,3,Corrective,No,No,Open
TMS002693,AST002106,Weld,C00062,2.3,Weld defect,Rail Defect,High,2,5,3,2025-05-05,2025-05-17,45,138,1,Corrective,Yes,Yes,Open
TMS002694,AST004198,Sleeper,C00019,150.1,Drainage issue,Drainage,Medium,3,2,2,2025-06-29,2025-07-26,0,74,3,Preventive,Yes,Yes,Scheduled
TMS002695,AST001548,Crossing,C00089,71.9,Preventive maintenance,Preventive,Critical,1,5,3,2025-06-25,2025-06-30,1,115,3,Preventive,No,Yes,Deferred
TMS002696,AST004926,Bridge,C00089,8.5,Rail crack,Rail Defect,Medium,1,2,2,2025-05-29,2025-06-23,8,248,3,Preventive,Yes,Yes,Open
TMS002697,AST004578,Ballast,C00021,28.6,Alignment defect,Track Geometry,Low,1,1,1,2025-05-02,2025-06-18,0,208,4,Preventive,Yes,Yes,Completed
TMS002698,AST002554,Bridge,C00001,249.5,Alignment defect,Track Geometry,Medium,2,1,2,2025-03-12,2025-04-06,86,119,3,Preventive,Yes,Yes,Open
TMS002699,AST000351,Rail,C00088,31.9,Rail wear,Rail Defect,Medium,4,2,1,2025-03-30,2025-04-20,0,164,2,Preventive,No,Yes,Completed
TMS002700,AST004267,Rail,C00043,3.2,Sleeper damage,Sleeper Defect,Critical,4,4,2,2025-05-23,2025-05-29,33,90,3,Corrective,No,Yes,Open
TMS002701,AST004591,Switch,C00093,82.3,Rail wear,Rail Defect,High,4,3,2,2025-06-17,2025-06-28,3,144,4,Corrective,No,Yes,Scheduled
TMS002702,AST003799,Ballast,C00080,63.0,Weld defect,Rail Defect,Medium,2,3,2,2025-06-27,2025-07-17,0,115,3,Preventive,No,Yes,Scheduled
TMS002703,AST001077,Turnout,C00032,20.6,Drainage issue,Drainage,Medium,5,2,1,2025-06-15,2025-07-10,0,139,3,Preventive,Yes,Yes,Open
TMS002704,AST001957,Sleeper,C00035,10.9,Sleeper damage,Sleeper Defect,Medium,2,3,2,2025-03-08,2025-04-04,88,126,4,Preventive,No,Yes,Open
TMS002705,AST002803,Bridge,C00013,58.9,Preventive maintenance,Preventive,Critical,4,5,3,2025-05-03,2025-05-09,53,78,1,Preventive,No,Yes,In Progress
TMS002706,AST004938,Weld,C00046,12.5,Ballast deficiency,Ballast Defect,High,5,4,3,2025-06-01,2025-06-15,16,177,4,Corrective,No,Yes,Scheduled
TMS002707,AST000864,Bridge,C00025,368.0,Weld defect,Rail Defect,Medium,3,2,2,2025-05-06,2025-05-25,37,169,5,Preventive,Yes,Yes,Open
TMS002708,AST003449,Rail,C00093,80.9,Weld defect,Rail Defect,Medium,4,2,2,2025-05-27,2025-06-20,0,142,3,Preventive,Yes,Yes,Completed
TMS002709,AST002318,Crossing,C00031,56.0,Corrective maintenance,Corrective,High,3,4,4,2025-03-15,2025-03-26,97,256,3,Corrective,No,Yes,Scheduled
TMS002710,AST001588,Bridge,C00079,3.2,Gauge defect,Track Geometry,Medium,2,3,2,2025-05-26,2025-06-22,9,109,3,Preventive,No,No,Open
TMS002711,AST003220,Sleeper,C00059,215.2,Alignment defect,Track Geometry,Low,1,4,1,2025-05-03,2025-06-19,0,231,3,Preventive,Yes,Yes,Completed
TMS002712,AST001160,Switch,C00036,32.7,Weld defect,Rail Defect,Low,2,2,2,2025-03-02,2025-04-12,80,151,2,Preventive,No,Yes,Scheduled
TMS002713,AST003450,Crossing,C00066,35.5,Alignment defect,Track Geometry,Medium,3,2,2,2025-06-01,2025-06-25,6,220,4,Preventive,Yes,Yes,Open
TMS002714,AST003041,Weld,C00053,5.0,Ballast deficiency,Ballast Defect,Medium,3,3,2,2025-05-12,2025-06-08,0,146,5,Preventive,No,Yes,Completed
TMS002715,AST004137,Sleeper,C00077,42.7,Rail crack,Rail Defect,Medium,1,3,1,2025-06-14,2025-07-09,0,189,5,Preventive,Yes,Yes,Open
TMS002716,AST001123,Crossing,C00029,74.3,Gauge defect,Track Geometry,Low,1,3,2,2025-04-03,2025-05-05,0,161,5,Preventive,No,Yes,Completed
TMS002717,AST003571,Turnout,C00017,1.5,Track geometry defect,Track Geometry,High,3,3,2,2025-06-28,2025-07-05,0,223,2,Corrective,Yes,Yes,Open
TMS002718,AST001506,Ballast,C00043,15.3,Rail crack,Rail Defect,Low,2,2,2,2025-06-13,2025-08-06,0,170,2,Preventive,Yes,Yes,In Progress
TMS002719,AST004215,Ballast,C00098,1.8,Turnout wear,Turnout/Switch Defect,Medium,3,3,2,2025-03-09,2025-03-26,97,194,4,Preventive,No,Yes,Scheduled
TMS002720,AST004323,Crossing,C00100,2.6,Turnout wear,Turnout/Switch Defect,High,3,3,2,2025-03-21,2025-03-31,92,242,4,Corrective,No,Yes,Open
TMS002721,AST002520,Weld,C00039,9.2,Sleeper damage,Sleeper Defect,Medium,3,4,1,2025-06-06,2025-06-27,4,165,3,Preventive,No,Yes,In Progress
TMS002722,AST003440,Weld,C00065,20.7,Scheduled inspection,Inspection,Medium,3,2,2,2025-06-17,2025-07-14,0,91,2,Inspection,No,Yes,Scheduled
TMS002723,AST003397,Weld,C00067,51.3,Preventive maintenance,Preventive,Medium,2,3,2,2025-06-10,2025-07-03,0,61,1,Preventive,No,Yes,Scheduled
TMS002724,AST001461,Switch,C00077,7.0,Rail crack,Rail Defect,Low,4,2,1,2025-05-09,2025-06-18,0,262,5,Preventive,Yes,Yes,Completed
TMS002725,AST003678,Weld,C00079,39.3,Track geometry defect,Track Geometry,Low,2,1,1,2025-05-09,2025-06-26,0,144,2,Preventive,Yes,Yes,Completed
TMS002726,AST003681,Weld,C00079,0.8,Ballast deficiency,Ballast Defect,High,2,4,1,2025-03-18,2025-03-28,95,159,2,Corrective,Yes,Yes,Open
TMS002727,AST004821,Bridge,C00027,93.5,Preventive maintenance,Preventive,Medium,1,2,1,2025-02-17,2025-03-08,0,91,2,Preventive,Yes,Yes,Completed
TMS002728,AST003885,Bridge,C00006,6.8,Alignment defect,Track Geometry,Medium,3,3,2,2025-06-16,2025-07-02,0,145,3,Preventive,Yes,Yes,Scheduled
TMS002729,AST002541,Crossing,C00022,201.6,Track geometry defect,Track Geometry,High,2,4,3,2025-06-25,2025-07-05,0,214,4,Corrective,Yes,Yes,In Progress
TMS002730,AST004589,Weld,C00035,19.0,Rail crack,Rail Defect,High,5,5,3,2025-06-25,2025-07-08,0,188,3,Corrective,Yes,Yes,Completed
TMS002731,AST000663,Bridge,C00094,170.7,Turnout wear,Turnout/Switch Defect,Medium,3,3,2,2025-03-02,2025-03-19,104,245,4,Preventive,Yes,Yes,Open
TMS002732,AST003046,Track,C00011,140.5,Alignment defect,Track Geometry,Medium,5,3,1,2025-06-30,2025-07-29,0,215,4,Preventive,Yes,Yes,Completed
TMS002733,AST002820,Track,C00027,47.6,Alignment defect,Track Geometry,Medium,3,2,1,2025-05-29,2025-06-22,0,169,2,Preventive,Yes,Yes,Completed
TMS002734,AST004696,Turnout,C00072,63.1,Scheduled inspection,Inspection,Low,1,1,2,2025-06-27,2025-08-18,0,76,4,Inspection,No,Yes,Deferred
TMS002735,AST004255,Sleeper,C00059,33.7,Scheduled inspection,Inspection,Medium,3,3,1,2025-03-31,2025-04-29,63,46,3,Inspection,No,Yes,Open
TMS002736,AST005105,Crossing,C00036,4.7,Alignment defect,Track Geometry,Medium,2,3,2,2025-05-31,2025-06-28,3,168,5,Preventive,Yes,Yes,Scheduled
TMS002737,AST000540,Crossing,C00051,58.8,Gauge defect,Track Geometry,Medium,1,2,2,2025-02-09,2025-03-06,0,150,3,Preventive,No,Yes,Completed
TMS002738,AST003716,Ballast,C00057,103.2,Scheduled inspection,Inspection,High,3,3,2,2025-06-19,2025-06-29,2,104,4,Inspection,No,No,Open
TMS002739,AST004037,Turnout,C00085,125.4,Alignment defect,Track Geometry,Medium,4,2,2,2025-03-08,2025-03-24,0,183,3,Preventive,Yes,Yes,Completed
TMS002740,AST004886,Crossing,C00031,36.2,Scheduled inspection,Inspection,High,4,4,4,2025-05-22,2025-05-31,0,115,2,Inspection,No,No,Completed
TMS002741,AST003453,Sleeper,C00023,15.9,Drainage issue,Drainage,Critical,5,4,3,2025-05-31,2025-06-05,0,108,3,Corrective,Yes,Yes,Completed
TMS002742,AST003502,Bridge,C00033,2.5,Drainage issue,Drainage,Critical,4,4,4,2025-06-29,2025-07-04,0,136,2,Corrective,Yes,Yes,Completed
TMS002743,AST000511,Sleeper,C00042,47.1,Gauge defect,Track Geometry,Medium,4,3,1,2025-06-20,2025-07-09,0,154,3,Preventive,No,Yes,In Progress
TMS002744,AST002391,Rail,C00046,0.5,Scheduled inspection,Inspection,Low,1,1,2,2025-06-20,2025-08-14,0,50,2,Inspection,Yes,No,In Progress
TMS002745,AST000798,Weld,C00006,9.5,Turnout wear,Turnout/Switch Defect,Low,1,1,2,2025-05-03,2025-06-04,27,271,4,Preventive,No,Yes,Open
TMS002746,AST003924,Ballast,C00030,22.6,Gauge defect,Track Geometry,Low,2,2,1,2025-05-02,2025-06-14,17,167,3,Preventive,No,Yes,Open
TMS002747,AST001456,Ballast,C00085,56.9,Rail wear,Rail Defect,Medium,3,3,1,2025-03-02,2025-03-23,100,129,2,Preventive,No,Yes,Scheduled
TMS002748,AST000152,Sleeper,C00080,13.1,Weld defect,Rail Defect,Medium,2,3,2,2025-06-06,2025-06-29,0,94,2,Preventive,No,Yes,Completed
TMS002749,AST000708,Sleeper,C00049,115.1,Track geometry defect,Track Geometry,Critical,3,3,5,2025-06-11,2025-06-16,15,169,2,Corrective,No,Yes,Deferred
TMS002750,AST001949,Bridge,C00025,47.9,Ballast deficiency,Ballast Defect,Low,3,2,2,2025-06-21,2025-08-04,0,103,3,Preventive,Yes,Yes,Scheduled
TMS002751,AST000771,Crossing,C00065,32.2,Track geometry defect,Track Geometry,Critical,4,5,4,2025-06-05,2025-06-08,0,203,3,Corrective,Yes,Yes,Completed
TMS002752,AST000803,Switch,C00008,53.9,Corrective maintenance,Corrective,High,3,3,1,2025-03-05,2025-03-19,0,273,2,Corrective,No,No,Completed
TMS002753,AST001694,Rail,C00009,43.4,Rail wear,Rail Defect,Medium,2,2,1,2025-05-11,2025-05-26,36,120,4,Preventive,No,Yes,Open
TMS002754,AST000284,Turnout,C00017,3.0,Turnout wear,Turnout/Switch Defect,Low,2,1,1,2025-04-07,2025-05-22,40,198,6,Preventive,Yes,Yes,Open
TMS002755,AST002207,Bridge,C00064,44.7,Weld defect,Rail Defect,Medium,3,2,2,2025-06-14,2025-07-10,0,146,2,Preventive,No,Yes,Open
TMS002756,AST000823,Sleeper,C00069,192.2,Rail wear,Rail Defect,Low,2,2,1,2025-03-10,2025-04-11,81,130,3,Preventive,Yes,Yes,Scheduled
TMS002757,AST003571,Turnout,C00017,1.5,Rail crack,Rail Defect,Low,2,2,1,2025-06-23,2025-07-31,0,287,5,Preventive,No,Yes,Open
TMS002758,AST002946,Rail,C00032,7.7,Preventive maintenance,Preventive,Low,1,2,1,2025-06-11,2025-07-31,0,88,2,Preventive,No,Yes,In Progress
TMS002759,AST002725,Crossing,C00089,88.5,Weld defect,Rail Defect,Low,1,2,2,2025-06-08,2025-07-23,0,139,4,Preventive,No,Yes,Open
TMS002760,AST001251,Turnout,C00022,63.0,Gauge defect,Track Geometry,High,3,4,3,2025-06-08,2025-06-22,9,180,3,Corrective,No,Yes,In Progress
TMS002761,AST001071,Rail,C00058,39.2,Preventive maintenance,Preventive,High,3,3,2,2025-05-06,2025-05-20,42,53,2,Preventive,No,Yes,Open
TMS002762,AST000859,Bridge,C00023,31.6,Drainage issue,Drainage,Low,4,2,2,2025-06-11,2025-07-29,0,60,3,Preventive,Yes,Yes,Open
TMS002763,AST005091,Turnout,C00096,83.1,Rail crack,Rail Defect,Medium,2,3,3,2025-06-15,2025-07-08,0,179,4,Preventive,Yes,Yes,Scheduled
TMS002764,AST002522,Track,C00100,4.2,Scheduled inspection,Inspection,Medium,3,3,2,2025-06-15,2025-07-11,0,48,1,Inspection,No,No,In Progress
TMS002765,AST003848,Ballast,C00081,13.6,Ballast deficiency,Ballast Defect,High,2,3,2,2025-06-30,2025-07-11,0,144,3,Corrective,Yes,Yes,Scheduled
TMS002766,AST001246,Rail,C00093,55.2,Gauge defect,Track Geometry,Low,3,1,2,2025-06-11,2025-08-04,0,182,5,Preventive,No,Yes,Open
TMS002767,AST001618,Crossing,C00034,7.4,Scheduled inspection,Inspection,Medium,3,3,2,2025-03-03,2025-03-27,96,87,2,Inspection,No,No,Open
TMS002768,AST003946,Sleeper,C00010,51.8,Rail wear,Rail Defect,Medium,2,2,2,2025-06-04,2025-06-25,6,171,4,Preventive,No,Yes,Scheduled
TMS002769,AST001040,Weld,C00081,78.8,Drainage issue,Drainage,Medium,3,3,2,2025-06-11,2025-06-30,1,126,4,Preventive,Yes,No,In Progress
TMS002770,AST004868,Turnout,C00038,101.8,Gauge defect,Track Geometry,Low,2,2,2,2025-06-14,2025-07-14,0,190,5,Preventive,No,Yes,Scheduled
TMS002771,AST004242,Ballast,C00054,12.1,Rail crack,Rail Defect,Medium,3,2,1,2025-03-05,2025-03-28,0,126,2,Preventive,No,Yes,Completed
TMS002772,AST000662,Turnout,C00046,19.1,Scheduled inspection,Inspection,Low,3,2,1,2025-06-01,2025-07-16,0,63,3,Inspection,No,Yes,Completed
TMS002773,AST001118,Turnout,C00013,112.4,Weld defect,Rail Defect,Low,2,2,2,2025-06-12,2025-07-29,0,139,3,Preventive,No,Yes,Scheduled
TMS002774,AST001815,Weld,C00098,2.6,Alignment defect,Track Geometry,Low,2,2,1,2025-05-08,2025-07-05,0,194,5,Preventive,Yes,Yes,Open
TMS002775,AST002663,Turnout,C00007,40.0,Corrective maintenance,Corrective,Low,2,1,1,2025-06-12,2025-07-26,0,248,4,Corrective,No,Yes,Scheduled
TMS002776,AST004981,Sleeper,C00079,13.9,Alignment defect,Track Geometry,Critical,5,5,1,2025-05-03,2025-05-07,55,253,6,Corrective,Yes,Yes,Open
TMS002777,AST001405,Ballast,C00003,17.5,Scheduled inspection,Inspection,Low,3,2,1,2025-06-07,2025-07-17,0,108,5,Inspection,Yes,No,Scheduled
TMS002778,AST005135,Turnout,C00036,26.4,Scheduled inspection,Inspection,Low,2,1,1,2025-05-16,2025-07-10,0,88,3,Inspection,No,No,Scheduled
TMS002779,AST000325,Rail,C00057,120.4,Sleeper damage,Sleeper Defect,Low,2,1,1,2025-05-26,2025-06-29,2,157,4,Preventive,No,Yes,Open
TMS002780,AST005171,Weld,C00083,29.0,Gauge defect,Track Geometry,High,4,3,3,2025-02-01,2025-02-12,139,189,3,Corrective,No,Yes,Open
TMS002781,AST000091,Turnout,C00012,12.1,Preventive maintenance,Preventive,Low,2,2,1,2025-06-11,2025-07-25,0,44,3,Preventive,No,Yes,Open
TMS002782,AST003103,Sleeper,C00003,32.1,Rail crack,Rail Defect,Medium,5,2,2,2025-05-26,2025-06-25,6,142,3,Preventive,Yes,No,Open
TMS002783,AST001235,Sleeper,C00006,3.1,Ballast deficiency,Ballast Defect,Medium,4,3,3,2025-06-22,2025-07-07,0,80,2,Preventive,Yes,Yes,Open
TMS002784,AST003259,Track,C00025,82.5,Rail crack,Rail Defect,Low,2,2,2,2025-05-28,2025-07-12,0,106,2,Preventive,Yes,Yes,Completed
TMS002785,AST005032,Track,C00051,20.5,Gauge defect,Track Geometry,Medium,4,3,2,2025-05-24,2025-06-15,0,153,3,Preventive,No,Yes,Completed
TMS002786,AST000078,Rail,C00090,84.1,Weld defect,Rail Defect,Low,2,3,3,2025-06-11,2025-07-31,0,112,4,Preventive,No,Yes,Deferred
TMS002787,AST004732,Bridge,C00027,66.1,Alignment defect,Track Geometry,Critical,3,4,2,2025-06-11,2025-06-15,16,240,4,Corrective,Yes,No,Deferred
TMS002788,AST000874,Weld,C00039,28.2,Scheduled inspection,Inspection,Medium,2,2,1,2025-06-17,2025-07-11,0,63,2,Inspection,No,Yes,Scheduled
TMS002789,AST005114,Rail,C00052,143.8,Corrective maintenance,Corrective,High,5,4,2,2025-06-20,2025-07-03,0,360,6,Corrective,No,Yes,Open
TMS002790,AST002854,Bridge,C00094,108.2,Rail wear,Rail Defect,Medium,4,2,2,2025-06-17,2025-07-09,0,166,3,Preventive,No,Yes,Open
TMS002791,AST004787,Rail,C00038,97.9,Drainage issue,Drainage,Low,3,2,1,2025-06-30,2025-08-14,0,34,4,Preventive,Yes,Yes,Completed
TMS002792,AST004920,Switch,C00060,28.8,Ballast deficiency,Ballast Defect,Medium,4,3,3,2025-06-12,2025-07-04,0,116,4,Preventive,Yes,Yes,Completed
TMS002793,AST002533,Ballast,C00020,40.6,Corrective maintenance,Corrective,Medium,2,4,1,2025-06-11,2025-07-03,0,285,4,Corrective,No,Yes,Open
TMS002794,AST003507,Turnout,C00016,18.5,Gauge defect,Track Geometry,Low,2,2,1,2025-06-17,2025-08-05,0,183,4,Preventive,No,No,In Progress
TMS002795,AST002162,Weld,C00048,89.6,Sleeper damage,Sleeper Defect,Low,4,2,1,2025-04-22,2025-05-30,32,63,2,Preventive,No,Yes,Open
TMS002796,AST003438,Bridge,C00002,19.6,Scheduled inspection,Inspection,Low,3,1,1,2025-05-19,2025-07-05,0,59,1,Inspection,Yes,Yes,Open
TMS002797,AST002465,Crossing,C00071,13.1,Ballast deficiency,Ballast Defect,Medium,4,1,1,2025-04-16,2025-05-07,55,142,4,Preventive,No,No,Open
TMS002798,AST001501,Turnout,C00100,9.2,Sleeper damage,Sleeper Defect,Low,2,1,2,2025-05-23,2025-07-08,0,68,3,Preventive,No,Yes,In Progress
TMS002799,AST003044,Crossing,C00005,123.6,Ballast deficiency,Ballast Defect,Medium,2,4,2,2025-06-23,2025-07-22,0,119,4,Preventive,Yes,Yes,Completed
TMS002800,AST000115,Sleeper,C00075,4.3,Ballast deficiency,Ballast Defect,Low,2,2,2,2025-06-23,2025-08-04,0,167,3,Preventive,Yes,Yes,Open
TMS002801,AST003996,Switch,C00088,52.6,Alignment defect,Track Geometry,Medium,3,3,1,2025-05-16,2025-06-06,25,174,4,Preventive,Yes,Yes,Scheduled
TMS002802,AST002155,Ballast,C00026,340.4,Drainage issue,Drainage,High,4,3,1,2025-06-15,2025-06-26,5,183,4,Corrective,Yes,Yes,Scheduled
TMS002803,AST003534,Sleeper,C00001,262.0,Corrective maintenance,Corrective,Critical,3,5,3,2025-05-10,2025-05-14,48,338,4,Corrective,No,Yes,In Progress
TMS002804,AST001324,Crossing,C00032,17.6,Rail crack,Rail Defect,Low,2,2,1,2025-02-11,2025-03-30,93,117,4,Preventive,Yes,Yes,Open
TMS002805,AST001050,Crossing,C00049,21.9,Sleeper damage,Sleeper Defect,High,4,4,3,2025-05-12,2025-05-22,40,82,1,Corrective,No,Yes,Open
TMS002806,AST001898,Sleeper,C00027,106.5,Ballast deficiency,Ballast Defect,Low,2,1,1,2025-05-05,2025-06-06,25,148,3,Preventive,Yes,No,Scheduled
TMS002807,AST002202,Switch,C00098,2.0,Ballast deficiency,Ballast Defect,Low,2,3,1,2025-02-16,2025-03-30,93,167,4,Preventive,No,Yes,Open
TMS002808,AST000789,Switch,C00059,31.4,Rail wear,Rail Defect,Low,1,2,2,2025-03-12,2025-04-22,70,148,5,Preventive,No,Yes,In Progress
TMS002809,AST005009,Bridge,C00068,62.5,Track geometry defect,Track Geometry,Medium,3,1,3,2025-05-17,2025-06-06,25,175,3,Preventive,Yes,Yes,Open
TMS002810,AST001305,Track,C00003,15.2,Preventive maintenance,Preventive,Low,3,1,2,2025-05-13,2025-07-01,0,77,2,Preventive,No,Yes,Completed
TMS002811,AST002962,Track,C00081,50.4,Drainage issue,Drainage,Medium,3,2,2,2025-06-04,2025-06-28,3,104,4,Preventive,Yes,Yes,Open
TMS002812,AST001349,Turnout,C00018,25.6,Turnout wear,Turnout/Switch Defect,Medium,3,3,3,2025-04-09,2025-05-07,55,236,5,Preventive,No,Yes,Open
TMS002813,AST002800,Ballast,C00089,30.8,Rail wear,Rail Defect,Critical,4,5,4,2025-03-29,2025-04-04,88,195,3,Corrective,No,Yes,Scheduled
TMS002814,AST003896,Bridge,C00066,53.0,Alignment defect,Track Geometry,Low,2,2,2,2025-05-28,2025-07-06,0,156,2,Preventive,No,Yes,Open
TMS002815,AST000646,Sleeper,C00051,43.4,Track geometry defect,Track Geometry,High,2,2,3,2025-05-11,2025-05-25,37,174,4,Corrective,Yes,Yes,Open
TMS002816,AST003057,Crossing,C00070,17.0,Rail crack,Rail Defect,Medium,3,3,2,2025-03-20,2025-04-12,80,203,4,Preventive,Yes,Yes,Scheduled
TMS002817,AST001343,Switch,C00054,8.5,Alignment defect,Track Geometry,High,5,4,3,2025-06-05,2025-06-18,13,199,3,Corrective,Yes,No,In Progress
TMS002818,AST004772,Sleeper,C00091,190.3,Weld defect,Rail Defect,Low,3,1,1,2025-03-31,2025-05-09,0,178,4,Preventive,No,Yes,Completed
TMS002819,AST002625,Crossing,C00063,141.7,Gauge defect,Track Geometry,High,4,5,2,2025-06-03,2025-06-12,19,123,4,Corrective,No,Yes,Open
TMS002820,AST002650,Switch,C00070,1.5,Turnout wear,Turnout/Switch Defect,High,3,4,2,2025-06-05,2025-06-16,0,173,1,Corrective,No,Yes,Completed
TMS002821,AST004417,Crossing,C00014,93.8,Gauge defect,Track Geometry,Medium,2,2,2,2025-05-31,2025-06-15,16,166,3,Preventive,No,Yes,Open
TMS002822,AST000619,Crossing,C00073,115.0,Ballast deficiency,Ballast Defect,Medium,3,3,1,2025-06-28,2025-07-17,0,141,3,Preventive,No,Yes,In Progress
TMS002823,AST005269,Weld,C00041,13.6,Alignment defect,Track Geometry,Low,2,2,4,2025-06-18,2025-07-24,0,200,3,Preventive,Yes,Yes,Scheduled
TMS002824,AST001231,Ballast,C00001,246.3,Gauge defect,Track Geometry,Medium,3,3,2,2025-06-16,2025-07-07,0,135,3,Preventive,No,Yes,Open
TMS002825,AST003892,Ballast,C00041,33.1,Gauge defect,Track Geometry,Medium,3,2,2,2025-05-06,2025-05-28,34,184,4,Preventive,No,Yes,Scheduled
TMS002826,AST003510,Bridge,C00060,12.3,Preventive maintenance,Preventive,High,2,4,3,2025-06-05,2025-06-14,17,52,3,Preventive,No,Yes,Open
TMS002827,AST003900,Turnout,C00030,7.3,Turnout wear,Turnout/Switch Defect,Critical,3,5,4,2025-06-02,2025-06-07,0,158,4,Corrective,No,Yes,Completed
TMS002828,AST002608,Track,C00087,91.7,Turnout wear,Turnout/Switch Defect,High,4,4,3,2025-06-24,2025-07-08,0,199,4,Corrective,No,Yes,Scheduled
TMS002829,AST004177,Bridge,C00092,42.0,Turnout wear,Turnout/Switch Defect,High,4,3,2,2025-06-24,2025-07-06,0,258,5,Corrective,No,Yes,Open
TMS002830,AST004532,Bridge,C00090,34.3,Scheduled inspection,Inspection,Low,2,2,2,2025-05-11,2025-06-28,3,49,1,Inspection,No,No,In Progress
TMS002831,AST003068,Turnout,C00033,80.7,Scheduled inspection,Inspection,High,2,3,4,2025-06-22,2025-06-30,1,40,3,Inspection,No,No,In Progress
TMS002832,AST003077,Ballast,C00083,41.7,Weld defect,Rail Defect,High,4,3,2,2025-05-21,2025-05-29,33,186,2,Corrective,No,No,Open
TMS002833,AST003753,Track,C00073,77.8,Corrective maintenance,Corrective,Critical,4,4,3,2025-05-26,2025-06-01,30,278,3,Corrective,No,No,Open
TMS002834,AST002018,Crossing,C00080,69.5,Rail wear,Rail Defect,High,3,3,2,2025-06-18,2025-06-27,0,156,3,Corrective,No,Yes,Completed
TMS002835,AST002421,Bridge,C00084,212.8,Preventive maintenance,Preventive,High,3,4,2,2025-06-13,2025-06-20,11,113,5,Preventive,No,Yes,In Progress
TMS002836,AST000015,Ballast,C00014,9.3,Drainage issue,Drainage,Critical,4,4,3,2025-06-11,2025-06-15,16,208,5,Corrective,Yes,Yes,In Progress
TMS002837,AST002392,Sleeper,C00038,10.7,Preventive maintenance,Preventive,Medium,2,2,2,2025-06-20,2025-07-13,0,52,2,Preventive,No,Yes,In Progress
TMS002838,AST005217,Rail,C00041,18.3,Corrective maintenance,Corrective,High,3,4,4,2025-06-13,2025-06-23,8,266,3,Corrective,No,Yes,Scheduled
TMS002839,AST001692,Switch,C00063,132.7,Sleeper damage,Sleeper Defect,Low,1,1,1,2025-06-21,2025-08-15,0,113,5,Preventive,No,Yes,In Progress
