block_window_id,block_date,corridor_id,window_start,window_end,available_duration_min,task_id,asset_id,task_duration_min,predicted_priority,request_priority,severity,safety_risk,maintenance_type
COA001037,2025-06-16,C00050,14:53,15:41,48,TMS001185,AST003195,46,30.02313804626465,Low,Low,2,Preventive
COA000216,2025-06-20,C00097,07:55,10:35,160,TMS001323,AST004078,155,29.898649215698242,Low,Low,2,Preventive
COA001309,2025-06-04,C00063,12:08,14:00,112,TMS003975,AST000308,71,29.83359718322754,Medium,Medium,2,Inspection
COA000734,2025-06-08,C00014,05:48,08:38,170,TMS005317,AST003109,45,29.603076934814453,Low,Low,1,Preventive
COA000911,2025-06-12,C00063,07:09,08:52,103,TMS002337,AST001427,47,29.5369930267334,Low,Low,2,Preventive
COA000556,2025-06-30,C00069,06:27,09:26,179,TMS004398,AST000261,97,29.409297943115234,Low,Low,2,Preventive
COA000521,2025-06-01,C00080,17:50,19:07,77,SMMS001210,AST007349,62,29.377161026000977,Medium,Medium,2,Preventive
COA000746,2025-06-03,C00003,07:52,10:23,151,TMS001637,AST000448,40,29.25566864013672,Low,Low,2,Preventive
COA000177,2025-06-28,C00040,09:31,12:08,157,TMS005388,AST003615,92,29.234477996826172,Low,Low,1,Preventive
COA000293,2025-06-05,C00078,03:28,05:36,128,TMS000422,AST004554,76,29.119583129882812,Low,Low,2,Preventive
COA000039,2025-06-11,C00034,00:40,01:44,64,TMS000279,AST002253,47,29.0541934967041,Low,Low,2,Inspection
COA000241,2025-06-07,C00026,16:32,19:04,152,SMMS000620,AST008567,108,29.013450622558594,Low,Low,2,Inspection
COA000851,2025-06-07,C00094,03:33,04:58,85,TMS003599,AST003117,81,28.972705841064453,Low,Low,2,Preventive
COA001032,2025-06-25,C00096,07:20,10:09,169,TMS005414,AST000575,166,28.95178985595703,Medium,Medium,2,Preventive
COA000328,2025-06-16,C00066,03:47,04:54,67,TMS005434,AST000607,49,28.93509864807129,Low,Low,2,Inspection
COA001476,2025-06-11,C00032,08:13,10:03,110,SMMS000354,AST007287,92,28.716413497924805,Low,Low,1,Inspection
COA001088,2025-06-15,C00060,10:59,13:14,135,TMS005163,AST002860,70,28.626066207885742,Low,Low,2,Preventive
COA001434,2025-06-26,C00072,18:44,20:02,78,TMS002026,AST001129,47,28.589561462402344,Low,Low,2,Preventive
COA001250,2025-06-19,C00035,10:22,12:04,102,TMS002053,AST005113,42,28.56853675842285,Medium,Medium,2,Preventive
COA000947,2025-06-12,C00023,17:17,20:06,169,TMS001672,AST004117,152,28.565153121948242,Low,Low,2,Preventive
COA000730,2025-06-18,C00058,16:20,18:16,116,TMS001707,AST000539,115,28.56182861328125,Low,Low,1,Preventive
COA001246,2025-06-12,C00057,19:52,22:43,171,SMMS000621,AST008260,34,28.549062728881836,Medium,Medium,2,Preventive
COA000126,2025-06-16,C00052,01:15,03:13,118,TMS004387,AST003049,46,28.46111488342285,Low,Low,2,Inspection
COA001174,2025-06-16,C00004,06:05,08:46,161,SMMS001678,AST008265,132,28.437156677246094,Low,Low,2,Inspection
COA000535,2025-06-21,C00056,15:26,16:58,92,TMS002444,AST001159,73,28.330303192138672,Medium,Medium,1,Preventive
COA000507,2025-06-30,C00057,01:40,04:34,174,TMS004381,AST002444,85,28.141267776489258,Low,Low,2,Inspection
COA000658,2025-06-19,C00055,04:19,05:44,85,SMMS001245,AST006434,58,28.120792388916016,Low,Low,2,Inspection
COA000788,2025-06-09,C00042,10:27,12:41,134,TMS001957,AST000343,73,27.895862579345703,Low,Low,2,Preventive
COA000578,2025-06-06,C00060,00:44,03:16,152,TMS002642,AST000833,108,27.841440200805664,Low,Low,2,Preventive
COA000099,2025-06-28,C00060,17:36,18:23,47,TMS004281,AST004749,33,27.808826446533203,Low,Low,2,Preventive
COA001436,2025-06-16,C00087,19:05,21:16,131,SMMS000870,AST006246,102,27.5750789642334,Medium,Medium,2,Corrective
COA000591,2025-06-04,C00008,02:03,03:55,112,TMS001255,AST001312,37,27.56119155883789,Low,Low,2,Preventive
COA001346,2025-06-14,C00085,14:29,16:55,146,TMS005767,AST001593,137,27.513242721557617,Low,Low,2,Preventive
COA000470,2025-06-27,C00019,08:59,10:40,101,TMS004966,AST000328,95,27.485952377319336,Medium,Medium,1,Preventive
COA000435,2025-06-20,C00021,17:27,19:54,147,TMS003301,AST000073,128,27.46466827392578,Low,Low,2,Preventive
COA001499,2025-06-13,C00093,10:10,12:14,124,TMS004466,AST005043,93,27.33901023864746,Low,Low,1,Preventive
COA001262,2025-06-21,C00079,01:19,02:41,82,TMS001302,AST004299,77,27.148283004760742,Low,Low,2,Preventive
COA001474,2025-06-10,C00008,19:01,21:24,143,TMS000132,AST003824,73,27.067981719970703,Low,Low,2,Preventive
COA000844,2025-06-23,C00072,06:37,08:08,91,TMS000945,AST003366,62,27.061153411865234,Low,Low,2,Inspection
COA000180,2025-06-29,C00095,04:59,07:33,154,SMMS000472,AST007729,136,27.04163360595703,Low,Low,2,Corrective
COA001366,2025-06-27,C00048,00:30,01:30,60,TMS002677,AST000225,49,27.01528549194336,Low,Low,1,Preventive
COA001341,2025-06-27,C00024,10:48,12:08,80,TMS004212,AST002539,78,26.96534538269043,Medium,Medium,2,Preventive
COA000861,2025-06-19,C00038,10:54,12:53,119,TMS005369,AST001575,119,26.94045639038086,Low,Low,1,Preventive
COA001334,2025-06-13,C00081,10:05,12:22,137,TMS001265,AST004880,123,26.86406898498535,Low,Low,2,Preventive
COA000597,2025-06-25,C00066,01:08,03:30,142,TMS000055,AST004019,33,26.74348258972168,Medium,Medium,2,Preventive
COA001250,2025-06-19,C00035,10:22,12:04,102,TMS004812,AST004005,48,26.722904205322266,Low,Low,2,Preventive
COA000542,2025-06-04,C00039,19:42,22:05,143,TMS000219,AST004615,48,26.705039978027344,Low,Low,2,Inspection
COA000215,2025-06-23,C00087,05:21,06:51,90,TMS002195,AST003189,41,26.677574157714844,Low,Low,2,Preventive
COA000613,2025-06-12,C00081,06:50,08:04,74,SMMS001297,AST005855,68,26.505712509155273,Low,Low,1,Inspection
COA000488,2025-06-17,C00061,09:19,10:24,65,TMS003909,AST005225,51,26.48268699645996,Low,Low,2,Inspection
COA001300,2025-06-30,C00008,17:46,20:06,140,TMS003180,AST001116,54,26.33311653137207,Low,Low,1,Preventive
COA000231,2025-06-14,C00015,05:36,07:59,143,TMS000192,AST003593,132,26.272706985473633,Low,Low,1,Preventive
COA000554,2025-06-01,C00016,15:21,17:35,134,TMS004645,AST002609,91,25.94085693359375,Low,Low,1,Preventive
COA000110,2025-06-05,C00062,02:43,05:28,165,TMS005963,AST004326,118,25.876354217529297,Low,Low,1,Preventive
COA000105,2025-06-01,C00007,18:46,20:49,123,TMS000885,AST000183,115,25.33670425415039,Medium,Medium,1,Preventive
COA000205,2025-06-18,C00042,17:56,19:44,108,SMMS001656,AST006304,83,25.038528442382812,Low,Low,1,Preventive
COA001177,2025-06-05,C00001,11:04,12:19,75,TMS005936,AST003941,74,24.86977767944336,Low,Low,1,Preventive
COA000475,2025-06-16,C00012,12:38,15:31,173,TMS002781,AST000091,44,24.784048080444336,Low,Low,2,Preventive
COA001108,2025-06-15,C00013,00:36,02:46,130,TMS000162,AST001332,122,24.421567916870117,Low,Low,2,Preventive
COA000556,2025-06-30,C00069,06:27,09:26,179,TMS004285,AST004740,73,24.198238372802734,Low,Low,1,Preventive
COA001351,2025-06-25,C00043,11:27,14:27,180,TMS003750,AST004592,68,24.11656379699707,Low,Low,1,Preventive
COA000096,2025-06-07,C00034,14:52,16:21,89,SMMS000571,AST008404,79,23.969980239868164,Low,Low,1,Inspection
COA001014,2025-06-30,C00035,15:24,18:23,179,TMS003782,AST000513,108,23.867368698120117,Low,Low,1,Preventive
COA000492,2025-06-27,C00100,01:33,02:54,81,TMS002798,AST001501,68,23.667530059814453,Low,Low,1,Preventive
COA000643,2025-06-24,C00085,18:41,20:36,115,SMMS000197,AST006047,62,23.15127944946289,Low,Low,1,Inspection
COA000724,2025-06-04,C00001,13:05,15:57,172,TMS004818,AST000963,135,22.76352882385254,Low,Low,1,Preventive
COA000165,2025-06-22,C00080,06:44,09:10,146,TMS005778,AST001025,97,22.04288673400879,Low,Low,1,Preventive
COA001261,2025-06-11,C00049,04:35,07:01,146,TMS004839,AST002704,87,22.041210174560547,Low,Low,1,Preventive
COA000669,2025-06-11,C00067,02:09,03:58,109,TMS003873,AST002766,96,21.339155197143555,Low,Low,1,Inspection
COA001400,2025-06-18,C00009,16:04,18:32,148,SMMS000010,AST005439,54,21.337085723876953,Low,Low,1,Corrective
COA000124,2025-06-03,C00081,03:01,05:18,137,TMS000820,AST002763,135,20.74152374267578,Low,Low,1,Preventive
COA000093,2025-06-10,C00007,05:24,08:16,172,TMS001280,AST001630,145,20.611915588378906,Low,Low,1,Preventive
COA000201,2025-06-12,C00073,15:27,17:32,125,TMS002357,AST000495,61,20.526111602783203,Low,Low,1,Inspection
COA000770,2025-06-12,C00008,01:11,02:38,87,TMS003450,AST003274,36,20.422527313232422,Low,Low,1,Inspection
COA001294,2025-06-01,C00077,11:25,13:54,149,TMS000106,AST005053,128,20.250770568847656,Low,Low,1,Preventive
COA001041,2025-06-01,C00072,09:40,11:15,95,TMS004454,AST004097,43,19.866561889648438,Low,Low,1,Inspection
COA001467,2025-06-30,C00063,04:55,07:43,168,TMS002839,AST001692,113,19.258380889892578,Low,Low,1,Preventive
COA000249,2025-06-11,C00055,18:27,21:00,153,TMS000667,AST003907,78,18.98447608947754,Low,Low,1,Preventive
COA000125,2025-06-19,C00079,19:31,21:06,95,TMS002630,AST001943,60,18.972074508666992,Low,Low,1,Preventive
COA001223,2025-06-11,C00034,11:36,14:35,179,TMS001685,AST002951,161,17.58233642578125,Low,Low,1,Preventive
