block_request_id,task_id,asset_id,corridor_id,block_window_id,block_date,start_min,end_min,duration_min,predicted_priority,priority_category,department,possession_required,candidate_id,train_conflicts,total_conflict_duration_min,forecast_date,forecast_goods_trains,peak_period,confidence_pct
BR001591,TMS002056,AST004863,C00077,COA000344,2025-06-07,265,333,68,38.15690231323242,Low,Engineering,Yes,223,0,0.0,2025-06-07,8.0,Off-Peak,70.0
BR001591,TMS002056,AST004863,C00077,COA000344,2025-06-07,265,333,68,38.15690231323242,Low,Engineering,Yes,223,0,0.0,2025-06-07,7.0,Normal,92.0
BR001592,TMS002058,AST002507,C00025,COA000528,2025-06-07,755,827,72,30.135183334350586,Low,Engineering,Yes,224,4,227.0,2025-06-07,6.0,Off-Peak,94.0
BR001592,TMS002058,AST002507,C00025,COA001404,2025-06-07,134,206,72,30.135183334350586,Low,Engineering,Yes,225,0,0.0,2025-06-07,6.0,Off-Peak,94.0
BR001600,TMS002069,AST004774,C00086,COA000527,2025-06-17,291,416,125,67.68404388427734,High,Engineering,Yes,226,2,166.0,2025-06-17,6.0,Normal,92.0
BR001602,TMS002071,AST000099,C00017,COA000379,2025-06-04,1086,1176,90,51.87996292114258,Medium,Engineering,Yes,227,1,25.0,2025-06-04,6.0,Off-Peak,87.0
BR001610,TMS002082,AST001473,C00047,COA000784,2025-06-22,940,1028,88,58.56920623779297,Medium,Engineering,Yes,228,3,61.0,2025-06-22,5.0,Normal,81.0
BR001613,TMS002085,AST001127,C00078,COA000511,2025-06-07,1173,1281,108,74.82841491699219,High,Engineering,Yes,229,2,81.0,2025-06-07,6.0,Normal,79.0
BR001644,TMS002124,AST005233,C00026,COA000327,2025-06-28,376,447,71,35.898990631103516,Low,Engineering,Yes,230,4,284.0,,0.0,,0.0
BR001644,TMS002124,AST005233,C00026,COA000977,2025-06-28,1039,1110,71,35.898990631103516,Low,Engineering,Yes,231,0,0.0,,0.0,,0.0
BR001676,TMS002160,AST004423,C00053,COA000715,2025-06-17,677,768,91,39.996795654296875,Low,Engineering,Yes,232,1,4.0,2025-06-17,6.0,Normal,94.0
BR001676,TMS002160,AST004423,C00053,COA000715,2025-06-17,677,768,91,39.996795654296875,Low,Engineering,Yes,232,1,4.0,2025-06-17,6.0,Off-Peak,87.0
BR001679,TMS002164,AST000486,C00060,COA000076,2025-06-18,1091,1159,68,48.16926956176758,Medium,Engineering,Yes,233,0,0.0,2025-06-18,7.0,Off-Peak,95.0
BR001684,TMS002170,AST005003,C00078,COA000957,2025-06-16,137,187,50,70.67496490478516,High,Engineering,Yes,234,1,49.0,2025-06-16,4.0,Normal,82.0
BR001703,TMS002195,AST003189,C00087,COA000215,2025-06-23,321,362,41,26.677574157714844,Low,Engineering,Yes,235,3,96.0,,0.0,,0.0
BR001725,TMS002226,AST005251,C00043,COA000027,2025-06-18,3,150,147,41.24415969848633,Medium,Engineering,Yes,236,0,0.0,,0.0,,0.0
BR001738,TMS002242,AST001046,C00024,COA000627,2025-06-24,547,585,38,59.953311920166016,Medium,Engineering,Yes,237,1,32.0,2025-06-24,4.0,Normal,76.0
BR001769,TMS002283,AST000497,C00083,COA000938,2025-06-25,1113,1210,97,52.06298828125,Medium,Engineering,Yes,238,1,32.0,2025-06-25,5.0,Off-Peak,77.0
BR001769,TMS002283,AST000497,C00083,COA000938,2025-06-25,1113,1210,97,52.06298828125,Medium,Engineering,Yes,238,1,32.0,2025-06-25,5.0,Normal,86.0
BR001771,TMS002285,AST002785,C00031,COA000548,2025-06-14,140,259,119,48.71723556518555,Medium,Engineering,Yes,239,1,69.0,2025-06-14,3.0,Peak,72.0
BR001782,TMS002298,AST000853,C00053,COA000789,2025-06-02,558,650,92,40.192466735839844,Medium,Engineering,Yes,240,1,92.0,2025-06-02,5.0,Normal,93.0
BR001784,TMS002301,AST000452,C00013,COA000620,2025-06-12,378,517,139,71.52735137939453,High,Engineering,Yes,241,0,0.0,2025-06-12,7.0,Off-Peak,75.0
BR001784,TMS002301,AST000452,C00013,COA000620,2025-06-12,378,517,139,71.52735137939453,High,Engineering,Yes,241,0,0.0,2025-06-12,5.0,Normal,88.0
BR001784,TMS002301,AST000452,C00013,COA000620,2025-06-12,378,517,139,71.52735137939453,High,Engineering,Yes,241,0,0.0,2025-06-12,4.0,Off-Peak,95.0
BR001790,TMS002309,AST004634,C00002,COA001331,2025-06-19,668,771,103,50.803340911865234,Medium,Engineering,Yes,242,1,53.0,,0.0,,0.0
BR001794,TMS002313,AST000812,C00087,COA001436,2025-06-16,1145,1243,98,22.690677642822266,Low,Engineering,No,243,2,109.0,,0.0,,0.0
BR001795,TMS002314,AST004227,C00013,COA000645,2025-06-28,1143,1214,71,63.75917053222656,High,Engineering,Yes,244,0,0.0,2025-06-28,4.0,Off-Peak,83.0
BR001814,TMS002337,AST001427,C00063,COA000911,2025-06-12,429,476,47,29.5369930267334,Low,Engineering,Yes,245,0,0.0,2025-06-12,12.0,Normal,73.0
BR001820,TMS002348,AST000984,C00057,COA000016,2025-06-12,1180,1307,127,23.359472274780273,Low,Engineering,Yes,246,0,0.0,,0.0,,0.0
BR001820,TMS002348,AST000984,C00057,COA001246,2025-06-12,1192,1319,127,23.359472274780273,Low,Engineering,Yes,247,0,0.0,,0.0,,0.0
BR001827,TMS002357,AST000495,C00073,COA000201,2025-06-12,927,988,61,20.526111602783203,Low,Engineering,No,248,0,0.0,2025-06-12,5.0,Peak,83.0
BR001827,TMS002357,AST000495,C00073,COA000201,2025-06-12,927,988,61,20.526111602783203,Low,Engineering,No,248,0,0.0,2025-06-12,7.0,Normal,79.0
BR001828,TMS002358,AST002186,C00059,COA001458,2025-06-28,1138,1303,165,37.17870330810547,Low,Engineering,Yes,249,0,0.0,2025-06-28,9.0,Normal,80.0
BR001848,TMS002383,AST005270,C00052,COA000341,2025-06-03,646,678,32,40.626731872558594,Medium,Engineering,Yes,250,0,0.0,,0.0,,0.0
BR001861,TMS002401,AST001852,C00094,COA000254,2025-06-07,936,1055,119,30.68692970275879,Low,Engineering,Yes,251,1,119.0,,0.0,,0.0
BR001891,TMS002440,AST000773,C00021,COA000435,2025-06-20,1047,1180,133,26.211183547973633,Low,Engineering,Yes,252,0,0.0,,0.0,,0.0
BR001893,TMS002444,AST001159,C00056,COA000535,2025-06-21,926,999,73,28.330303192138672,Low,Engineering,Yes,253,1,73.0,,0.0,,0.0
BR001901,TMS002455,AST004975,C00089,COA000059,2025-06-23,134,247,113,46.5134391784668,Medium,Engineering,Yes,254,2,95.0,2025-06-23,8.0,Peak,89.0
BR001901,TMS002455,AST004975,C00089,COA000059,2025-06-23,134,247,113,46.5134391784668,Medium,Engineering,Yes,254,2,95.0,2025-06-23,4.0,Peak,79.0
BR001901,TMS002455,AST004975,C00089,COA000059,2025-06-23,134,247,113,46.5134391784668,Medium,Engineering,Yes,254,2,95.0,2025-06-23,4.0,Off-Peak,87.0
BR001901,TMS002455,AST004975,C00089,COA000059,2025-06-23,134,247,113,46.5134391784668,Medium,Engineering,Yes,254,2,95.0,2025-06-23,4.0,Normal,77.0
BR001902,TMS002456,AST001369,C00046,COA000796,2025-06-15,359,506,147,32.688655853271484,Low,Engineering,Yes,255,0,0.0,2025-06-15,4.0,Normal,73.0
BR001906,TMS002460,AST005085,C00008,COA000591,2025-06-04,123,178,55,38.94441223144531,Low,Engineering,Yes,256,1,40.0,2025-06-04,5.0,Peak,82.0
BR001906,TMS002460,AST005085,C00008,COA000591,2025-06-04,123,178,55,38.94441223144531,Low,Engineering,Yes,256,1,40.0,2025-06-04,3.0,Normal,80.0
BR001916,TMS002471,AST001662,C00016,COA001033,2025-06-18,131,269,138,54.9481201171875,Medium,Engineering,Yes,257,1,65.0,2025-06-18,4.0,Normal,77.0
BR001919,TMS002475,AST003682,C00023,COA000291,2025-06-12,356,428,72,28.083452224731445,Low,Engineering,No,258,1,39.0,2025-06-12,5.0,Normal,74.0
BR001919,TMS002475,AST003682,C00023,COA000291,2025-06-12,356,428,72,28.083452224731445,Low,Engineering,No,258,1,39.0,2025-06-12,10.0,Off-Peak,81.0
BR001919,TMS002475,AST003682,C00023,COA000947,2025-06-12,1037,1109,72,28.083452224731445,Low,Engineering,No,259,0,0.0,2025-06-12,5.0,Normal,74.0
BR001919,TMS002475,AST003682,C00023,COA000947,2025-06-12,1037,1109,72,28.083452224731445,Low,Engineering,No,259,0,0.0,2025-06-12,10.0,Off-Peak,81.0
BR001927,TMS002485,AST001120,C00009,COA000753,2025-06-09,909,993,84,49.44455337524414,Medium,Engineering,Yes,260,0,0.0,2025-06-09,5.0,Peak,79.0
BR001932,TMS002490,AST001964,C00006,COA001325,2025-06-05,910,1004,94,54.928680419921875,Medium,Engineering,Yes,261,0,0.0,2025-06-05,2.0,Peak,84.0
BR001932,TMS002490,AST001964,C00006,COA001325,2025-06-05,910,1004,94,54.928680419921875,Medium,Engineering,Yes,261,0,0.0,2025-06-05,3.0,Normal,75.0
BR001938,TMS002498,AST004708,C00026,COA000078,2025-06-20,839,953,114,45.20464324951172,Medium,Engineering,Yes,262,4,452.0,,0.0,,0.0
BR001941,TMS002502,AST002149,C00088,COA000062,2025-06-13,381,412,31,41.05518341064453,Medium,Engineering,Yes,263,1,8.0,,0.0,,0.0
BR001942,TMS002503,AST004744,C00005,COA000750,2025-06-12,629,804,175,46.72358322143555,Medium,Engineering,Yes,264,1,9.0,,0.0,,0.0
BR001947,TMS002510,AST003977,C00045,COA001131,2025-06-10,210,282,72,42.60279083251953,Medium,Engineering,Yes,265,0,0.0,2025-06-10,7.0,Peak,93.0
BR001952,TMS002516,AST003528,C00001,COA000682,2025-06-30,723,790,67,53.00009536743164,Medium,Engineering,Yes,266,3,182.0,,0.0,,0.0
BR001956,TMS002520,AST000191,C00097,COA001064,2025-06-05,862,912,50,76.10413360595703,High,Engineering,Yes,267,0,0.0,,0.0,,0.0
BR001970,TMS002537,AST000202,C00023,COA001111,2025-06-08,519,581,62,37.67305374145508,Low,Engineering,No,268,0,0.0,,0.0,,0.0
BR001970,TMS002537,AST000202,C00023,COA001496,2025-06-08,1160,1222,62,37.67305374145508,Low,Engineering,No,269,0,0.0,,0.0,,0.0
BR001979,TMS002549,AST002998,C00058,COA000043,2025-06-30,1065,1107,42,37.659584045410156,Low,Engineering,No,270,0,0.0,,0.0,,0.0
BR001985,TMS002555,AST000013,C00001,COA000066,2025-06-03,1084,1170,86,41.69219970703125,Medium,Engineering,Yes,271,0,0.0,,0.0,,0.0
BR001985,TMS002555,AST000013,C00001,COA000785,2025-06-03,1184,1270,86,41.69219970703125,Medium,Engineering,Yes,272,0,0.0,,0.0,,0.0
BR001995,TMS002568,AST003525,C00041,COA000296,2025-06-21,534,682,148,51.395870208740234,Medium,Engineering,Yes,273,1,78.0,2025-06-21,7.0,Peak,88.0
BR002002,TMS002575,AST002931,C00070,COA001257,2025-06-27,678,742,64,41.60984802246094,Medium,Engineering,Yes,274,1,35.0,,0.0,,0.0
BR002011,TMS002589,AST004311,C00015,COA000235,2025-06-22,1091,1178,87,34.30342483520508,Low,Engineering,No,275,1,87.0,,0.0,,0.0
BR002012,TMS002590,AST004726,C00023,COA001111,2025-06-08,519,570,51,61.053253173828125,High,Engineering,Yes,276,0,0.0,,0.0,,0.0
BR002012,TMS002590,AST004726,C00023,COA001496,2025-06-08,1160,1211,51,61.053253173828125,High,Engineering,Yes,277,0,0.0,,0.0,,0.0
BR002030,TMS002618,AST001069,C00007,COA000028,2025-06-01,669,793,124,32.76945114135742,Low,Engineering,Yes,278,4,283.0,,0.0,,0.0
BR002037,TMS002629,AST004954,C00066,COA001146,2025-06-14,361,470,109,21.515777587890625,Low,Engineering,Yes,279,0,0.0,2025-06-14,7.0,Normal,82.0
BR002038,TMS002630,AST001943,C00079,COA000125,2025-06-19,1171,1231,60,18.972074508666992,Low,Engineering,Yes,280,0,0.0,,0.0,,0.0
BR002049,TMS002642,AST000833,C00060,COA000578,2025-06-06,44,152,108,27.841440200805664,Low,Engineering,Yes,281,0,0.0,,0.0,,0.0
BR002052,TMS002647,AST002986,C00005,COA000580,2025-06-08,564,604,40,39.64457321166992,Low,Engineering,Yes,282,1,40.0,2025-06-08,2.0,Normal,80.0
BR002062,TMS002659,AST003362,C00030,COA001191,2025-06-05,1189,1284,95,32.85316848754883,Low,Engineering,No,283,0,0.0,2025-06-05,6.0,Off-Peak,85.0
BR002076,TMS002677,AST000225,C00048,COA000191,2025-06-27,123,172,49,27.01528549194336,Low,Engineering,Yes,284,0,0.0,,0.0,,0.0
BR002076,TMS002677,AST000225,C00048,COA001366,2025-06-27,30,79,49,27.01528549194336,Low,Engineering,Yes,285,0,0.0,,0.0,,0.0
BR002082,TMS002684,AST002933,C00023,COA001201,2025-06-24,564,661,97,40.5394287109375,Medium,Engineering,Yes,286,0,0.0,2025-06-24,5.0,Normal,91.0
BR002085,TMS002689,AST003446,C00083,COA001249,2025-06-12,16,67,51,53.32011795043945,Medium,Engineering,Yes,287,1,30.0,2025-06-12,3.0,Off-Peak,78.0
BR002088,TMS002692,AST004260,C00033,COA000356,2025-06-19,230,365,135,69.61712646484375,High,Engineering,No,288,2,135.0,2025-06-19,4.0,Peak,86.0
BR002091,TMS002695,AST001548,C00089,COA000908,2025-06-01,468,583,115,57.52968978881836,Medium,Engineering,Yes,289,4,329.0,,0.0,,0.0
BR002099,TMS002705,AST002803,C00013,COA000240,2025-06-12,623,701,78,78.09130859375,High,Engineering,Yes,290,0,0.0,2025-06-12,7.0,Off-Peak,75.0
BR002099,TMS002705,AST002803,C00013,COA000240,2025-06-12,623,701,78,78.09130859375,High,Engineering,Yes,290,0,0.0,2025-06-12,5.0,Normal,88.0
BR002099,TMS002705,AST002803,C00013,COA000240,2025-06-12,623,701,78,78.09130859375,High,Engineering,Yes,290,0,0.0,2025-06-12,4.0,Off-Peak,95.0
BR002099,TMS002705,AST002803,C00013,COA000620,2025-06-12,378,456,78,78.09130859375,High,Engineering,Yes,291,0,0.0,2025-06-12,7.0,Off-Peak,75.0
BR002099,TMS002705,AST002803,C00013,COA000620,2025-06-12,378,456,78,78.09130859375,High,Engineering,Yes,291,0,0.0,2025-06-12,5.0,Normal,88.0
BR002099,TMS002705,AST002803,C00013,COA000620,2025-06-12,378,456,78,78.09130859375,High,Engineering,Yes,291,0,0.0,2025-06-12,4.0,Off-Peak,95.0
BR002099,TMS002705,AST002803,C00013,COA000964,2025-06-12,1020,1098,78,78.09130859375,High,Engineering,Yes,292,0,0.0,2025-06-12,7.0,Off-Peak,75.0
BR002099,TMS002705,AST002803,C00013,COA000964,2025-06-12,1020,1098,78,78.09130859375,High,Engineering,Yes,292,0,0.0,2025-06-12,5.0,Normal,88.0
BR002099,TMS002705,AST002803,C00013,COA000964,2025-06-12,1020,1098,78,78.09130859375,High,Engineering,Yes,292,0,0.0,2025-06-12,4.0,Off-Peak,95.0
BR002128,TMS002750,AST001949,C00025,COA000471,2025-06-18,819,922,103,32.420658111572266,Low,Engineering,Yes,293,4,396.0,2025-06-18,6.0,Off-Peak,77.0
BR002137,TMS002761,AST001071,C00058,COA001024,2025-06-02,247,300,53,57.41082000732422,Medium,Engineering,Yes,294,0,0.0,,0.0,,0.0
BR002151,TMS002777,AST001405,C00003,COA000653,2025-06-20,991,1099,108,30.34547233581543,Low,Engineering,No,295,2,110.0,,0.0,,0.0
BR002151,TMS002777,AST001405,C00003,COA000748,2025-06-20,833,941,108,30.34547233581543,Low,Engineering,No,296,1,83.0,,0.0,,0.0
BR002151,TMS002777,AST001405,C00003,COA001234,2025-06-20,1018,1126,108,30.34547233581543,Low,Engineering,No,297,2,110.0,,0.0,,0.0
BR002155,TMS002781,AST000091,C00012,COA000475,2025-06-16,758,802,44,24.784048080444336,Low,Engineering,Yes,298,0,0.0,2025-06-16,8.0,Off-Peak,79.0
BR002160,TMS002788,AST000874,C00039,COA000542,2025-06-04,1182,1245,63,30.932390213012695,Low,Engineering,Yes,299,1,62.0,,0.0,,0.0
BR002168,TMS002798,AST001501,C00100,COA000359,2025-06-27,936,1004,68,23.667530059814453,Low,Engineering,Yes,300,1,11.0,2025-06-27,4.0,Normal,73.0
BR002168,TMS002798,AST001501,C00100,COA000492,2025-06-27,93,161,68,23.667530059814453,Low,Engineering,Yes,301,0,0.0,2025-06-27,4.0,Normal,73.0
BR002174,TMS002805,AST001050,C00049,COA000074,2025-06-13,928,1010,82,68.90599822998047,High,Engineering,Yes,302,1,82.0,2025-06-13,7.0,Off-Peak,71.0
BR002174,TMS002805,AST001050,C00049,COA000074,2025-06-13,928,1010,82,68.90599822998047,High,Engineering,Yes,302,1,82.0,2025-06-13,6.0,Off-Peak,81.0
BR002174,TMS002805,AST001050,C00049,COA001481,2025-06-13,546,628,82,68.90599822998047,High,Engineering,Yes,303,1,59.0,2025-06-13,7.0,Off-Peak,71.0
BR002174,TMS002805,AST001050,C00049,COA001481,2025-06-13,546,628,82,68.90599822998047,High,Engineering,Yes,303,1,59.0,2025-06-13,6.0,Off-Peak,81.0
BR002177,TMS002808,AST000789,C00059,COA001132,2025-06-29,183,331,148,47.21780776977539,Medium,Engineering,Yes,304,1,26.0,,0.0,,0.0
BR002179,TMS002811,AST002962,C00081,COA000481,2025-06-14,1135,1239,104,32.294883728027344,Low,Engineering,Yes,305,3,134.0,2025-06-14,6.0,Normal,87.0
BR002182,TMS002814,AST003896,C00066,COA000080,2025-06-05,1124,1280,156,27.11069107055664,Low,Engineering,Yes,306,2,149.0,,0.0,,0.0
BR002187,TMS002821,AST004417,C00014,COA001253,2025-06-26,362,528,166,36.791751861572266,Low,Engineering,Yes,307,2,143.0,2025-06-26,4.0,Normal,73.0
BR002187,TMS002821,AST004417,C00014,COA001253,2025-06-26,362,528,166,36.791751861572266,Low,Engineering,Yes,307,2,143.0,2025-06-26,4.0,Off-Peak,91.0
BR002188,TMS002822,AST000619,C00073,COA001281,2025-06-01,901,1042,141,36.270111083984375,Low,Engineering,Yes,308,0,0.0,2025-06-01,8.0,Normal,72.0
BR002192,TMS002826,AST003510,C00060,COA000838,2025-06-12,330,382,52,54.53652572631836,Medium,Engineering,Yes,309,0,0.0,2025-06-12,6.0,Normal,70.0
BR002192,TMS002826,AST003510,C00060,COA000838,2025-06-12,330,382,52,54.53652572631836,Medium,Engineering,Yes,309,0,0.0,2025-06-12,5.0,Normal,71.0
BR002192,TMS002826,AST003510,C00060,COA001065,2025-06-12,28,80,52,54.53652572631836,Medium,Engineering,Yes,310,1,52.0,2025-06-12,6.0,Normal,70.0
BR002192,TMS002826,AST003510,C00060,COA001065,2025-06-12,28,80,52,54.53652572631836,Medium,Engineering,Yes,310,1,52.0,2025-06-12,5.0,Normal,71.0
BR002195,TMS002830,AST004532,C00090,COA001282,2025-06-25,470,519,49,31.555673599243164,Low,Engineering,No,311,2,95.0,,0.0,,0.0
BR002195,TMS002830,AST004532,C00090,COA001489,2025-06-25,646,695,49,31.555673599243164,Low,Engineering,No,312,0,0.0,,0.0,,0.0
BR002203,TMS002839,AST001692,C00063,COA001467,2025-06-30,295,408,113,19.258380889892578,Low,Engineering,Yes,313,2,226.0,2025-06-30,8.0,Normal,79.0
BR002216,TMS002857,AST002984,C00008,COA000718,2025-06-28,612,661,49,48.16788101196289,Medium,Engineering,No,314,0,0.0,2025-06-28,6.0,Off-Peak,84.0
BR002216,TMS002857,AST002984,C00008,COA000940,2025-06-28,736,785,49,48.16788101196289,Medium,Engineering,No,315,0,0.0,2025-06-28,6.0,Off-Peak,84.0
BR002236,TMS002881,AST001679,C00091,COA000141,2025-06-01,887,979,92,61.554569244384766,High,Engineering,Yes,316,3,159.0,,0.0,,0.0
BR002236,TMS002881,AST001679,C00091,COA000203,2025-06-01,786,878,92,61.554569244384766,High,Engineering,Yes,317,2,184.0,,0.0,,0.0
BR002244,TMS002893,AST003405,C00093,COA000975,2025-06-28,705,753,48,82.43401336669922,Critical,Engineering,Yes,318,0,0.0,,0.0,,0.0
BR002247,TMS002896,AST003676,C00081,COA000481,2025-06-14,1135,1204,69,43.32364273071289,Medium,Engineering,No,319,3,134.0,2025-06-14,6.0,Normal,87.0
BR002253,TMS002904,AST001679,C00091,COA000294,2025-06-16,5,89,84,33.217132568359375,Low,Engineering,Yes,320,0,0.0,,0.0,,0.0
BR002255,TMS002907,AST004129,C00060,COA000634,2025-06-29,385,519,134,63.177677154541016,High,Engineering,Yes,321,0,0.0,,0.0,,0.0
BR002266,TMS002920,AST003816,C00088,COA001139,2025-06-27,521,582,61,50.33090591430664,Medium,Engineering,Yes,322,1,61.0,2025-06-27,5.0,Normal,88.0
BR002266,TMS002920,AST003816,C00088,COA001139,2025-06-27,521,582,61,50.33090591430664,Medium,Engineering,Yes,322,1,61.0,2025-06-27,7.0,Normal,75.0
BR002266,TMS002920,AST003816,C00088,COA001139,2025-06-27,521,582,61,50.33090591430664,Medium,Engineering,Yes,322,1,61.0,2025-06-27,4.0,Off-Peak,72.0
BR002276,TMS002937,AST002120,C00051,COA000843,2025-06-19,793,873,80,49.61964416503906,Medium,Engineering,No,323,0,0.0,2025-06-19,1.0,Normal,78.0
BR002277,TMS002938,AST002764,C00019,COA001087,2025-06-24,511,611,100,55.133548736572266,Medium,Engineering,Yes,324,1,100.0,,0.0,,0.0
BR002278,TMS002939,AST001524,C00025,COA000551,2025-06-28,1126,1169,43,62.90219497680664,High,Engineering,No,325,3,101.0,2025-06-28,5.0,Off-Peak,82.0
BR002285,TMS002949,AST000772,C00011,COA000017,2025-06-28,599,745,146,32.01193618774414,Low,Engineering,Yes,326,5,592.0,2025-06-28,5.0,Normal,80.0
BR002285,TMS002949,AST000772,C00011,COA000017,2025-06-28,599,745,146,32.01193618774414,Low,Engineering,Yes,326,5,592.0,2025-06-28,6.0,Off-Peak,93.0
BR002285,TMS002949,AST000772,C00011,COA001252,2025-06-28,1093,1239,146,32.01193618774414,Low,Engineering,Yes,327,4,376.0,2025-06-28,5.0,Normal,80.0
BR002285,TMS002949,AST000772,C00011,COA001252,2025-06-28,1093,1239,146,32.01193618774414,Low,Engineering,Yes,327,4,376.0,2025-06-28,6.0,Off-Peak,93.0
BR002302,TMS002968,AST000345,C00046,COA000558,2025-06-29,1143,1188,45,36.749366760253906,Low,Engineering,Yes,328,0,0.0,,0.0,,0.0
BR002303,TMS002969,AST003532,C00015,COA000207,2025-06-29,620,659,39,30.77513885498047,Low,Engineering,Yes,329,2,78.0,2025-06-29,3.0,Peak,72.0
BR002303,TMS002969,AST003532,C00015,COA000207,2025-06-29,620,659,39,30.77513885498047,Low,Engineering,Yes,329,2,78.0,2025-06-29,5.0,Normal,93.0
BR002303,TMS002969,AST003532,C00015,COA000207,2025-06-29,620,659,39,30.77513885498047,Low,Engineering,Yes,329,2,78.0,2025-06-29,4.0,Normal,84.0
BR002303,TMS002969,AST003532,C00015,COA001214,2025-06-29,989,1028,39,30.77513885498047,Low,Engineering,Yes,330,2,78.0,2025-06-29,3.0,Peak,72.0
BR002303,TMS002969,AST003532,C00015,COA001214,2025-06-29,989,1028,39,30.77513885498047,Low,Engineering,Yes,330,2,78.0,2025-06-29,5.0,Normal,93.0
BR002303,TMS002969,AST003532,C00015,COA001214,2025-06-29,989,1028,39,30.77513885498047,Low,Engineering,Yes,330,2,78.0,2025-06-29,4.0,Normal,84.0
BR002306,TMS002972,AST004681,C00082,COA000179,2025-06-27,659,773,114,33.780052185058594,Low,Engineering,Yes,331,1,114.0,2025-06-27,6.0,Normal,74.0
BR002306,TMS002972,AST004681,C00082,COA000179,2025-06-27,659,773,114,33.780052185058594,Low,Engineering,Yes,331,1,114.0,2025-06-27,4.0,Normal,84.0
BR002308,TMS002974,AST001830,C00009,COA000753,2025-06-09,909,950,41,39.284523010253906,Low,Engineering,Yes,332,0,0.0,2025-06-09,5.0,Peak,79.0
BR002309,TMS002975,AST000647,C00060,COA000292,2025-06-16,1045,1171,126,35.433143615722656,Low,Engineering,Yes,333,0,0.0,2025-06-16,2.0,Normal,94.0
BR002309,TMS002975,AST000647,C00060,COA000292,2025-06-16,1045,1171,126,35.433143615722656,Low,Engineering,Yes,333,0,0.0,2025-06-16,3.0,Normal,75.0
BR002337,TMS003009,AST000926,C00012,COA000491,2025-06-26,1159,1225,66,47.0804557800293,Medium,Engineering,Yes,334,0,0.0,2025-06-26,4.0,Peak,88.0
BR002337,TMS003009,AST000926,C00012,COA000491,2025-06-26,1159,1225,66,47.0804557800293,Medium,Engineering,Yes,334,0,0.0,2025-06-26,4.0,Peak,89.0
BR002348,TMS003027,AST000870,C00059,COA000780,2025-06-17,889,1009,120,27.7285099029541,Low,Engineering,Yes,335,2,240.0,,0.0,,0.0
BR002360,TMS003041,AST004608,C00062,COA000536,2025-06-30,895,964,69,46.48185348510742,Medium,Engineering,No,336,0,0.0,2025-06-30,3.0,Normal,91.0
BR002368,TMS003050,AST004790,C00023,COA000136,2025-06-02,604,709,105,47.60640335083008,Medium,Engineering,No,337,2,32.0,,0.0,,0.0
BR002388,TMS003072,AST000809,C00060,COA000838,2025-06-12,330,461,131,48.344356536865234,Medium,Engineering,Yes,338,1,30.0,2025-06-12,6.0,Normal,70.0
BR002388,TMS003072,AST000809,C00060,COA000838,2025-06-12,330,461,131,48.344356536865234,Medium,Engineering,Yes,338,1,30.0,2025-06-12,5.0,Normal,71.0
BR002388,TMS003072,AST000809,C00060,COA001065,2025-06-12,28,159,131,48.344356536865234,Medium,Engineering,Yes,339,2,109.0,2025-06-12,6.0,Normal,70.0
BR002388,TMS003072,AST000809,C00060,COA001065,2025-06-12,28,159,131,48.344356536865234,Medium,Engineering,Yes,339,2,109.0,2025-06-12,5.0,Normal,71.0
BR002394,TMS003079,AST000792,C00097,COA000313,2025-06-06,592,652,60,40.7564582824707,Medium,Engineering,Yes,340,1,53.0,2025-06-06,6.0,Normal,86.0
BR002409,TMS003097,AST001788,C00066,COA000466,2025-06-11,30,76,46,36.407814025878906,Low,Engineering,No,341,0,0.0,2025-06-11,5.0,Normal,70.0
BR002421,TMS003111,AST000894,C00048,COA000140,2025-06-05,518,628,110,38.55626678466797,Low,Engineering,Yes,342,1,19.0,2025-06-05,5.0,Normal,93.0
BR002421,TMS003111,AST000894,C00048,COA000140,2025-06-05,518,628,110,38.55626678466797,Low,Engineering,Yes,342,1,19.0,2025-06-05,4.0,Off-Peak,86.0
BR002430,TMS003122,AST003013,C00038,COA000737,2025-06-05,915,1040,125,55.59790802001953,Medium,Engineering,Yes,343,0,0.0,2025-06-05,4.0,Peak,83.0
BR002437,TMS003132,AST003537,C00068,COA001393,2025-06-23,705,811,106,30.351428985595703,Low,Engineering,Yes,344,1,31.0,,0.0,,0.0
BR002441,TMS003136,AST003853,C00078,COA001127,2025-06-20,771,888,117,64.39657592773438,High,Engineering,Yes,345,2,110.0,2025-06-20,5.0,Off-Peak,94.0
BR002451,TMS003146,AST004977,C00075,COA000038,2025-06-01,843,889,46,37.79122543334961,Low,Engineering,Yes,346,0,0.0,2025-06-01,8.0,Normal,94.0
BR002454,TMS003151,AST002355,C00034,COA000071,2025-06-10,1038,1115,77,48.7859001159668,Medium,Engineering,Yes,347,1,24.0,2025-06-10,5.0,Normal,83.0
BR002466,TMS003166,AST000781,C00003,COA001455,2025-06-09,1015,1107,92,38.04336929321289,Low,Engineering,Yes,348,0,0.0,2025-06-09,4.0,Off-Peak,73.0
BR002468,TMS003168,AST000195,C00013,COA000213,2025-06-09,458,563,105,48.4577751159668,Medium,Engineering,Yes,349,0,0.0,,0.0,,0.0
BR002471,TMS003171,AST000439,C00013,COA001287,2025-06-16,360,458,98,56.40998840332031,Medium,Engineering,Yes,350,0,0.0,2025-06-16,6.0,Normal,78.0
