candidate_id,block_request_id,task_id,block_window_id,corridor_id,train_no,movement_id,movement_type,movement_start,movement_end,conflict_buffer_min,conflict_duration_min
662,BR004714,SMMS000046,COA001464,C00030,52390,MW008465,Train Movement,13:07,16:00,8,86
663,BR004722,SMMS000059,COA000691,C00097,13923,MW002806,Train Movement,19:47,20:13,13,52
663,BR004722,SMMS000059,COA000691,C00097,16081,MW006037,Train Movement,20:34,21:10,14,13
666,BR004730,SMMS000067,COA000119,C00003,75168,MW012590,Train Movement,14:37,16:56,5,24
671,BR004748,SMMS000097,COA001360,C00081,52978,MW008678,Train Movement,05:27,07:17,7,47
675,BR004775,SMMS000133,COA001127,C00078,13257,MW001754,Train Movement,11:14,12:56,8,13
675,BR004775,SMMS000133,COA001127,C00078,92449,MW013868,Train Movement,13:19,17:33,8,63
677,BR004779,SMMS000139,COA001155,C00088,53445,MW008901,Train Movement,15:15,17:43,14,10
680,BR004820,SMMS000197,COA000643,C00085,78732,MW013169,Train Movement,15:10,21:12,5,62
681,BR004820,SMMS000197,COA000847,C00085,78732,MW013169,Train Movement,15:10,21:12,5,62
682,BR004824,SMMS000204,COA000666,C00091,15320,MW004906,Train Movement,07:32,11:00,13,50
683,BR004828,SMMS000209,COA000136,C00023,57366,MW010132,Train Movement,09:01,09:57,15,8
685,BR004857,SMMS000242,COA000117,C00053,68039,MW011975,Train Movement,05:46,08:51,11,67
686,BR004863,SMMS000251,COA000898,C00002,13057,MW001456,Train Movement,02:19,03:39,10,33
687,BR004864,SMMS000253,COA001154,C00091,15120,MW004531,Train Movement,14:39,18:06,9,96
687,BR004864,SMMS000253,COA001154,C00091,94660,MW014247,Train Movement,14:45,21:17,11,96
692,BR004872,SMMS000263,COA000344,C00077,67961,MW011920,Train Movement,06:13,07:56,14,3
696,BR004920,SMMS000325,COA001469,C00077,15624,MW005426,Train Movement,19:37,20:40,13,66
697,BR004930,SMMS000337,COA000600,C00030,51995,MW008341,Train Movement,07:43,10:28,11,27
699,BR004942,SMMS000354,COA001476,C00032,54092,MW009182,Train Movement,07:27,08:06,10,3
700,BR004943,SMMS000355,COA000690,C00011,13985,MW002892,Train Movement,12:15,16:03,13,44
700,BR004943,SMMS000355,COA000690,C00011,16297,MW006312,Train Movement,14:01,18:38,12,122
700,BR004943,SMMS000355,COA000690,C00011,67363,MW011737,Train Movement,08:20,15:40,14,22
700,BR004943,SMMS000355,COA000690,C00011,79032,MW013209,Train Movement,09:36,17:26,7,121
700,BR004943,SMMS000355,COA000690,C00011,79771,MW013369,Train Movement,07:33,15:21,12,1
701,BR004961,SMMS000380,COA000356,C00033,78448,MW013110,Train Movement,01:16,04:05,12,27
701,BR004961,SMMS000380,COA000356,C00033,79364,MW013311,Train Movement,02:36,05:25,13,39
706,BR004973,SMMS000396,COA000063,C00085,14451,MW003505,Train Movement,04:19,07:57,9,77
706,BR004973,SMMS000396,COA000063,C00085,15827,MW005662,Train Movement,03:15,06:57,13,66
706,BR004973,SMMS000396,COA000063,C00085,59514,MW010800,Train Movement,01:01,06:26,9,31
706,BR004973,SMMS000396,COA000063,C00085,69909,MW012539,Train Movement,07:24,13:15,6,3
707,BR004977,SMMS000401,COA001044,C00098,53617,MW009000,Train Movement,17:32,17:40,14,36
708,BR004980,SMMS000404,COA000617,C00092,14711,MW003882,Train Movement,12:52,14:23,15,65
709,BR004984,SMMS000411,COA000551,C00025,16048,MW005936,Train Movement,15:30,21:35,9,111
709,BR004984,SMMS000411,COA000551,C00025,16839,MW007093,Train Movement,13:13,19:19,6,39
709,BR004984,SMMS000411,COA000551,C00025,75652,MW012647,Train Movement,08:41,18:50,15,19
710,BR004986,SMMS000413,COA001319,C00050,66581,MW011526,Train Movement,18:01,19:31,8,73
713,BR005028,SMMS000471,COA001315,C00053,12376,MW000563,Train Movement,11:32,13:09,7,78
713,BR005028,SMMS000471,COA001315,C00053,16818,MW007045,Train Movement,14:09,16:07,6,1
714,BR005029,SMMS000472,COA000180,C00095,93265,MW014045,Train Movement,03:06,06:22,5,88
717,BR005041,SMMS000489,COA000311,C00005,53471,MW008933,Train Movement,00:07,03:02,5,31
719,BR005055,SMMS000506,COA000476,C00077,98774,MW014874,Train Movement,06:54,09:11,9,42
722,BR005076,SMMS000533,COA000997,C00096,13247,MW001737,Train Movement,05:18,06:56,9,78
722,BR005076,SMMS000533,COA000997,C00096,16816,MW007025,Train Movement,04:46,06:55,6,74
723,BR005085,SMMS000546,COA000013,C00068,16098,MW006042,Train Movement,05:54,08:08,14,29
727,BR005105,SMMS000571,COA001412,C00034,50053,MW007761,Train Movement,07:07,07:57,14,43
728,BR005117,SMMS000584,COA001044,C00098,53617,MW009000,Train Movement,17:32,17:40,14,36
731,BR005126,SMMS000595,COA000958,C00052,14902,MW004219,Train Movement,05:19,08:31,14,6
731,BR005126,SMMS000595,COA000958,C00052,16826,MW007064,Train Movement,00:59,04:08,13,43
733,BR005145,SMMS000620,COA000241,C00026,13497,MW002080,Train Movement,16:29,21:19,10,108
733,BR005145,SMMS000620,COA000241,C00026,14352,MW003369,Train Movement,15:59,22:03,10,108
733,BR005145,SMMS000620,COA000241,C00026,78687,MW013166,Train Movement,06:34,16:48,6,22
737,BR005158,SMMS000639,COA000069,C00056,16340,MW006391,Train Movement,10:52,11:29,15,45
739,BR005166,SMMS000652,COA000437,C00042,67475,MW011785,Train Movement,13:10,15:06,6,49
742,BR005181,SMMS000672,COA000117,C00053,68039,MW011975,Train Movement,05:46,08:51,11,111
743,BR005182,SMMS000673,COA001044,C00098,53617,MW009000,Train Movement,17:32,17:40,14,7
747,BR005214,SMMS000710,COA001459,C00033,55229,MW009404,Train Movement,12:56,15:35,14,93
749,BR005227,SMMS000725,COA000344,C00077,67961,MW011920,Train Movement,06:13,07:56,14,2
751,BR005240,SMMS000743,COA000665,C00010,69391,MW012366,Train Movement,06:44,08:53,13,22
754,BR005256,SMMS000764,COA000289,C00014,79342,MW013305,Train Movement,06:33,09:09,14,134
758,BR005339,SMMS000870,COA001436,C00087,16359,MW006408,Train Movement,18:37,21:23,12,102
758,BR005339,SMMS000870,COA001436,C00087,16374,MW006434,Train Movement,20:41,23:24,9,15
761,BR005356,SMMS000888,COA001500,C00046,13078,MW001485,Train Movement,12:15,12:35,8,36
762,BR005364,SMMS000900,COA000622,C00022,14679,MW003826,Train Movement,04:15,07:17,15,78
762,BR005364,SMMS000900,COA000622,C00022,17963,MW007725,Train Movement,01:29,03:52,7,95
762,BR005364,SMMS000900,COA000622,C00022,96491,MW014549,Train Movement,00:21,06:24,13,174
763,BR005367,SMMS000905,COA000981,C00084,12920,MW001286,Train Movement,13:04,16:41,10,160
763,BR005367,SMMS000905,COA000981,C00084,14903,MW004228,Train Movement,12:14,16:54,8,160
763,BR005367,SMMS000905,COA000981,C00084,16336,MW006376,Train Movement,15:47,20:23,7,24
763,BR005367,SMMS000905,COA000981,C00084,52670,MW008556,Train Movement,08:42,15:38,5,139
763,BR005367,SMMS000905,COA000981,C00084,57222,MW010082,Train Movement,08:42,15:39,12,147
764,BR005373,SMMS000911,COA001249,C00083,68680,MW012187,Train Movement,00:52,03:30,15,51
764,BR005373,SMMS000911,COA001249,C00083,97289,MW014665,Train Movement,01:33,04:49,12,7
767,BR005393,SMMS000934,COA001288,C00085,16822,MW007052,Train Movement,08:43,12:23,6,60
768,BR005394,SMMS000935,COA000678,C00048,53335,MW008820,Train Movement,11:49,14:41,10,9
769,BR005394,SMMS000935,COA001386,C00048,93265,MW014048,Train Movement,17:33,21:36,14,38
770,BR005401,SMMS000945,COA000890,C00005,54438,MW009217,Train Movement,11:27,14:22,6,61
771,BR005404,SMMS000948,COA001195,C00074,14463,MW003541,Train Movement,09:39,10:02,8,4
771,BR005404,SMMS000948,COA001195,C00074,57042,MW010013,Train Movement,07:33,08:06,11,49
772,BR005405,SMMS000950,COA000873,C00027,12014,MW000008,Train Movement,07:40,09:37,14,6
772,BR005405,SMMS000950,COA000873,C00027,65374,MW011156,Train Movement,02:23,06:14,12,88
772,BR005405,SMMS000950,COA000873,C00027,79381,MW013326,Train Movement,00:55,04:57,11,10
773,BR005408,SMMS000953,COA000705,C00069,14961,MW004286,Train Movement,10:18,14:58,7,110
773,BR005408,SMMS000953,COA000705,C00069,16048,MW005941,Train Movement,11:38,16:18,8,31
774,BR005429,SMMS000974,COA000354,C00003,50047,MW007750,Train Movement,10:12,12:15,7,86
776,BR005432,SMMS000978,COA001346,C00085,13738,MW002519,Train Movement,14:40,17:33,5,85
776,BR005432,SMMS000978,COA001346,C00085,53597,MW008991,Train Movement,15:57,21:23,13,16
776,BR005432,SMMS000978,COA001346,C00085,55595,MW009520,Train Movement,09:37,15:13,15,59
776,BR005432,SMMS000978,COA001346,C00085,92171,MW013792,Train Movement,15:38,22:49,7,29
779,BR005436,SMMS000984,COA000151,C00064,54762,MW009314,Train Movement,18:37,22:41,15,62
780,BR005444,SMMS000992,COA000655,C00008,68377,MW012118,Train Movement,02:06,05:19,6,42
782,BR005450,SMMS000999,COA000269,C00016,91660,MW013709,Train Movement,11:58,14:22,7,55
783,BR005466,SMMS001019,COA000967,C00008,16954,MW007283,Train Movement,03:00,05:06,14,71
793,BR005518,SMMS001084,COA000405,C00043,67608,MW011860,Train Movement,09:00,09:32,10,52
794,BR005565,SMMS001143,COA000694,C00011,53936,MW009122,Train Movement,02:30,09:30,13,49
796,BR005604,SMMS001197,COA001331,C00002,17573,MW007602,Train Movement,10:35,11:51,10,53
799,BR005621,SMMS001215,COA001280,C00023,53863,MW009086,Train Movement,06:11,07:00,11,25
799,BR005621,SMMS001215,COA001280,C00023,65943,MW011399,Train Movement,06:03,07:04,5,23
801,BR005634,SMMS001233,COA000626,C00088,14298,MW003266,Train Movement,11:06,12:47,11,62
801,BR005634,SMMS001233,COA000626,C00088,59194,MW010693,Train Movement,08:44,11:11,6,34
803,BR005641,SMMS001245,COA000493,C00055,12189,MW000280,Train Movement,01:53,03:11,12,39
804,BR005641,SMMS001245,COA000533,C00055,16059,MW005973,Train Movement,04:09,05:48,12,8
805,BR005641,SMMS001245,COA000658,C00055,16059,MW005973,Train Movement,04:09,05:48,12,58
807,BR005651,SMMS001256,COA000895,C00040,13838,MW002680,Train Movement,04:30,05:49,10,37
807,BR005651,SMMS001256,COA000895,C00040,54087,MW009163,Train Movement,04:04,06:33,13,37
808,BR005655,SMMS001260,COA000823,C00088,15919,MW005778,Train Movement,15:00,16:45,7,7
812,BR005678,SMMS001297,COA000613,C00081,15174,MW004598,Train Movement,06:57,08:08,15,68
815,BR005705,SMMS001332,COA000093,C00007,12981,MW001367,Train Movement,05:30,07:54,5,69
815,BR005705,SMMS001332,COA000093,C00007,59288,MW010718,Train Movement,01:17,05:48,6,30
815,BR005705,SMMS001332,COA000093,C00007,69391,MW012365,Train Movement,02:03,06:44,9,70
816,BR005705,SMMS001332,COA000553,C00007,59288,MW010718,Train Movement,01:17,05:48,6,1
818,BR005732,SMMS001367,COA000207,C00015,15298,MW004888,Train Movement,08:22,11:12,8,60
818,BR005732,SMMS001367,COA000207,C00015,15613,MW005408,Train Movement,09:29,12:12,6,87
818,BR005732,SMMS001367,COA000207,C00015,65922,MW011374,Train Movement,11:20,15:40,5,32
819,BR005732,SMMS001367,COA001214,C00015,56609,MW009901,Train Movement,14:17,18:23,9,87
819,BR005732,SMMS001367,COA001214,C00015,65094,MW010991,Train Movement,12:33,16:57,11,39
820,BR005744,SMMS001382,COA000141,C00091,17712,MW007645,Train Movement,16:12,18:51,8,40
820,BR005744,SMMS001382,COA000141,C00091,52371,MW008445,Train Movement,10:16,15:33,6,52
820,BR005744,SMMS001382,COA000141,C00091,96658,MW014568,Train Movement,09:16,16:16,9,98
821,BR005744,SMMS001382,COA000203,C00091,52371,MW008445,Train Movement,10:16,15:33,6,117
821,BR005744,SMMS001382,COA000203,C00091,96658,MW014568,Train Movement,09:16,16:16,9,117
823,BR005765,SMMS001407,COA001196,C00003,14570,MW003702,Train Movement,19:53,21:20,12,111
825,BR005793,SMMS001444,COA000584,C00047,54482,MW009234,Train Movement,07:35,09:02,11,58
825,BR005793,SMMS001444,COA000584,C00047,92590,MW013917,Train Movement,05:10,07:18,11,109
827,BR005795,SMMS001446,COA001080,C00091,16102,MW006050,Train Movement,17:14,20:39,12,13
829,BR005806,SMMS001460,COA001044,C00098,53617,MW009000,Train Movement,17:32,17:40,14,5
832,BR005827,SMMS001484,COA000207,C00015,15298,MW004888,Train Movement,08:22,11:12,8,60
832,BR005827,SMMS001484,COA000207,C00015,15613,MW005408,Train Movement,09:29,12:12,6,118
832,BR005827,SMMS001484,COA000207,C00015,65094,MW010991,Train Movement,12:33,16:57,11,12
832,BR005827,SMMS001484,COA000207,C00015,65922,MW011374,Train Movement,11:20,15:40,5,79
834,BR005838,SMMS001495,COA000051,C00095,13541,MW002166,Train Movement,08:25,09:34,13,77
834,BR005838,SMMS001495,COA000051,C00095,14799,MW004061,Train Movement,07:27,08:56,6,32
834,BR005838,SMMS001495,COA000051,C00095,17338,MW007535,Train Movement,10:47,11:56,9,3
834,BR005838,SMMS001495,COA000051,C00095,54438,MW009222,Train Movement,07:21,09:41,11,82
834,BR005838,SMMS001495,COA000051,C00095,93443,MW014080,Train Movement,08:42,12:04,10,129
835,BR005841,SMMS001501,COA000020,C00057,13919,MW002787,Train Movement,06:15,07:49,14,13
835,BR005841,SMMS001501,COA000020,C00057,14366,MW003395,Train Movement,05:30,07:31,5,49
835,BR005841,SMMS001501,COA000020,C00057,51995,MW008346,Train Movement,01:17,04:23,8,31
835,BR005841,SMMS001501,COA000020,C00057,55144,MW009392,Train Movement,01:27,04:27,11,38
836,BR005842,SMMS001502,COA000580,C00005,54087,MW009164,Train Movement,08:00,10:59,9,103
837,BR005850,SMMS001511,COA001044,C00098,53617,MW009000,Train Movement,17:32,17:40,14,17
838,BR005851,SMMS001514,COA000991,C00016,76826,MW012805,Train Movement,19:20,21:18,11,17
838,BR005851,SMMS001514,COA000991,C00016,98818,MW014890,Train Movement,17:28,20:05,15,128
840,BR005853,SMMS001519,COA000879,C00067,16037,MW005923,Train Movement,03:17,05:19,11,32
840,BR005853,SMMS001519,COA000879,C00067,68008,MW011945,Train Movement,02:33,05:48,15,32
842,BR005866,SMMS001534,COA000009,C00042,67961,MW011927,Train Movement,15:13,17:09,9,34
843,BR005867,SMMS001535,COA001333,C00026,14085,MW002970,Train Movement,16:03,22:05,10,115
843,BR005867,SMMS001535,COA001333,C00026,14378,MW003427,Train Movement,15:21,21:22,9,115
843,BR005867,SMMS001535,COA001333,C00026,16405,MW006491,Train Movement,14:30,20:35,11,115
844,BR005867,SMMS001535,COA001406,C00026,13356,MW001866,Train Movement,03:05,07:59,13,105
844,BR005867,SMMS001535,COA001406,C00026,14203,MW003148,Train Movement,03:57,09:59,14,115
844,BR005867,SMMS001535,COA001406,C00026,92490,MW013888,Train Movement,02:03,13:49,11,115
846,BR005869,SMMS001537,COA001393,C00068,50174,MW007807,Train Movement,08:48,12:09,7,31
848,BR005884,SMMS001555,COA000141,C00091,17712,MW007645,Train Movement,16:12,18:51,8,39
848,BR005884,SMMS001555,COA000141,C00091,52371,MW008445,Train Movement,10:16,15:33,6,52
848,BR005884,SMMS001555,COA000141,C00091,96658,MW014568,Train Movement,09:16,16:16,9,98
849,BR005884,SMMS001555,COA000203,C00091,52371,MW008445,Train Movement,10:16,15:33,6,116
849,BR005884,SMMS001555,COA000203,C00091,96658,MW014568,Train Movement,09:16,16:16,9,116
850,BR005914,SMMS001596,COA001010,C00079,65104,MW011016,Train Movement,00:28,01:47,7,48
852,BR005952,SMMS001647,COA000150,C00087,14553,MW003662,Train Movement,06:31,09:19,10,15
852,BR005952,SMMS001647,COA000150,C00087,15200,MW004665,Train Movement,04:26,07:17,11,77
852,BR005952,SMMS001647,COA000150,C00087,97289,MW014661,Train Movement,05:55,11:11,15,56
853,BR005952,SMMS001647,COA000234,C00087,15200,MW004665,Train Movement,04:26,07:17,11,1
855,BR005970,SMMS001668,COA000609,C00064,12586,MW000831,Train Movement,11:31,13:43,11,43
858,BR005993,SMMS001695,COA000405,C00043,67608,MW011860,Train Movement,09:00,09:32,10,23
