block_request_id,task_id,asset_id,department,corridor_id,block_window_id,recommended_date,predicted_priority,priority_category,recommended_start,recommended_end,recommended_duration_min,train_conflict_count,conflict_duration_min,forecast_goods_trains,feasibility,reason_for_recommendation
BR005105,SMMS000571,AST008404,Signal & Telecom,C00034,COA000096,2025-06-07,23.969980239868164,Low,14:52,16:11,79,0,0.0,1.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005123,SMMS000591,AST007901,Signal & Telecom,C00098,COA000427,2025-06-07,63.532981872558594,High,11:14,12:31,77,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005157,SMMS000638,AST005487,Signal & Telecom,C00053,COA000786,2025-06-24,30.894367218017578,Low,02:28,03:29,61,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005170,SMMS000658,AST005708,Signal & Telecom,C00003,COA000955,2025-06-29,64.07014465332031,High,08:02,09:37,95,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005182,SMMS000673,AST006229,Signal & Telecom,C00098,COA001044,2025-06-28,66.3445053100586,High,15:38,17:25,107,1,7.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005183,SMMS000674,AST007925,Signal & Telecom,C00065,COA000478,2025-06-24,60.01978302001953,High,14:47,16:16,89,0,0.0,1.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005195,SMMS000690,AST007490,Signal & Telecom,C00097,COA000409,2025-06-25,57.23863220214844,Medium,11:45,13:31,106,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005236,SMMS000738,AST006982,Signal & Telecom,C00035,COA000866,2025-06-07,34.194984436035156,Low,02:45,04:14,89,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005242,SMMS000746,AST005708,Signal & Telecom,C00003,COA000196,2025-06-13,36.151458740234375,Low,11:18,12:44,86,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005261,SMMS000769,AST008611,Signal & Telecom,C00097,COA000467,2025-06-28,39.23550796508789,Low,17:18,18:54,96,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005312,SMMS000836,AST007651,Signal & Telecom,C00071,COA001007,2025-06-15,43.390254974365234,Medium,02:07,03:18,71,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005374,SMMS000912,AST006531,Signal & Telecom,C00023,COA000353,2025-06-06,63.39552307128906,High,01:24,03:08,104,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005431,SMMS000977,AST006800,Signal & Telecom,C00056,COA000631,2025-06-30,44.819732666015625,Medium,00:03,00:55,52,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005433,SMMS000980,AST006978,Signal & Telecom,C00019,COA001344,2025-06-20,42.346336364746094,Medium,11:39,13:13,94,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005471,SMMS001026,AST006663,Signal & Telecom,C00071,COA001320,2025-06-18,34.61379623413086,Low,12:16,13:20,64,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005478,SMMS001034,AST006124,Signal & Telecom,C00047,COA000566,2025-06-04,36.77566909790039,Low,06:17,07:14,57,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005494,SMMS001054,AST007788,Signal & Telecom,C00070,COA001313,2025-06-30,47.76284408569336,Medium,02:42,05:17,155,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005502,SMMS001065,AST007651,Signal & Telecom,C00071,COA000188,2025-06-24,34.85811996459961,Low,07:13,09:18,125,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005507,SMMS001071,AST006870,Signal & Telecom,C00007,COA000525,2025-06-28,51.94669723510742,Medium,09:49,10:56,67,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005511,SMMS001076,AST008375,Signal & Telecom,C00054,COA000460,2025-06-04,34.594215393066406,Low,07:49,08:30,41,0,0.0,7.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005576,SMMS001157,AST007859,Signal & Telecom,C00012,COA000630,2025-06-23,44.244239807128906,Medium,02:28,04:26,118,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005616,SMMS001210,AST007349,Signal & Telecom,C00080,COA000521,2025-06-01,29.377161026000977,Low,17:50,18:52,62,0,0.0,7.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005628,SMMS001224,AST005981,Signal & Telecom,C00099,COA000707,2025-06-28,35.883113861083984,Low,08:50,10:38,108,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005635,SMMS001234,AST007916,Signal & Telecom,C00018,COA000040,2025-06-22,34.37557601928711,Low,05:19,07:20,121,0,0.0,1.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005646,SMMS001251,AST006933,Signal & Telecom,C00031,COA000015,2025-06-09,57.6995849609375,Medium,18:04,19:47,103,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005673,SMMS001286,AST007781,Signal & Telecom,C00010,COA000680,2025-06-04,55.847782135009766,Medium,01:24,03:27,123,0,0.0,8.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005676,SMMS001292,AST008165,Signal & Telecom,C00080,COA000157,2025-06-30,67.5630874633789,High,18:39,19:29,50,0,0.0,1.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005683,SMMS001302,AST006638,Signal & Telecom,C00073,COA001281,2025-06-01,83.59265899658203,Critical,15:01,16:57,116,0,0.0,8.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005705,SMMS001332,AST008114,Signal & Telecom,C00007,COA000553,2025-06-10,55.557518005371094,Medium,00:02,01:12,70,1,1.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005718,SMMS001351,AST007882,Signal & Telecom,C00067,COA001219,2025-06-05,61.75059509277344,High,16:59,18:26,87,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005750,SMMS001389,AST006770,Signal & Telecom,C00055,COA001209,2025-06-11,75.39412689208984,High,16:34,19:12,158,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005794,SMMS001445,AST008406,Signal & Telecom,C00091,COA000294,2025-06-16,52.36604690551758,Medium,00:05,01:38,93,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005815,SMMS001472,AST005979,Signal & Telecom,C00006,COA000922,2025-06-11,53.902748107910156,Medium,09:30,11:44,134,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005822,SMMS001479,AST006646,Signal & Telecom,C00030,COA000599,2025-06-07,33.009239196777344,Low,11:41,13:41,120,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005852,SMMS001517,AST005807,Signal & Telecom,C00009,COA000753,2025-06-09,49.760868072509766,Medium,15:09,16:04,55,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005855,SMMS001521,AST006398,Signal & Telecom,C00015,COA000913,2025-06-02,81.30418395996094,Critical,19:21,21:05,104,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005881,SMMS001550,AST008304,Signal & Telecom,C00020,COA000052,2025-06-25,60.32487106323242,High,14:18,15:04,46,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005947,SMMS001638,AST006738,Signal & Telecom,C00009,COA000394,2025-06-28,35.9761848449707,Low,12:52,14:11,79,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005952,SMMS001647,AST008149,Signal & Telecom,C00087,COA000234,2025-06-29,54.1649284362793,Medium,02:59,04:16,77,1,1.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005960,SMMS001656,AST006304,Signal & Telecom,C00042,COA000205,2025-06-18,25.038528442382812,Low,17:56,19:19,83,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005977,SMMS001676,AST007562,Signal & Telecom,C00035,COA000698,2025-06-19,30.169498443603516,Low,19:20,22:03,163,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005979,SMMS001678,AST008265,Signal & Telecom,C00004,COA001174,2025-06-16,28.437156677246094,Low,06:05,08:17,132,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
