block_request_id,task_id,asset_id,department,corridor_id,predicted_priority,priority_category,requested_duration_min,recommended_date,recommended_start,recommended_end,recommended_duration_min,train_conflict_count,conflict_duration_min,forecast_goods_trains,affected_trains,feasibility,request_status,reason_for_recommendation
BR002395,TMS003080,AST003303,,C00091,34.9,Low,242.0,,,,242,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002396,TMS003081,AST000721,,C00080,25.7,Low,211.0,,,,211,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002397,TMS003082,AST001229,,C00018,54.2,Medium,89.0,,,,89,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002398,TMS003085,AST001044,,C00074,26.3,Low,168.0,,,,168,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002399,TMS003086,AST004474,,C00091,51.9,Medium,147.0,,,,147,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002400,TMS003088,AST002901,,C00094,69.8,High,317.0,,,,317,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002401,TMS003089,AST001007,,C00077,37.0,Low,309.0,,,,309,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002402,TMS003090,AST002060,,C00027,59.0,Medium,132.0,,,,132,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002403,TMS003091,AST003941,,C00001,49.5,Medium,67.0,,,,67,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002404,TMS003092,AST000895,,C00042,33.3,Low,167.0,,,,167,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002405,TMS003093,AST005227,,C00066,23.7,Low,105.0,,,,105,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002406,TMS003094,AST002018,,C00080,66.8,High,171.0,,,,171,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002407,TMS003095,AST001210,,C00066,21.4,Low,101.0,,,,101,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002408,TMS003096,AST004255,,C00059,68.1,High,324.0,,,,324,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002410,TMS003098,AST004338,,C00069,52.3,Medium,158.0,,,,158,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002411,TMS003099,AST004448,,C00095,58.3,Medium,215.0,,,,215,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002412,TMS003101,AST004526,,C00003,30.1,Low,198.0,,,,198,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002413,TMS003102,AST001434,,C00027,17.7,Low,199.0,,,,199,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002414,TMS003103,AST003098,,C00064,64.7,High,52.0,,,,52,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002415,TMS003105,AST005164,,C00064,31.3,Low,155.0,,,,155,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002416,TMS003106,AST001267,,C00071,39.8,Low,227.0,,,,227,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002417,TMS003107,AST002345,,C00057,18.1,Low,70.0,,,,70,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002418,TMS003108,AST001788,,C00066,29.6,Low,120.0,,,,120,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002419,TMS003109,AST004940,,C00076,60.0,High,137.0,,,,137,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002420,TMS003110,AST002826,,C00069,47.6,Medium,227.0,,,,227,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002422,TMS003112,AST002182,,C00006,38.6,Low,129.0,,,,129,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002423,TMS003113,AST003856,,C00025,38.2,Low,333.0,,,,333,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002424,TMS003115,AST005109,,C00045,31.8,Low,164.0,,,,164,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002425,TMS003116,AST004827,,C00029,71.9,High,78.0,,,,78,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002426,TMS003117,AST001706,,C00068,60.7,High,85.0,,,,85,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002427,TMS003118,AST004809,,C00041,30.5,Low,199.0,,,,199,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002428,TMS003120,AST001615,,C00090,28.9,Low,187.0,,,,187,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002429,TMS003121,AST003729,,C00092,43.2,Medium,122.0,,,,122,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002431,TMS003123,AST003641,,C00001,77.6,High,180.0,,,,180,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002432,TMS003124,AST003792,,C00078,29.5,Low,121.0,,,,121,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002433,TMS003125,AST001463,,C00097,34.4,Low,166.0,,,,166,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002434,TMS003126,AST004503,,C00095,54.8,Medium,134.0,,,,134,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002435,TMS003128,AST001179,,C00097,52.3,Medium,133.0,,,,133,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002436,TMS003130,AST001872,,C00068,31.0,Low,126.0,,,,126,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002438,TMS003133,AST004957,,C00068,54.4,Medium,141.0,,,,141,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002439,TMS003134,AST000316,,C00063,37.2,Low,171.0,,,,171,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002440,TMS003135,AST002910,,C00027,28.3,Low,109.0,,,,109,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002442,TMS003137,AST000456,,C00005,49.1,Medium,92.0,,,,92,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002443,TMS003138,AST000774,,C00051,54.5,Medium,236.0,,,,236,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002444,TMS003139,AST002965,,C00073,46.6,Medium,98.0,,,,98,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002445,TMS003140,AST003489,,C00047,58.2,Medium,223.0,,,,223,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002446,TMS003141,AST002394,,C00013,60.5,High,217.0,,,,217,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002447,TMS003142,AST001285,,C00093,31.2,Low,146.0,,,,146,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002448,TMS003143,AST004366,,C00011,38.3,Low,81.0,,,,81,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002449,TMS003144,AST004603,,C00051,44.0,Medium,109.0,,,,109,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002450,TMS003145,AST005174,,C00035,47.0,Medium,41.0,,,,41,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002452,TMS003147,AST005161,,C00024,20.3,Low,258.0,,,,258,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002453,TMS003149,AST001970,,C00036,49.9,Medium,203.0,,,,203,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002455,TMS003152,AST000920,,C00044,37.4,Low,188.0,,,,188,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002456,TMS003153,AST001190,,C00099,20.2,Low,54.0,,,,54,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002457,TMS003155,AST000294,,C00099,24.9,Low,127.0,,,,127,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002458,TMS003156,AST000941,,C00088,82.8,Critical,206.0,,,,206,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002459,TMS003157,AST003326,,C00084,40.0,Medium,202.0,,,,202,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002460,TMS003159,AST004467,,C00053,68.1,High,165.0,,,,165,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002461,TMS003160,AST001734,,C00026,40.7,Medium,265.0,,,,265,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002462,TMS003161,AST000235,,C00084,35.5,Low,79.0,,,,79,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002463,TMS003163,AST005173,,C00071,36.0,Low,205.0,,,,205,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002464,TMS003164,AST001394,,C00009,41.9,Medium,88.0,,,,88,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002465,TMS003165,AST004445,,C00031,63.9,High,262.0,,,,262,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002467,TMS003167,AST001753,,C00093,45.5,Medium,69.0,,,,69,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002469,TMS003169,AST002172,,C00068,25.6,Low,90.0,,,,90,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002470,TMS003170,AST000113,,C00086,48.2,Medium,112.0,,,,112,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002472,TMS003172,AST004248,,C00054,43.7,Medium,93.0,,,,93,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002473,TMS003173,AST000622,,C00019,45.6,Medium,75.0,,,,75,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002474,TMS003174,AST002159,,C00041,41.3,Medium,237.0,,,,237,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002476,TMS003176,AST004395,,C00076,36.1,Low,183.0,,,,183,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002477,TMS003177,AST001962,,C00015,42.3,Medium,219.0,,,,219,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002478,TMS003178,AST000460,,C00012,36.1,Low,81.0,,,,81,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002481,TMS003181,AST000345,,C00046,28.3,Low,253.0,,,,253,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002482,TMS003182,AST000460,,C00012,41.9,Medium,270.0,,,,270,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002483,TMS003183,AST002367,,C00070,59.1,Medium,208.0,,,,208,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002484,TMS003184,AST003976,,C00083,32.7,Low,151.0,,,,151,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002485,TMS003185,AST004729,,C00086,24.8,Low,73.0,,,,73,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002486,TMS003186,AST002074,,C00072,53.4,Medium,191.0,,,,191,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002487,TMS003187,AST002094,,C00047,25.3,Low,166.0,,,,166,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002488,TMS003188,AST004445,,C00031,42.0,Medium,46.0,,,,46,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002489,TMS003190,AST002464,,C00051,63.9,High,110.0,,,,110,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002491,TMS003192,AST004396,,C00011,30.2,Low,65.0,,,,65,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002492,TMS003193,AST003907,,C00055,28.3,Low,164.0,,,,164,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002493,TMS003194,AST005015,,C00050,26.4,Low,203.0,,,,203,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002494,TMS003197,AST003600,,C00042,59.8,Medium,175.0,,,,175,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002495,TMS003198,AST004065,,C00075,45.9,Medium,195.0,,,,195,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002496,TMS003199,AST002324,,C00054,42.8,Medium,50.0,,,,50,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002497,TMS003200,AST002985,,C00018,31.9,Low,55.0,,,,55,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002498,TMS003201,AST004724,,C00080,50.0,Medium,161.0,,,,161,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002499,TMS003203,AST000100,,C00029,64.1,High,268.0,,,,268,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002500,TMS003204,AST003227,,C00098,46.5,Medium,173.0,,,,173,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002501,TMS003206,AST004974,,C00048,40.3,Medium,68.0,,,,68,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002502,TMS003207,AST004161,,C00012,63.0,High,216.0,,,,216,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002503,TMS003208,AST004784,,C00019,44.9,Medium,154.0,,,,154,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002505,TMS003210,AST001420,,C00014,42.8,Medium,69.0,,,,69,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002506,TMS003211,AST000508,,C00041,59.0,Medium,277.0,,,,277,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002507,TMS003212,AST000241,,C00023,40.3,Medium,162.0,,,,162,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002508,TMS003214,AST002380,,C00004,32.2,Low,213.0,,,,213,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002509,TMS003216,AST000235,,C00084,18.5,Low,164.0,,,,164,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002510,TMS003218,AST001970,,C00036,86.0,Critical,196.0,,,,196,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002511,TMS003220,AST003508,,C00045,33.6,Low,37.0,,,,37,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002512,TMS003221,AST003584,,C00048,56.1,Medium,130.0,,,,130,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002513,TMS003223,AST002085,,C00060,62.8,High,299.0,,,,299,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002514,TMS003224,AST003697,,C00068,67.7,High,269.0,,,,269,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002515,TMS003225,AST000122,,C00040,30.3,Low,227.0,,,,227,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002516,TMS003226,AST003351,,C00027,25.6,Low,268.0,,,,268,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002517,TMS003227,AST000079,,C00076,53.1,Medium,154.0,,,,154,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002518,TMS003228,AST000919,,C00048,35.9,Low,264.0,,,,264,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002519,TMS003231,AST000637,,C00075,34.3,Low,219.0,,,,219,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002520,TMS003233,AST000867,,C00024,63.1,High,272.0,,,,272,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002521,TMS003234,AST002988,,C00083,63.8,High,257.0,,,,257,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002522,TMS003235,AST003864,,C00039,30.1,Low,52.0,,,,52,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002523,TMS003236,AST002215,,C00025,48.7,Medium,116.0,,,,116,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002524,TMS003237,AST000137,,C00063,38.9,Low,312.0,,,,312,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002525,TMS003238,AST003744,,C00062,57.3,Medium,190.0,,,,190,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002526,TMS003239,AST000641,,C00021,36.4,Low,86.0,,,,86,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002527,TMS003240,AST000895,,C00042,45.9,Medium,177.0,,,,177,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002529,TMS003242,AST002671,,C00013,68.5,High,197.0,,,,197,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002530,TMS003245,AST001527,,C00085,78.6,High,228.0,,,,228,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002531,TMS003246,AST001204,,C00009,31.6,Low,206.0,,,,206,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002532,TMS003247,AST004865,,C00027,41.3,Medium,57.0,,,,57,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002533,TMS003248,AST002277,,C00092,33.3,Low,116.0,,,,116,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002534,TMS003249,AST002827,,C00072,59.7,Medium,265.0,,,,265,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002535,TMS003250,AST000473,,C00076,21.0,Low,174.0,,,,174,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002536,TMS003251,AST003813,,C00005,54.0,Medium,243.0,,,,243,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002537,TMS003252,AST002480,,C00067,32.4,Low,169.0,,,,169,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002538,TMS003253,AST002463,,C00100,61.7,High,137.0,,,,137,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002539,TMS003254,AST004979,,C00010,55.7,Medium,306.0,,,,306,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002540,TMS003255,AST000634,,C00036,44.2,Medium,189.0,,,,189,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002541,TMS003256,AST003751,,C00085,49.0,Medium,94.0,,,,94,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002542,TMS003257,AST004221,,C00029,37.6,Low,280.0,,,,280,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002543,TMS003258,AST004881,,C00007,36.8,Low,144.0,,,,144,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR002544,TMS003259,AST002230,,C00099,46.5,Medium,145.0,,,,145,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
