historical_plan_id,block_request_id,corridor_id,planned_date,planned_start_time,planned_duration_min,planning_method,conflict_count,utilization_pct,status
HIST-02026,BLK-02026,COR-078,2026-09-15,05:00,180,Manual Rule-Based,4,67.6,Cancelled
HIST-02027,BLK-02027,COR-009,2026-09-11,08:30,120,Manual Rule-Based,3,65.4,Partial Conflict
HIST-02028,BLK-02028,COR-041,2026-09-23,14:00,60,AI Optimization Engine,0,95.6,Executed Cleanly
HIST-02029,BLK-02029,COR-029,2026-09-20,08:00,180,Manual Rule-Based,6,62.6,Cancelled
HIST-02030,BLK-02030,COR-059,2026-09-10,07:00,360,AI Optimization Engine,1,91.8,Partial Conflict
HIST-02031,BLK-02031,COR-023,2026-09-23,02:15,360,AI Optimization Engine,0,96.6,Executed Cleanly
HIST-02032,BLK-02032,COR-077,2026-09-14,08:30,180,AI Optimization Engine,1,90.3,Partial Conflict
HIST-02033,BLK-02033,COR-021,2026-09-14,16:00,120,Manual Rule-Based,8,64.2,Cancelled
HIST-02034,BLK-02034,COR-046,2026-09-29,20:45,180,AI Optimization Engine,0,88.5,Executed Cleanly
HIST-02035,BLK-02035,COR-018,2026-09-09,06:45,300,AI Optimization Engine,0,89.4,Executed Cleanly
HIST-02036,BLK-02036,COR-004,2026-09-09,06:45,240,Manual Rule-Based,3,61.0,Partial Conflict
HIST-02037,BLK-02037,COR-049,2026-09-24,09:00,300,AI Optimization Engine,0,97.4,Executed Cleanly
HIST-02038,BLK-02038,COR-076,2026-09-10,22:00,60,AI Optimization Engine,1,91.0,Partial Conflict
HIST-02039,BLK-02039,COR-086,2026-09-28,08:45,240,AI Optimization Engine,1,90.3,Partial Conflict
HIST-02040,BLK-02040,COR-078,2026-09-23,07:15,300,Manual Rule-Based,8,65.8,Cancelled
HIST-02041,BLK-02041,COR-049,2026-09-16,22:45,300,AI Optimization Engine,1,93.6,Partial Conflict
HIST-02042,BLK-02042,COR-030,2026-09-19,19:00,240,AI Optimization Engine,0,91.0,Executed Cleanly
HIST-02043,BLK-02043,COR-060,2026-09-27,07:45,180,Manual Rule-Based,6,72.1,Cancelled
HIST-02044,BLK-02044,COR-095,2026-09-09,05:15,180,Manual Rule-Based,4,72.2,Cancelled
HIST-02045,BLK-02045,COR-092,2026-09-11,11:45,360,AI Optimization Engine,1,93.2,Partial Conflict
HIST-02046,BLK-02046,COR-090,2026-09-14,08:45,240,AI Optimization Engine,1,91.2,Partial Conflict
HIST-02047,BLK-02047,COR-062,2026-09-24,14:30,60,Manual Rule-Based,4,69.0,Cancelled
HIST-02048,BLK-02048,COR-026,2026-09-23,03:30,180,AI Optimization Engine,1,91.4,Partial Conflict
HIST-02049,BLK-02049,COR-029,2026-09-25,05:45,360,Manual Rule-Based,8,67.2,Cancelled
HIST-02050,BLK-02050,COR-099,2026-09-21,02:45,180,Manual Rule-Based,5,74.7,Cancelled
HIST-02051,BLK-02051,COR-056,2026-09-21,21:45,300,AI Optimization Engine,1,91.6,Partial Conflict
HIST-02052,BLK-02052,COR-085,2026-09-25,22:30,240,AI Optimization Engine,0,85.5,Executed Cleanly
HIST-02053,BLK-02053,COR-013,2026-09-13,23:45,120,AI Optimization Engine,0,88.3,Executed Cleanly
HIST-02054,BLK-02054,COR-029,2026-09-18,21:15,300,Manual Rule-Based,7,60.0,Cancelled
HIST-02055,BLK-02055,COR-087,2026-09-13,12:45,300,Manual Rule-Based,3,64.1,Partial Conflict
HIST-02056,BLK-02056,COR-021,2026-09-13,15:30,360,AI Optimization Engine,0,90.8,Executed Cleanly
HIST-02057,BLK-02057,COR-001,2026-09-24,05:45,240,Manual Rule-Based,6,73.3,Cancelled
HIST-02058,BLK-02058,COR-054,2026-09-10,02:00,120,AI Optimization Engine,0,96.5,Executed Cleanly
HIST-02059,BLK-02059,COR-018,2026-09-13,21:15,300,Manual Rule-Based,6,66.1,Cancelled
HIST-02060,BLK-02060,COR-060,2026-09-11,03:00,360,AI Optimization Engine,1,89.0,Partial Conflict
HIST-02061,BLK-02061,COR-090,2026-09-21,10:00,360,Manual Rule-Based,6,64.8,Cancelled
HIST-02062,BLK-02062,COR-025,2026-09-09,21:30,240,AI Optimization Engine,1,91.3,Partial Conflict
HIST-02063,BLK-02063,COR-002,2026-09-25,18:30,120,AI Optimization Engine,1,91.3,Partial Conflict
HIST-02064,BLK-02064,COR-004,2026-09-14,03:45,360,AI Optimization Engine,0,90.8,Executed Cleanly
HIST-02065,BLK-02065,COR-097,2026-09-27,12:45,240,AI Optimization Engine,0,93.3,Executed Cleanly
HIST-02066,BLK-02066,COR-049,2026-09-23,05:30,240,Manual Rule-Based,6,66.7,Cancelled
HIST-02067,BLK-02067,COR-036,2026-09-22,07:15,60,Manual Rule-Based,5,71.5,Cancelled
HIST-02068,BLK-02068,COR-084,2026-09-29,10:30,60,Manual Rule-Based,6,68.3,Cancelled
HIST-02069,BLK-02069,COR-028,2026-09-27,01:45,360,AI Optimization Engine,0,87.9,Executed Cleanly
HIST-02070,BLK-02070,COR-035,2026-09-10,10:45,300,AI Optimization Engine,1,87.5,Partial Conflict
HIST-02071,BLK-02071,COR-062,2026-09-22,12:00,60,AI Optimization Engine,0,92.5,Executed Cleanly
HIST-02072,BLK-02072,COR-037,2026-09-17,02:45,120,AI Optimization Engine,0,93.1,Executed Cleanly
HIST-02073,BLK-02073,COR-078,2026-09-25,19:30,120,AI Optimization Engine,0,89.7,Executed Cleanly
HIST-02074,BLK-02074,COR-067,2026-09-17,04:15,240,Manual Rule-Based,4,68.0,Cancelled
HIST-02075,BLK-02075,COR-021,2026-09-21,14:00,300,Manual Rule-Based,5,64.1,Cancelled
HIST-02076,BLK-02076,COR-046,2026-09-20,07:45,120,AI Optimization Engine,1,86.7,Partial Conflict
HIST-02077,BLK-02077,COR-075,2026-09-14,22:00,240,Manual Rule-Based,6,60.2,Cancelled
HIST-02078,BLK-02078,COR-043,2026-09-19,22:15,60,Manual Rule-Based,5,63.5,Cancelled
HIST-02079,BLK-02079,COR-100,2026-09-09,16:30,180,Manual Rule-Based,6,62.5,Cancelled
HIST-02080,BLK-02080,COR-041,2026-09-18,07:45,120,AI Optimization Engine,1,88.4,Partial Conflict
HIST-02081,BLK-02081,COR-025,2026-09-27,12:30,360,Manual Rule-Based,6,69.7,Cancelled
HIST-02082,BLK-02082,COR-061,2026-09-22,14:30,60,AI Optimization Engine,1,94.4,Partial Conflict
HIST-02083,BLK-02083,COR-001,2026-09-09,05:45,300,Manual Rule-Based,8,75.7,Cancelled
HIST-02084,BLK-02084,COR-087,2026-09-13,15:45,240,AI Optimization Engine,1,94.4,Partial Conflict
HIST-02085,BLK-02085,COR-087,2026-09-27,07:30,60,AI Optimization Engine,1,86.2,Partial Conflict
HIST-02086,BLK-02086,COR-038,2026-09-22,04:15,360,AI Optimization Engine,1,90.4,Partial Conflict
HIST-02087,BLK-02087,COR-020,2026-09-25,11:45,360,AI Optimization Engine,0,93.6,Executed Cleanly
HIST-02088,BLK-02088,COR-017,2026-09-24,21:00,360,Manual Rule-Based,8,65.3,Cancelled
HIST-02089,BLK-02089,COR-054,2026-09-13,08:30,240,AI Optimization Engine,0,86.5,Executed Cleanly
HIST-02090,BLK-02090,COR-009,2026-09-22,22:30,60,AI Optimization Engine,1,87.7,Partial Conflict
HIST-02091,BLK-02091,COR-060,2026-09-25,23:15,180,AI Optimization Engine,1,96.1,Partial Conflict
HIST-02092,BLK-02092,COR-077,2026-09-10,00:00,360,Manual Rule-Based,8,65.6,Cancelled
HIST-02093,BLK-02093,COR-087,2026-09-27,05:45,300,AI Optimization Engine,0,91.9,Executed Cleanly
HIST-02094,BLK-02094,COR-100,2026-09-11,06:00,180,AI Optimization Engine,0,85.3,Executed Cleanly
HIST-02095,BLK-02095,COR-005,2026-09-15,11:30,60,Manual Rule-Based,6,61.5,Cancelled
HIST-02096,BLK-02096,COR-076,2026-09-16,03:00,180,Manual Rule-Based,6,74.9,Cancelled
HIST-02097,BLK-02097,COR-041,2026-09-16,06:45,120,AI Optimization Engine,0,93.6,Executed Cleanly
HIST-02098,BLK-02098,COR-068,2026-09-09,19:30,60,Manual Rule-Based,6,71.6,Cancelled
HIST-02099,BLK-02099,COR-068,2026-09-24,10:30,360,AI Optimization Engine,1,95.7,Partial Conflict
HIST-02100,BLK-02100,COR-007,2026-09-25,20:15,180,AI Optimization Engine,1,89.6,Partial Conflict
HIST-02101,BLK-02101,COR-018,2026-09-12,13:30,240,AI Optimization Engine,0,95.9,Executed Cleanly
HIST-02102,BLK-02102,COR-092,2026-09-10,07:45,60,AI Optimization Engine,1,88.9,Partial Conflict
HIST-02103,BLK-02103,COR-080,2026-09-26,09:15,240,AI Optimization Engine,1,97.2,Partial Conflict
HIST-02104,BLK-02104,COR-053,2026-09-27,08:15,360,Manual Rule-Based,7,69.4,Cancelled
HIST-02105,BLK-02105,COR-051,2026-09-20,12:00,120,Manual Rule-Based,3,61.6,Partial Conflict
HIST-02106,BLK-02106,COR-012,2026-09-25,21:00,180,AI Optimization Engine,1,97.3,Partial Conflict
HIST-02107,BLK-02107,COR-057,2026-09-11,06:00,360,Manual Rule-Based,5,63.3,Cancelled
HIST-02108,BLK-02108,COR-022,2026-09-14,09:30,120,AI Optimization Engine,0,88.2,Executed Cleanly
HIST-02109,BLK-02109,COR-073,2026-09-14,21:00,360,Manual Rule-Based,7,71.0,Cancelled
HIST-02110,BLK-02110,COR-038,2026-09-11,19:45,60,Manual Rule-Based,6,62.9,Cancelled
HIST-02111,BLK-02111,COR-014,2026-09-13,16:15,120,Manual Rule-Based,5,69.3,Cancelled
HIST-02112,BLK-02112,COR-045,2026-09-18,01:45,180,AI Optimization Engine,1,95.2,Partial Conflict
HIST-02113,BLK-02113,COR-001,2026-09-13,21:15,120,Manual Rule-Based,4,65.2,Cancelled
HIST-02114,BLK-02114,COR-007,2026-09-12,09:15,300,Manual Rule-Based,8,66.0,Cancelled
HIST-02115,BLK-02115,COR-083,2026-09-22,03:30,360,Manual Rule-Based,5,73.8,Cancelled
HIST-02116,BLK-02116,COR-030,2026-09-25,10:00,240,Manual Rule-Based,8,71.3,Cancelled
HIST-02117,BLK-02117,COR-003,2026-09-16,00:45,300,Manual Rule-Based,6,73.5,Cancelled
HIST-02118,BLK-02118,COR-061,2026-09-13,09:00,240,Manual Rule-Based,3,70.3,Partial Conflict
HIST-02119,BLK-02119,COR-085,2026-09-10,22:15,60,AI Optimization Engine,1,89.4,Partial Conflict
HIST-02120,BLK-02120,COR-047,2026-09-25,13:30,240,AI Optimization Engine,0,96.4,Executed Cleanly
HIST-02121,BLK-02121,COR-066,2026-09-10,21:30,120,Manual Rule-Based,6,75.5,Cancelled
HIST-02122,BLK-02122,COR-054,2026-09-18,06:00,240,AI Optimization Engine,1,95.7,Partial Conflict
HIST-02123,BLK-02123,COR-001,2026-09-23,14:45,120,AI Optimization Engine,0,85.9,Executed Cleanly
HIST-02124,BLK-02124,COR-094,2026-09-18,21:30,360,AI Optimization Engine,1,87.2,Partial Conflict
HIST-02125,BLK-02125,COR-069,2026-09-15,02:00,240,AI Optimization Engine,0,88.9,Executed Cleanly
HIST-02126,BLK-02126,COR-058,2026-09-18,02:15,240,Manual Rule-Based,5,69.8,Cancelled
HIST-02127,BLK-02127,COR-018,2026-09-21,06:00,300,AI Optimization Engine,1,92.3,Partial Conflict
HIST-02128,BLK-02128,COR-040,2026-09-16,04:00,120,AI Optimization Engine,0,88.7,Executed Cleanly
HIST-02129,BLK-02129,COR-011,2026-09-28,12:30,300,Manual Rule-Based,7,62.0,Cancelled
HIST-02130,BLK-02130,COR-024,2026-09-16,12:00,300,AI Optimization Engine,1,96.6,Partial Conflict
HIST-02131,BLK-02131,COR-064,2026-09-09,22:45,120,Manual Rule-Based,8,74.5,Cancelled
HIST-02132,BLK-02132,COR-042,2026-09-29,15:15,360,Manual Rule-Based,8,61.9,Cancelled
HIST-02133,BLK-02133,COR-061,2026-09-16,10:45,360,Manual Rule-Based,7,68.5,Cancelled
HIST-02134,BLK-02134,COR-061,2026-09-24,21:00,300,Manual Rule-Based,4,67.6,Cancelled
HIST-02135,BLK-02135,COR-066,2026-09-09,14:00,300,Manual Rule-Based,8,63.9,Cancelled
HIST-02136,BLK-02136,COR-003,2026-09-24,21:15,240,AI Optimization Engine,0,95.0,Executed Cleanly
HIST-02137,BLK-02137,COR-005,2026-09-20,18:15,60,AI Optimization Engine,0,95.5,Executed Cleanly
HIST-02138,BLK-02138,COR-036,2026-09-17,09:45,240,Manual Rule-Based,7,72.7,Cancelled
HIST-02139,BLK-02139,COR-008,2026-09-10,05:00,360,Manual Rule-Based,4,74.8,Cancelled
HIST-02140,BLK-02140,COR-033,2026-09-11,11:00,360,Manual Rule-Based,8,64.5,Cancelled
HIST-02141,BLK-02141,COR-076,2026-09-25,10:30,360,AI Optimization Engine,1,92.1,Partial Conflict
HIST-02142,BLK-02142,COR-011,2026-09-11,17:00,300,AI Optimization Engine,1,93.1,Partial Conflict
HIST-02143,BLK-02143,COR-019,2026-09-11,16:45,300,AI Optimization Engine,1,88.2,Partial Conflict
HIST-02144,BLK-02144,COR-055,2026-09-27,16:00,60,Manual Rule-Based,6,74.6,Cancelled
HIST-02145,BLK-02145,COR-073,2026-09-17,09:00,240,Manual Rule-Based,4,69.5,Cancelled
HIST-02146,BLK-02146,COR-063,2026-09-09,17:45,120,AI Optimization Engine,0,93.8,Executed Cleanly
HIST-02147,BLK-02147,COR-041,2026-09-25,16:00,360,Manual Rule-Based,3,65.4,Partial Conflict
HIST-02148,BLK-02148,COR-096,2026-09-12,20:30,240,Manual Rule-Based,4,74.6,Cancelled
HIST-02149,BLK-02149,COR-035,2026-09-27,13:30,360,Manual Rule-Based,4,66.1,Cancelled
HIST-02150,BLK-02150,COR-055,2026-09-20,00:45,180,AI Optimization Engine,1,86.8,Partial Conflict
HIST-02151,BLK-02151,COR-032,2026-09-26,22:45,120,Manual Rule-Based,8,61.4,Cancelled
HIST-02152,BLK-02152,COR-031,2026-09-15,19:15,360,AI Optimization Engine,1,94.6,Partial Conflict
HIST-02153,BLK-02153,COR-031,2026-09-26,18:15,180,AI Optimization Engine,1,89.0,Partial Conflict
HIST-02154,BLK-02154,COR-096,2026-09-27,00:45,360,AI Optimization Engine,0,85.4,Executed Cleanly
HIST-02155,BLK-02155,COR-090,2026-09-21,01:00,120,AI Optimization Engine,1,87.4,Partial Conflict
HIST-02156,BLK-02156,COR-014,2026-09-23,10:00,360,Manual Rule-Based,8,62.3,Cancelled
HIST-02157,BLK-02157,COR-047,2026-09-16,22:00,180,AI Optimization Engine,0,95.8,Executed Cleanly
HIST-02158,BLK-02158,COR-055,2026-09-25,12:00,300,AI Optimization Engine,0,95.5,Executed Cleanly
HIST-02159,BLK-02159,COR-075,2026-09-19,11:45,300,AI Optimization Engine,0,97.4,Executed Cleanly
HIST-02160,BLK-02160,COR-027,2026-09-26,07:00,60,Manual Rule-Based,3,70.5,Partial Conflict
HIST-02161,BLK-02161,COR-009,2026-09-14,11:15,180,AI Optimization Engine,1,96.0,Partial Conflict
HIST-02162,BLK-02162,COR-054,2026-09-20,05:45,300,Manual Rule-Based,4,62.4,Cancelled
HIST-02163,BLK-02163,COR-069,2026-09-20,14:00,300,Manual Rule-Based,6,61.1,Cancelled
HIST-02164,BLK-02164,COR-003,2026-09-10,23:45,120,AI Optimization Engine,0,89.0,Executed Cleanly
HIST-02165,BLK-02165,COR-098,2026-09-14,04:30,360,Manual Rule-Based,8,75.8,Cancelled
HIST-02166,BLK-02166,COR-036,2026-09-29,15:45,120,Manual Rule-Based,3,60.2,Partial Conflict
HIST-02167,BLK-02167,COR-017,2026-09-11,22:45,180,Manual Rule-Based,7,64.4,Cancelled
HIST-02168,BLK-02168,COR-062,2026-09-11,21:15,240,Manual Rule-Based,3,63.4,Partial Conflict
HIST-02169,BLK-02169,COR-041,2026-09-15,16:15,240,Manual Rule-Based,7,73.4,Cancelled
HIST-02170,BLK-02170,COR-067,2026-09-24,17:30,60,AI Optimization Engine,1,85.7,Partial Conflict
HIST-02171,BLK-02171,COR-032,2026-09-24,22:15,60,AI Optimization Engine,0,93.0,Executed Cleanly
HIST-02172,BLK-02172,COR-077,2026-09-21,12:00,240,AI Optimization Engine,0,86.4,Executed Cleanly
HIST-02173,BLK-02173,COR-068,2026-09-21,14:30,60,AI Optimization Engine,1,86.2,Partial Conflict
HIST-02174,BLK-02174,COR-088,2026-09-20,04:45,300,Manual Rule-Based,5,65.5,Cancelled
HIST-02175,BLK-02175,COR-079,2026-09-15,14:45,60,Manual Rule-Based,3,75.7,Partial Conflict
HIST-02176,BLK-02176,COR-077,2026-09-09,09:15,60,AI Optimization Engine,1,91.1,Partial Conflict
HIST-02177,BLK-02177,COR-062,2026-09-11,10:30,180,AI Optimization Engine,1,96.6,Partial Conflict
HIST-02178,BLK-02178,COR-009,2026-09-12,21:45,300,AI Optimization Engine,0,90.4,Executed Cleanly
HIST-02179,BLK-02179,COR-091,2026-09-20,21:00,60,AI Optimization Engine,0,91.7,Executed Cleanly
HIST-02180,BLK-02180,COR-027,2026-09-25,01:45,360,AI Optimization Engine,0,91.0,Executed Cleanly
HIST-02181,BLK-02181,COR-099,2026-09-09,07:45,60,AI Optimization Engine,1,95.4,Partial Conflict
HIST-02182,BLK-02182,COR-081,2026-09-20,13:00,360,Manual Rule-Based,3,60.7,Partial Conflict
HIST-02183,BLK-02183,COR-054,2026-09-18,16:45,60,Manual Rule-Based,6,60.4,Cancelled
HIST-02184,BLK-02184,COR-089,2026-09-09,05:45,60,AI Optimization Engine,0,93.6,Executed Cleanly
HIST-02185,BLK-02185,COR-013,2026-09-19,08:00,300,AI Optimization Engine,0,94.9,Executed Cleanly
HIST-02186,BLK-02186,COR-002,2026-09-18,21:15,300,Manual Rule-Based,7,64.5,Cancelled
HIST-02187,BLK-02187,COR-089,2026-09-24,08:45,120,AI Optimization Engine,0,90.3,Executed Cleanly
HIST-02188,BLK-02188,COR-085,2026-09-11,17:45,240,Manual Rule-Based,6,66.6,Cancelled
HIST-02189,BLK-02189,COR-025,2026-09-14,21:00,360,AI Optimization Engine,1,90.7,Partial Conflict
HIST-02190,BLK-02190,COR-086,2026-09-19,03:15,120,Manual Rule-Based,7,75.3,Cancelled
HIST-02191,BLK-02191,COR-082,2026-09-16,12:30,240,AI Optimization Engine,0,94.7,Executed Cleanly
HIST-02192,BLK-02192,COR-030,2026-09-11,09:00,300,Manual Rule-Based,7,73.1,Cancelled
HIST-02193,BLK-02193,COR-017,2026-09-19,15:45,180,Manual Rule-Based,7,73.6,Cancelled
HIST-02194,BLK-02194,COR-026,2026-09-10,20:45,120,Manual Rule-Based,6,69.5,Cancelled
HIST-02195,BLK-02195,COR-056,2026-09-18,04:30,360,Manual Rule-Based,7,69.5,Cancelled
HIST-02196,BLK-02196,COR-080,2026-09-12,16:00,300,AI Optimization Engine,1,92.7,Partial Conflict
HIST-02197,BLK-02197,COR-098,2026-09-22,02:00,60,Manual Rule-Based,7,67.6,Cancelled
HIST-02198,BLK-02198,COR-078,2026-09-21,05:15,180,Manual Rule-Based,6,60.4,Cancelled
HIST-02199,BLK-02199,COR-016,2026-09-11,17:45,60,Manual Rule-Based,6,64.8,Cancelled
HIST-02200,BLK-02200,COR-036,2026-09-26,13:15,180,AI Optimization Engine,1,88.4,Partial Conflict
HIST-02201,BLK-02201,COR-003,2026-09-09,13:45,300,AI Optimization Engine,1,89.6,Partial Conflict
HIST-02202,BLK-02202,COR-098,2026-09-12,07:45,360,Manual Rule-Based,7,60.0,Cancelled
HIST-02203,BLK-02203,COR-010,2026-09-16,17:30,120,AI Optimization Engine,0,93.7,Executed Cleanly
HIST-02204,BLK-02204,COR-089,2026-09-11,10:15,180,Manual Rule-Based,3,73.4,Partial Conflict
HIST-02205,BLK-02205,COR-053,2026-09-11,15:45,240,Manual Rule-Based,8,71.7,Cancelled
HIST-02206,BLK-02206,COR-061,2026-09-27,04:30,240,AI Optimization Engine,0,90.3,Executed Cleanly
HIST-02207,BLK-02207,COR-069,2026-09-26,19:15,60,AI Optimization Engine,0,90.8,Executed Cleanly
HIST-02208,BLK-02208,COR-074,2026-09-18,17:00,300,Manual Rule-Based,7,63.4,Cancelled
HIST-02209,BLK-02209,COR-003,2026-09-29,00:15,60,Manual Rule-Based,3,70.2,Partial Conflict
HIST-02210,BLK-02210,COR-098,2026-09-25,04:30,300,Manual Rule-Based,6,70.8,Cancelled
HIST-02211,BLK-02211,COR-028,2026-09-25,23:15,60,AI Optimization Engine,1,96.9,Partial Conflict
HIST-02212,BLK-02212,COR-066,2026-09-18,08:15,300,AI Optimization Engine,0,85.1,Executed Cleanly
HIST-02213,BLK-02213,COR-012,2026-09-17,06:30,120,Manual Rule-Based,6,62.2,Cancelled
HIST-02214,BLK-02214,COR-055,2026-09-13,18:00,120,AI Optimization Engine,1,95.4,Partial Conflict
HIST-02215,BLK-02215,COR-034,2026-09-09,18:00,240,Manual Rule-Based,4,71.6,Cancelled
HIST-02216,BLK-02216,COR-025,2026-09-23,03:30,180,AI Optimization Engine,0,93.4,Executed Cleanly
HIST-02217,BLK-02217,COR-004,2026-09-18,17:00,300,AI Optimization Engine,0,86.1,Executed Cleanly
HIST-02218,BLK-02218,COR-012,2026-09-22,21:45,60,Manual Rule-Based,4,71.4,Cancelled
HIST-02219,BLK-02219,COR-095,2026-09-12,09:00,180,Manual Rule-Based,8,69.8,Cancelled
HIST-02220,BLK-02220,COR-068,2026-09-26,12:00,300,AI Optimization Engine,1,88.6,Partial Conflict
HIST-02221,BLK-02221,COR-081,2026-09-25,11:15,360,Manual Rule-Based,8,67.6,Cancelled
HIST-02222,BLK-02222,COR-040,2026-09-14,17:45,360,AI Optimization Engine,0,87.5,Executed Cleanly
HIST-02223,BLK-02223,COR-065,2026-09-18,15:15,300,AI Optimization Engine,0,89.8,Executed Cleanly
HIST-02224,BLK-02224,COR-066,2026-09-13,02:45,60,Manual Rule-Based,5,66.2,Cancelled
HIST-02225,BLK-02225,COR-092,2026-09-23,02:15,120,Manual Rule-Based,5,72.4,Cancelled
HIST-02226,BLK-02226,COR-094,2026-09-22,14:15,120,Manual Rule-Based,6,72.8,Cancelled
HIST-02227,BLK-02227,COR-020,2026-09-28,18:15,120,Manual Rule-Based,4,69.1,Cancelled
HIST-02228,BLK-02228,COR-032,2026-09-10,16:15,240,AI Optimization Engine,1,91.5,Partial Conflict
HIST-02229,BLK-02229,COR-001,2026-09-14,05:30,60,Manual Rule-Based,4,67.8,Cancelled
HIST-02230,BLK-02230,COR-011,2026-09-20,17:45,300,Manual Rule-Based,3,66.7,Partial Conflict
HIST-02231,BLK-02231,COR-047,2026-09-26,19:00,240,Manual Rule-Based,6,68.7,Cancelled
HIST-02232,BLK-02232,COR-027,2026-09-19,08:30,240,AI Optimization Engine,1,86.2,Partial Conflict
HIST-02233,BLK-02233,COR-091,2026-09-15,19:30,60,Manual Rule-Based,4,71.8,Cancelled
HIST-02234,BLK-02234,COR-045,2026-09-15,11:00,360,AI Optimization Engine,1,88.1,Partial Conflict
HIST-02235,BLK-02235,COR-094,2026-09-12,19:00,240,AI Optimization Engine,1,95.2,Partial Conflict
HIST-02236,BLK-02236,COR-021,2026-09-22,10:00,240,AI Optimization Engine,1,94.3,Partial Conflict
HIST-02237,BLK-02237,COR-066,2026-09-15,11:15,300,Manual Rule-Based,8,63.4,Cancelled
HIST-02238,BLK-02238,COR-011,2026-09-16,12:15,300,AI Optimization Engine,0,95.4,Executed Cleanly
HIST-02239,BLK-02239,COR-038,2026-09-28,23:45,300,Manual Rule-Based,3,66.8,Partial Conflict
HIST-02240,BLK-02240,COR-041,2026-09-17,01:00,240,AI Optimization Engine,1,86.8,Partial Conflict
HIST-02241,BLK-02241,COR-019,2026-09-15,17:00,360,AI Optimization Engine,0,93.2,Executed Cleanly
HIST-02242,BLK-02242,COR-054,2026-09-14,12:45,300,Manual Rule-Based,8,61.8,Cancelled
HIST-02243,BLK-02243,COR-018,2026-09-22,04:00,240,AI Optimization Engine,1,91.8,Partial Conflict
HIST-02244,BLK-02244,COR-022,2026-09-09,03:00,300,Manual Rule-Based,7,69.3,Cancelled
HIST-02245,BLK-02245,COR-096,2026-09-27,11:00,60,AI Optimization Engine,1,86.7,Partial Conflict
HIST-02246,BLK-02246,COR-091,2026-09-20,15:45,60,AI Optimization Engine,0,97.4,Executed Cleanly
HIST-02247,BLK-02247,COR-072,2026-09-20,04:30,60,AI Optimization Engine,0,95.8,Executed Cleanly
HIST-02248,BLK-02248,COR-081,2026-09-13,19:15,240,AI Optimization Engine,1,93.7,Partial Conflict
HIST-02249,BLK-02249,COR-046,2026-09-25,17:00,300,AI Optimization Engine,0,93.2,Executed Cleanly
HIST-02250,BLK-02250,COR-011,2026-09-29,01:15,180,AI Optimization Engine,0,88.8,Executed Cleanly
HIST-02251,BLK-02251,COR-081,2026-09-15,06:30,60,Manual Rule-Based,8,69.8,Cancelled
HIST-02252,BLK-02252,COR-055,2026-09-25,10:15,300,Manual Rule-Based,7,73.0,Cancelled
HIST-02253,BLK-02253,COR-076,2026-09-11,13:30,120,AI Optimization Engine,1,90.6,Partial Conflict
HIST-02254,BLK-02254,COR-086,2026-09-28,15:15,120,AI Optimization Engine,1,86.1,Partial Conflict
HIST-02255,BLK-02255,COR-098,2026-09-29,17:30,300,AI Optimization Engine,0,85.1,Executed Cleanly
HIST-02256,BLK-02256,COR-010,2026-09-20,01:00,360,Manual Rule-Based,7,75.7,Cancelled
HIST-02257,BLK-02257,COR-076,2026-09-18,19:00,300,Manual Rule-Based,6,69.8,Cancelled
HIST-02258,BLK-02258,COR-002,2026-09-10,23:30,180,AI Optimization Engine,0,85.4,Executed Cleanly
HIST-02259,BLK-02259,COR-100,2026-09-25,00:30,120,Manual Rule-Based,7,70.9,Cancelled
HIST-02260,BLK-02260,COR-032,2026-09-10,22:45,240,AI Optimization Engine,1,85.7,Partial Conflict
HIST-02261,BLK-02261,COR-036,2026-09-12,16:15,300,Manual Rule-Based,7,74.4,Cancelled
HIST-02262,BLK-02262,COR-046,2026-09-15,04:15,60,Manual Rule-Based,3,66.0,Partial Conflict
HIST-02263,BLK-02263,COR-069,2026-09-20,16:45,60,Manual Rule-Based,3,70.7,Partial Conflict
HIST-02264,BLK-02264,COR-098,2026-09-14,03:15,60,AI Optimization Engine,1,89.3,Partial Conflict
HIST-02265,BLK-02265,COR-046,2026-09-11,14:45,300,Manual Rule-Based,6,65.1,Cancelled
HIST-02266,BLK-02266,COR-093,2026-09-24,19:30,120,AI Optimization Engine,1,96.8,Partial Conflict
HIST-02267,BLK-02267,COR-011,2026-09-27,04:30,120,AI Optimization Engine,1,86.1,Partial Conflict
HIST-02268,BLK-02268,COR-040,2026-09-12,21:45,240,Manual Rule-Based,8,65.6,Cancelled
HIST-02269,BLK-02269,COR-011,2026-09-13,21:15,60,AI Optimization Engine,1,87.8,Partial Conflict
HIST-02270,BLK-02270,COR-043,2026-09-12,17:15,60,Manual Rule-Based,8,72.9,Cancelled
HIST-02271,BLK-02271,COR-034,2026-09-24,03:15,60,Manual Rule-Based,6,72.9,Cancelled
HIST-02272,BLK-02272,COR-082,2026-09-15,00:30,60,Manual Rule-Based,6,71.1,Cancelled
HIST-02273,BLK-02273,COR-077,2026-09-19,12:45,180,Manual Rule-Based,7,65.8,Cancelled
HIST-02274,BLK-02274,COR-042,2026-09-27,13:45,300,Manual Rule-Based,4,65.1,Cancelled
HIST-02275,BLK-02275,COR-021,2026-09-17,18:30,60,AI Optimization Engine,1,92.7,Partial Conflict
HIST-02276,BLK-02276,COR-072,2026-09-09,10:15,300,AI Optimization Engine,0,92.1,Executed Cleanly
