block_request_id,task_id,corridor_id,department,requested_duration_min,requested_date,priority,request_status
BLK-02424,TSK-02424,COR-047,Signal & Telecom,360,2026-09-26,P1 - Emergency,Pending
BLK-02425,TSK-02425,COR-092,Operating,240,2026-09-15,P3 - Medium,Conflict Flagged
BLK-02426,TSK-02426,COR-089,Operating,180,2026-09-22,P3 - Medium,Rejected
BLK-02427,TSK-02427,COR-085,Electrical,240,2026-09-10,P2 - High,Scheduled
BLK-02428,TSK-02428,COR-016,Signal & Telecom,60,2026-09-15,P4 - Routine,Scheduled
BLK-02429,TSK-02429,COR-030,Operating,240,2026-09-15,P3 - Medium,Scheduled
BLK-02430,TSK-02430,COR-048,Signal & Telecom,240,2026-09-10,P1 - Emergency,Pending
BLK-02431,TSK-02431,COR-063,Electrical,120,2026-09-26,P4 - Routine,Conflict Flagged
BLK-02432,TSK-02432,COR-096,Operating,60,2026-09-22,P1 - Emergency,Conflict Flagged
BLK-02433,TSK-02433,COR-007,Engineering,360,2026-09-11,P4 - Routine,Approved
BLK-02434,TSK-02434,COR-010,Operating,300,2026-09-14,P2 - High,Rejected
BLK-02435,TSK-02435,COR-084,Signal & Telecom,240,2026-09-14,P4 - Routine,Pending
BLK-02436,TSK-02436,COR-087,Signal & Telecom,180,2026-09-18,P2 - High,Approved
BLK-02437,TSK-02437,COR-047,Operating,180,2026-09-16,P2 - High,Pending
BLK-02438,TSK-02438,COR-028,Operating,120,2026-09-24,P4 - Routine,Rejected
BLK-02439,TSK-02439,COR-053,Signal & Telecom,360,2026-09-28,P4 - Routine,Scheduled
BLK-02440,TSK-02440,COR-056,Operating,360,2026-09-16,P1 - Emergency,Rejected
BLK-02441,TSK-02441,COR-069,Signal & Telecom,60,2026-09-14,P1 - Emergency,Approved
BLK-02442,TSK-02442,COR-022,Electrical,360,2026-09-15,P2 - High,Pending
BLK-02443,TSK-02443,COR-099,Operating,180,2026-09-16,P1 - Emergency,Scheduled
BLK-02444,TSK-02444,COR-033,Operating,60,2026-09-10,P4 - Routine,Rejected
BLK-02445,TSK-02445,COR-099,Engineering,60,2026-09-29,P3 - Medium,Conflict Flagged
BLK-02446,TSK-02446,COR-003,Signal & Telecom,120,2026-09-10,P4 - Routine,Rejected
BLK-02447,TSK-02447,COR-019,Signal & Telecom,60,2026-09-21,P1 - Emergency,Scheduled
BLK-02448,TSK-02448,COR-099,Operating,180,2026-09-27,P1 - Emergency,Rejected
BLK-02449,TSK-02449,COR-073,Engineering,360,2026-09-14,P3 - Medium,Approved
BLK-02450,TSK-02450,COR-002,Operating,360,2026-09-18,P3 - Medium,Approved
BLK-02451,TSK-02451,COR-094,Electrical,240,2026-09-28,P2 - High,Rejected
BLK-02452,TSK-02452,COR-081,Signal & Telecom,60,2026-09-13,P4 - Routine,Rejected
BLK-02453,TSK-02453,COR-022,Engineering,180,2026-09-24,P4 - Routine,Approved
BLK-02454,TSK-02454,COR-018,Operating,120,2026-09-16,P4 - Routine,Approved
BLK-02455,TSK-02455,COR-079,Operating,360,2026-09-23,P2 - High,Conflict Flagged
BLK-02456,TSK-02456,COR-088,Engineering,60,2026-09-17,P4 - Routine,Scheduled
BLK-02457,TSK-02457,COR-055,Signal & Telecom,120,2026-09-23,P3 - Medium,Approved
BLK-02458,TSK-02458,COR-020,Engineering,60,2026-09-23,P3 - Medium,Scheduled
BLK-02459,TSK-02459,COR-027,Electrical,360,2026-09-23,P4 - Routine,Rejected
BLK-02460,TSK-02460,COR-055,Engineering,60,2026-09-27,P1 - Emergency,Conflict Flagged
BLK-02461,TSK-02461,COR-048,Electrical,60,2026-09-09,P4 - Routine,Scheduled
BLK-02462,TSK-02462,COR-038,Electrical,60,2026-09-17,P4 - Routine,Scheduled
BLK-02463,TSK-02463,COR-067,Signal & Telecom,60,2026-09-17,P4 - Routine,Rejected
BLK-02464,TSK-02464,COR-094,Engineering,240,2026-09-24,P4 - Routine,Pending
BLK-02465,TSK-02465,COR-042,Engineering,180,2026-09-18,P3 - Medium,Conflict Flagged
BLK-02466,TSK-02466,COR-052,Operating,180,2026-09-10,P1 - Emergency,Scheduled
BLK-02467,TSK-02467,COR-065,Electrical,360,2026-09-09,P2 - High,Conflict Flagged
BLK-02468,TSK-02468,COR-069,Electrical,240,2026-09-27,P2 - High,Rejected
BLK-02469,TSK-02469,COR-070,Engineering,300,2026-09-20,P3 - Medium,Conflict Flagged
BLK-02470,TSK-02470,COR-006,Signal & Telecom,300,2026-09-11,P2 - High,Approved
BLK-02471,TSK-02471,COR-076,Operating,360,2026-09-26,P2 - High,Pending
BLK-02472,TSK-02472,COR-050,Engineering,120,2026-09-11,P3 - Medium,Rejected
BLK-02473,TSK-02473,COR-100,Engineering,120,2026-09-22,P1 - Emergency,Rejected
BLK-02474,TSK-02474,COR-056,Operating,120,2026-09-12,P4 - Routine,Scheduled
BLK-02475,TSK-02475,COR-095,Engineering,300,2026-09-29,P2 - High,Scheduled
BLK-02476,TSK-02476,COR-090,Electrical,60,2026-09-11,P1 - Emergency,Approved
BLK-02477,TSK-02477,COR-094,Electrical,240,2026-09-27,P3 - Medium,Conflict Flagged
BLK-02478,TSK-02478,COR-090,Operating,180,2026-09-19,P3 - Medium,Conflict Flagged
BLK-02479,TSK-02479,COR-041,Electrical,240,2026-09-13,P4 - Routine,Pending
BLK-02480,TSK-02480,COR-018,Operating,240,2026-09-13,P1 - Emergency,Pending
BLK-02481,TSK-02481,COR-004,Operating,240,2026-09-22,P4 - Routine,Conflict Flagged
BLK-02482,TSK-02482,COR-078,Operating,360,2026-09-25,P1 - Emergency,Approved
BLK-02483,TSK-02483,COR-086,Operating,120,2026-09-25,P1 - Emergency,Pending
BLK-02484,TSK-02484,COR-057,Engineering,360,2026-09-28,P4 - Routine,Rejected
BLK-02485,TSK-02485,COR-066,Operating,360,2026-09-29,P4 - Routine,Approved
BLK-02486,TSK-02486,COR-017,Electrical,180,2026-09-17,P3 - Medium,Pending
BLK-02487,TSK-02487,COR-059,Signal & Telecom,360,2026-09-22,P4 - Routine,Conflict Flagged
BLK-02488,TSK-02488,COR-032,Signal & Telecom,180,2026-09-14,P1 - Emergency,Pending
BLK-02489,TSK-02489,COR-045,Electrical,60,2026-09-09,P2 - High,Rejected
BLK-02490,TSK-02490,COR-040,Operating,360,2026-09-16,P2 - High,Approved
BLK-02491,TSK-02491,COR-082,Engineering,240,2026-09-27,P2 - High,Conflict Flagged
BLK-02492,TSK-02492,COR-084,Signal & Telecom,120,2026-09-25,P4 - Routine,Scheduled
BLK-02493,TSK-02493,COR-042,Electrical,300,2026-09-25,P4 - Routine,Approved
BLK-02494,TSK-02494,COR-064,Operating,240,2026-09-22,P1 - Emergency,Conflict Flagged
BLK-02495,TSK-02495,COR-087,Electrical,360,2026-09-10,P4 - Routine,Conflict Flagged
BLK-02496,TSK-02496,COR-024,Engineering,240,2026-09-11,P4 - Routine,Pending
BLK-02497,TSK-02497,COR-083,Operating,180,2026-09-22,P1 - Emergency,Scheduled
BLK-02498,TSK-02498,COR-040,Electrical,120,2026-09-19,P3 - Medium,Pending
BLK-02499,TSK-02499,COR-097,Signal & Telecom,60,2026-09-23,P1 - Emergency,Approved
BLK-02500,TSK-02500,COR-004,Signal & Telecom,360,2026-09-18,P1 - Emergency,Conflict Flagged
BLK-02501,TSK-02501,COR-024,Electrical,120,2026-09-15,P2 - High,Scheduled
BLK-02502,TSK-02502,COR-052,Engineering,360,2026-09-12,P1 - Emergency,Conflict Flagged
BLK-02503,TSK-02503,COR-034,Electrical,240,2026-09-12,P1 - Emergency,Conflict Flagged
BLK-02504,TSK-02504,COR-083,Engineering,240,2026-09-11,P3 - Medium,Scheduled
BLK-02505,TSK-02505,COR-071,Operating,120,2026-09-23,P4 - Routine,Scheduled
BLK-02506,TSK-02506,COR-041,Operating,120,2026-09-23,P2 - High,Rejected
BLK-02507,TSK-02507,COR-077,Engineering,180,2026-09-20,P4 - Routine,Conflict Flagged
BLK-02508,TSK-02508,COR-044,Engineering,360,2026-09-20,P2 - High,Conflict Flagged
BLK-02509,TSK-02509,COR-089,Engineering,120,2026-09-14,P4 - Routine,Approved
BLK-02510,TSK-02510,COR-023,Engineering,360,2026-09-26,P2 - High,Scheduled
BLK-02511,TSK-02511,COR-011,Engineering,300,2026-09-13,P3 - Medium,Conflict Flagged
BLK-02512,TSK-02512,COR-089,Engineering,300,2026-09-29,P2 - High,Scheduled
BLK-02513,TSK-02513,COR-093,Engineering,300,2026-09-21,P4 - Routine,Approved
BLK-02514,TSK-02514,COR-058,Operating,360,2026-09-26,P2 - High,Conflict Flagged
BLK-02515,TSK-02515,COR-087,Engineering,60,2026-09-20,P1 - Emergency,Approved
BLK-02516,TSK-02516,COR-086,Electrical,300,2026-09-27,P3 - Medium,Pending
BLK-02517,TSK-02517,COR-080,Electrical,240,2026-09-18,P4 - Routine,Conflict Flagged
BLK-02518,TSK-02518,COR-033,Electrical,180,2026-09-19,P4 - Routine,Pending
BLK-02519,TSK-02519,COR-015,Electrical,360,2026-09-24,P3 - Medium,Pending
BLK-02520,TSK-02520,COR-057,Signal & Telecom,120,2026-09-27,P2 - High,Scheduled
BLK-02521,TSK-02521,COR-044,Electrical,360,2026-09-27,P2 - High,Conflict Flagged
BLK-02522,TSK-02522,COR-036,Engineering,360,2026-09-14,P3 - Medium,Pending
BLK-02523,TSK-02523,COR-057,Electrical,360,2026-09-27,P1 - Emergency,Conflict Flagged
BLK-02524,TSK-02524,COR-019,Electrical,60,2026-09-17,P4 - Routine,Rejected
BLK-02525,TSK-02525,COR-053,Electrical,240,2026-09-28,P4 - Routine,Rejected
BLK-02526,TSK-02526,COR-074,Electrical,60,2026-09-14,P3 - Medium,Approved
BLK-02527,TSK-02527,COR-020,Engineering,300,2026-09-17,P1 - Emergency,Rejected
BLK-02528,TSK-02528,COR-074,Signal & Telecom,180,2026-09-25,P3 - Medium,Scheduled
BLK-02529,TSK-02529,COR-078,Electrical,300,2026-09-12,P3 - Medium,Conflict Flagged
BLK-02530,TSK-02530,COR-088,Electrical,120,2026-09-21,P1 - Emergency,Approved
BLK-02531,TSK-02531,COR-045,Electrical,120,2026-09-16,P3 - Medium,Pending
BLK-02532,TSK-02532,COR-061,Operating,300,2026-09-21,P1 - Emergency,Conflict Flagged
BLK-02533,TSK-02533,COR-093,Signal & Telecom,60,2026-09-16,P2 - High,Approved
BLK-02534,TSK-02534,COR-085,Electrical,60,2026-09-17,P4 - Routine,Scheduled
BLK-02535,TSK-02535,COR-068,Electrical,240,2026-09-10,P4 - Routine,Approved
BLK-02536,TSK-02536,COR-018,Operating,60,2026-09-28,P1 - Emergency,Rejected
BLK-02537,TSK-02537,COR-041,Engineering,180,2026-09-26,P3 - Medium,Rejected
BLK-02538,TSK-02538,COR-087,Operating,180,2026-09-20,P4 - Routine,Scheduled
BLK-02539,TSK-02539,COR-009,Signal & Telecom,60,2026-09-23,P2 - High,Conflict Flagged
BLK-02540,TSK-02540,COR-051,Engineering,360,2026-09-17,P1 - Emergency,Scheduled
BLK-02541,TSK-02541,COR-042,Operating,60,2026-09-11,P2 - High,Approved
BLK-02542,TSK-02542,COR-075,Operating,120,2026-09-11,P3 - Medium,Approved
BLK-02543,TSK-02543,COR-005,Operating,360,2026-09-11,P2 - High,Conflict Flagged
BLK-02544,TSK-02544,COR-027,Signal & Telecom,360,2026-09-19,P3 - Medium,Approved
BLK-02545,TSK-02545,COR-055,Signal & Telecom,360,2026-09-26,P1 - Emergency,Rejected
BLK-02546,TSK-02546,COR-058,Operating,360,2026-09-25,P2 - High,Conflict Flagged
BLK-02547,TSK-02547,COR-082,Electrical,360,2026-09-26,P3 - Medium,Pending
BLK-02548,TSK-02548,COR-008,Engineering,180,2026-09-22,P1 - Emergency,Rejected
BLK-02549,TSK-02549,COR-022,Signal & Telecom,120,2026-09-17,P2 - High,Pending
BLK-02550,TSK-02550,COR-038,Electrical,60,2026-09-29,P2 - High,Rejected
BLK-02551,TSK-02551,COR-072,Operating,240,2026-09-17,P3 - Medium,Conflict Flagged
BLK-02552,TSK-02552,COR-049,Electrical,360,2026-09-28,P1 - Emergency,Scheduled
BLK-02553,TSK-02553,COR-080,Signal & Telecom,300,2026-09-19,P2 - High,Conflict Flagged
BLK-02554,TSK-02554,COR-085,Engineering,60,2026-09-25,P3 - Medium,Approved
BLK-02555,TSK-02555,COR-036,Operating,300,2026-09-11,P1 - Emergency,Conflict Flagged
BLK-02556,TSK-02556,COR-089,Engineering,240,2026-09-21,P3 - Medium,Scheduled
BLK-02557,TSK-02557,COR-071,Operating,360,2026-09-27,P4 - Routine,Rejected
BLK-02558,TSK-02558,COR-027,Signal & Telecom,360,2026-09-10,P2 - High,Approved
BLK-02559,TSK-02559,COR-010,Operating,180,2026-09-28,P2 - High,Pending
BLK-02560,TSK-02560,COR-044,Operating,120,2026-09-11,P4 - Routine,Rejected
BLK-02561,TSK-02561,COR-057,Engineering,360,2026-09-16,P1 - Emergency,Rejected
BLK-02562,TSK-02562,COR-008,Signal & Telecom,360,2026-09-16,P1 - Emergency,Rejected
BLK-02563,TSK-02563,COR-012,Signal & Telecom,120,2026-09-29,P4 - Routine,Conflict Flagged
BLK-02564,TSK-02564,COR-081,Operating,120,2026-09-21,P2 - High,Scheduled
BLK-02565,TSK-02565,COR-093,Signal & Telecom,120,2026-09-23,P1 - Emergency,Approved
BLK-02566,TSK-02566,COR-074,Engineering,60,2026-09-26,P2 - High,Conflict Flagged
BLK-02567,TSK-02567,COR-091,Engineering,300,2026-09-23,P2 - High,Rejected
BLK-02568,TSK-02568,COR-053,Electrical,240,2026-09-11,P4 - Routine,Rejected
BLK-02569,TSK-02569,COR-061,Electrical,240,2026-09-19,P2 - High,Rejected
BLK-02570,TSK-02570,COR-031,Operating,60,2026-09-11,P1 - Emergency,Scheduled
BLK-02571,TSK-02571,COR-006,Signal & Telecom,360,2026-09-26,P2 - High,Pending
BLK-02572,TSK-02572,COR-039,Operating,240,2026-09-15,P4 - Routine,Rejected
BLK-02573,TSK-02573,COR-051,Electrical,180,2026-09-21,P2 - High,Rejected
BLK-02574,TSK-02574,COR-007,Operating,300,2026-09-22,P3 - Medium,Conflict Flagged
BLK-02575,TSK-02575,COR-038,Operating,360,2026-09-11,P4 - Routine,Approved
BLK-02576,TSK-02576,COR-056,Electrical,120,2026-09-10,P3 - Medium,Pending
BLK-02577,TSK-02577,COR-046,Signal & Telecom,180,2026-09-29,P3 - Medium,Rejected
BLK-02578,TSK-02578,COR-083,Operating,180,2026-09-29,P1 - Emergency,Approved
BLK-02579,TSK-02579,COR-008,Signal & Telecom,120,2026-09-21,P2 - High,Scheduled
BLK-02580,TSK-02580,COR-099,Signal & Telecom,60,2026-09-13,P3 - Medium,Pending
BLK-02581,TSK-02581,COR-036,Engineering,60,2026-09-18,P2 - High,Approved
BLK-02582,TSK-02582,COR-038,Operating,240,2026-09-10,P4 - Routine,Pending
BLK-02583,TSK-02583,COR-024,Operating,120,2026-09-18,P1 - Emergency,Pending
BLK-02584,TSK-02584,COR-015,Electrical,180,2026-09-20,P4 - Routine,Approved
BLK-02585,TSK-02585,COR-070,Operating,120,2026-09-12,P2 - High,Scheduled
BLK-02586,TSK-02586,COR-089,Electrical,360,2026-09-21,P3 - Medium,Scheduled
BLK-02587,TSK-02587,COR-051,Engineering,60,2026-09-09,P2 - High,Conflict Flagged
BLK-02588,TSK-02588,COR-052,Operating,180,2026-09-10,P3 - Medium,Rejected
BLK-02589,TSK-02589,COR-057,Electrical,300,2026-09-12,P2 - High,Approved
BLK-02590,TSK-02590,COR-014,Engineering,300,2026-09-22,P1 - Emergency,Conflict Flagged
BLK-02591,TSK-02591,COR-091,Electrical,300,2026-09-23,P3 - Medium,Conflict Flagged
BLK-02592,TSK-02592,COR-064,Signal & Telecom,60,2026-09-09,P3 - Medium,Scheduled
BLK-02593,TSK-02593,COR-055,Operating,240,2026-09-23,P1 - Emergency,Approved
BLK-02594,TSK-02594,COR-076,Operating,60,2026-09-25,P1 - Emergency,Pending
BLK-02595,TSK-02595,COR-075,Engineering,360,2026-09-09,P4 - Routine,Scheduled
BLK-02596,TSK-02596,COR-005,Electrical,180,2026-09-24,P2 - High,Pending
BLK-02597,TSK-02597,COR-025,Electrical,360,2026-09-14,P2 - High,Conflict Flagged
BLK-02598,TSK-02598,COR-091,Electrical,240,2026-09-16,P3 - Medium,Scheduled
BLK-02599,TSK-02599,COR-095,Engineering,360,2026-09-10,P2 - High,Approved
BLK-02600,TSK-02600,COR-096,Operating,300,2026-09-11,P1 - Emergency,Rejected
BLK-02601,TSK-02601,COR-075,Electrical,360,2026-09-19,P2 - High,Approved
BLK-02602,TSK-02602,COR-088,Engineering,360,2026-09-15,P4 - Routine,Pending
BLK-02603,TSK-02603,COR-058,Electrical,180,2026-09-17,P2 - High,Conflict Flagged
BLK-02604,TSK-02604,COR-041,Signal & Telecom,120,2026-09-26,P2 - High,Pending
BLK-02605,TSK-02605,COR-085,Operating,60,2026-09-10,P1 - Emergency,Scheduled
BLK-02606,TSK-02606,COR-092,Operating,300,2026-09-18,P4 - Routine,Pending
BLK-02607,TSK-02607,COR-093,Engineering,180,2026-09-20,P4 - Routine,Approved
BLK-02608,TSK-02608,COR-049,Electrical,120,2026-09-14,P2 - High,Approved
BLK-02609,TSK-02609,COR-023,Electrical,60,2026-09-09,P4 - Routine,Scheduled
BLK-02610,TSK-02610,COR-059,Operating,300,2026-09-18,P2 - High,Scheduled
BLK-02611,TSK-02611,COR-097,Engineering,360,2026-09-17,P1 - Emergency,Rejected
BLK-02612,TSK-02612,COR-086,Operating,240,2026-09-12,P2 - High,Approved
BLK-02613,TSK-02613,COR-053,Engineering,300,2026-09-22,P4 - Routine,Approved
BLK-02614,TSK-02614,COR-006,Operating,240,2026-09-16,P2 - High,Pending
BLK-02615,TSK-02615,COR-064,Engineering,180,2026-09-25,P3 - Medium,Rejected
BLK-02616,TSK-02616,COR-063,Operating,300,2026-09-25,P4 - Routine,Scheduled
BLK-02617,TSK-02617,COR-051,Electrical,120,2026-09-24,P1 - Emergency,Conflict Flagged
BLK-02618,TSK-02618,COR-076,Operating,60,2026-09-14,P4 - Routine,Pending
BLK-02619,TSK-02619,COR-024,Engineering,360,2026-09-24,P1 - Emergency,Pending
BLK-02620,TSK-02620,COR-057,Electrical,360,2026-09-14,P4 - Routine,Rejected
BLK-02621,TSK-02621,COR-056,Engineering,300,2026-09-26,P3 - Medium,Scheduled
BLK-02622,TSK-02622,COR-098,Operating,120,2026-09-18,P2 - High,Scheduled
BLK-02623,TSK-02623,COR-018,Signal & Telecom,360,2026-09-24,P4 - Routine,Rejected
BLK-02624,TSK-02624,COR-029,Signal & Telecom,300,2026-09-20,P3 - Medium,Scheduled
BLK-02625,TSK-02625,COR-070,Engineering,120,2026-09-16,P2 - High,Conflict Flagged
BLK-02626,TSK-02626,COR-025,Signal & Telecom,60,2026-09-09,P2 - High,Approved
BLK-02627,TSK-02627,COR-047,Signal & Telecom,240,2026-09-23,P2 - High,Scheduled
BLK-02628,TSK-02628,COR-062,Engineering,360,2026-09-09,P4 - Routine,Scheduled
BLK-02629,TSK-02629,COR-013,Signal & Telecom,60,2026-09-12,P1 - Emergency,Scheduled
BLK-02630,TSK-02630,COR-081,Signal & Telecom,300,2026-09-26,P2 - High,Pending
BLK-02631,TSK-02631,COR-029,Engineering,360,2026-09-27,P2 - High,Conflict Flagged
BLK-02632,TSK-02632,COR-013,Signal & Telecom,300,2026-09-24,P2 - High,Pending
BLK-02633,TSK-02633,COR-002,Electrical,180,2026-09-23,P2 - High,Pending
BLK-02634,TSK-02634,COR-054,Operating,180,2026-09-13,P2 - High,Pending
BLK-02635,TSK-02635,COR-094,Engineering,180,2026-09-13,P2 - High,Approved
BLK-02636,TSK-02636,COR-073,Electrical,360,2026-09-13,P2 - High,Pending
BLK-02637,TSK-02637,COR-001,Electrical,60,2026-09-20,P4 - Routine,Conflict Flagged
BLK-02638,TSK-02638,COR-008,Operating,300,2026-09-19,P1 - Emergency,Rejected
BLK-02639,TSK-02639,COR-086,Operating,240,2026-09-29,P2 - High,Conflict Flagged
BLK-02640,TSK-02640,COR-065,Electrical,300,2026-09-29,P3 - Medium,Scheduled
BLK-02641,TSK-02641,COR-078,Engineering,360,2026-09-18,P4 - Routine,Conflict Flagged
BLK-02642,TSK-02642,COR-097,Electrical,120,2026-09-25,P3 - Medium,Approved
BLK-02643,TSK-02643,COR-056,Operating,240,2026-09-21,P1 - Emergency,Scheduled
BLK-02644,TSK-02644,COR-002,Engineering,360,2026-09-16,P2 - High,Rejected
BLK-02645,TSK-02645,COR-089,Signal & Telecom,180,2026-09-14,P4 - Routine,Conflict Flagged
BLK-02646,TSK-02646,COR-050,Electrical,300,2026-09-29,P1 - Emergency,Scheduled
BLK-02647,TSK-02647,COR-036,Operating,180,2026-09-21,P2 - High,Scheduled
BLK-02648,TSK-02648,COR-096,Signal & Telecom,180,2026-09-29,P4 - Routine,Rejected
BLK-02649,TSK-02649,COR-100,Electrical,300,2026-09-29,P3 - Medium,Pending
BLK-02650,TSK-02650,COR-031,Engineering,60,2026-09-17,P3 - Medium,Approved
BLK-02651,TSK-02651,COR-039,Engineering,240,2026-09-27,P2 - High,Pending
BLK-02652,TSK-02652,COR-011,Operating,180,2026-09-09,P1 - Emergency,Conflict Flagged
BLK-02653,TSK-02653,COR-091,Operating,300,2026-09-26,P1 - Emergency,Conflict Flagged
BLK-02654,TSK-02654,COR-028,Signal & Telecom,60,2026-09-25,P1 - Emergency,Scheduled
BLK-02655,TSK-02655,COR-096,Electrical,120,2026-09-21,P3 - Medium,Pending
BLK-02656,TSK-02656,COR-009,Engineering,240,2026-09-11,P4 - Routine,Conflict Flagged
BLK-02657,TSK-02657,COR-078,Electrical,360,2026-09-17,P3 - Medium,Approved
BLK-02658,TSK-02658,COR-086,Engineering,60,2026-09-12,P2 - High,Rejected
BLK-02659,TSK-02659,COR-001,Operating,360,2026-09-11,P2 - High,Conflict Flagged
BLK-02660,TSK-02660,COR-090,Operating,60,2026-09-14,P1 - Emergency,Pending
BLK-02661,TSK-02661,COR-018,Signal & Telecom,300,2026-09-21,P1 - Emergency,Scheduled
BLK-02662,TSK-02662,COR-067,Electrical,240,2026-09-29,P1 - Emergency,Scheduled
BLK-02663,TSK-02663,COR-093,Signal & Telecom,360,2026-09-20,P4 - Routine,Scheduled
BLK-02664,TSK-02664,COR-015,Signal & Telecom,180,2026-09-17,P1 - Emergency,Rejected
BLK-02665,TSK-02665,COR-008,Signal & Telecom,180,2026-09-26,P3 - Medium,Rejected
BLK-02666,TSK-02666,COR-085,Electrical,60,2026-09-15,P1 - Emergency,Rejected
BLK-02667,TSK-02667,COR-071,Operating,120,2026-09-19,P3 - Medium,Approved
BLK-02668,TSK-02668,COR-067,Engineering,360,2026-09-21,P2 - High,Conflict Flagged
BLK-02669,TSK-02669,COR-014,Operating,180,2026-09-15,P3 - Medium,Scheduled
BLK-02670,TSK-02670,COR-002,Operating,300,2026-09-20,P3 - Medium,Approved
BLK-02671,TSK-02671,COR-088,Signal & Telecom,360,2026-09-18,P2 - High,Rejected
BLK-02672,TSK-02672,COR-086,Signal & Telecom,180,2026-09-14,P4 - Routine,Rejected
BLK-02673,TSK-02673,COR-052,Operating,180,2026-09-17,P2 - High,Conflict Flagged
BLK-02674,TSK-02674,COR-016,Operating,120,2026-09-24,P2 - High,Conflict Flagged
BLK-02675,TSK-02675,COR-011,Operating,300,2026-09-22,P3 - Medium,Rejected
BLK-02676,TSK-02676,COR-052,Electrical,60,2026-09-28,P3 - Medium,Scheduled
BLK-02677,TSK-02677,COR-088,Operating,180,2026-09-12,P1 - Emergency,Conflict Flagged
BLK-02678,TSK-02678,COR-023,Electrical,180,2026-09-29,P2 - High,Pending
BLK-02679,TSK-02679,COR-009,Operating,240,2026-09-10,P2 - High,Scheduled
BLK-02680,TSK-02680,COR-025,Engineering,60,2026-09-21,P4 - Routine,Pending
BLK-02681,TSK-02681,COR-093,Signal & Telecom,360,2026-09-13,P2 - High,Pending
BLK-02682,TSK-02682,COR-036,Engineering,360,2026-09-20,P1 - Emergency,Scheduled
BLK-02683,TSK-02683,COR-089,Signal & Telecom,360,2026-09-10,P3 - Medium,Conflict Flagged
BLK-02684,TSK-02684,COR-080,Operating,240,2026-09-22,P1 - Emergency,Conflict Flagged
BLK-02685,TSK-02685,COR-021,Electrical,60,2026-09-18,P4 - Routine,Conflict Flagged
BLK-02686,TSK-02686,COR-037,Operating,300,2026-09-16,P3 - Medium,Approved
BLK-02687,TSK-02687,COR-081,Operating,180,2026-09-11,P2 - High,Scheduled
BLK-02688,TSK-02688,COR-043,Engineering,300,2026-09-28,P1 - Emergency,Conflict Flagged
BLK-02689,TSK-02689,COR-051,Operating,240,2026-09-21,P4 - Routine,Approved
BLK-02690,TSK-02690,COR-011,Operating,240,2026-09-23,P3 - Medium,Scheduled
BLK-02691,TSK-02691,COR-048,Engineering,60,2026-09-22,P4 - Routine,Conflict Flagged
BLK-02692,TSK-02692,COR-029,Electrical,300,2026-09-10,P2 - High,Rejected
BLK-02693,TSK-02693,COR-046,Electrical,180,2026-09-12,P3 - Medium,Approved
BLK-02694,TSK-02694,COR-032,Signal & Telecom,300,2026-09-10,P1 - Emergency,Conflict Flagged
BLK-02695,TSK-02695,COR-029,Electrical,360,2026-09-16,P3 - Medium,Conflict Flagged
BLK-02696,TSK-02696,COR-061,Engineering,360,2026-09-16,P1 - Emergency,Pending
BLK-02697,TSK-02697,COR-029,Operating,180,2026-09-16,P3 - Medium,Rejected
BLK-02698,TSK-02698,COR-078,Signal & Telecom,360,2026-09-15,P1 - Emergency,Scheduled
BLK-02699,TSK-02699,COR-040,Operating,240,2026-09-09,P4 - Routine,Conflict Flagged
BLK-02700,TSK-02700,COR-002,Operating,120,2026-09-27,P3 - Medium,Pending
BLK-02701,TSK-02701,COR-075,Engineering,120,2026-09-11,P4 - Routine,Rejected
BLK-02702,TSK-02702,COR-034,Operating,60,2026-09-17,P3 - Medium,Pending
BLK-02703,TSK-02703,COR-052,Engineering,120,2026-09-17,P3 - Medium,Scheduled
BLK-02704,TSK-02704,COR-044,Signal & Telecom,60,2026-09-20,P3 - Medium,Approved
BLK-02705,TSK-02705,COR-016,Signal & Telecom,60,2026-09-28,P1 - Emergency,Approved
BLK-02706,TSK-02706,COR-033,Operating,60,2026-09-18,P3 - Medium,Approved
BLK-02707,TSK-02707,COR-022,Electrical,360,2026-09-22,P3 - Medium,Conflict Flagged
BLK-02708,TSK-02708,COR-074,Electrical,60,2026-09-11,P1 - Emergency,Approved
BLK-02709,TSK-02709,COR-010,Operating,180,2026-09-11,P1 - Emergency,Conflict Flagged
BLK-02710,TSK-02710,COR-023,Electrical,120,2026-09-15,P4 - Routine,Rejected
BLK-02711,TSK-02711,COR-005,Engineering,360,2026-09-19,P2 - High,Rejected
BLK-02712,TSK-02712,COR-064,Electrical,360,2026-09-22,P3 - Medium,Rejected
BLK-02713,TSK-02713,COR-100,Operating,120,2026-09-24,P1 - Emergency,Scheduled
BLK-02714,TSK-02714,COR-068,Signal & Telecom,180,2026-09-11,P3 - Medium,Pending
BLK-02715,TSK-02715,COR-005,Signal & Telecom,240,2026-09-16,P1 - Emergency,Conflict Flagged
BLK-02716,TSK-02716,COR-008,Signal & Telecom,60,2026-09-16,P1 - Emergency,Pending
BLK-02717,TSK-02717,COR-086,Engineering,180,2026-09-21,P1 - Emergency,Scheduled
BLK-02718,TSK-02718,COR-015,Engineering,360,2026-09-16,P2 - High,Pending
BLK-02719,TSK-02719,COR-066,Operating,120,2026-09-09,P4 - Routine,Pending
BLK-02720,TSK-02720,COR-045,Signal & Telecom,240,2026-09-18,P1 - Emergency,Rejected
